epsilon,normalized_score,score,execution_time,process_time,mem_usage,mem_dif,trace_length
0.5,0.96,8640.0,139.39051842689514,139.388191268,872.43359375,623.0703125,9000
0.5,0.96,8640.0,136.6841516494751,136.680868199,872.73046875,623.06640625,9000
0.5,0.96,8640.0,146.1074447631836,146.104517375,872.7734375,623.0703125,9000
0.5,0.96,8640.0,140.185973405838,140.182779155,873.2109375,623.0703125,9000
0.5,0.96,8640.0,139.66577696800232,139.662075187,872.8203125,623.06640625,9000
0.5,0.96,8640.0,140.84422636032104,140.84211189899997,873.1953125,623.06640625,9000
0.5,0.96,8640.0,141.78074049949646,141.778990458,873.15625,623.0703125,9000
