epsilon,normalized_score,score,execution_time,process_time,mem_usage,mem_dif,trace_length
0.5,0.9588571428571429,3356.0,21.624985694885254,21.624624471,344.51171875,95.40625,3500
0.5,0.9588571428571429,3356.0,21.163133144378662,21.162921303,344.77734375,95.66796875,3500
0.5,0.9588571428571429,3356.0,21.4941086769104,21.490646843,344.359375,95.40625,3500
0.5,0.9588571428571429,3356.0,21.257383346557617,21.254144665,344.359375,95.40625,3500
0.5,0.9588571428571429,3356.0,21.03273296356201,21.032208017000002,345.140625,95.42578125,3500
0.5,0.9588571428571429,3356.0,21.120972156524658,21.120788023000003,345.25390625,95.41015625,3500
0.5,0.9588571428571429,3356.0,20.83115553855896,20.830920942,344.3046875,95.40625,3500
