epsilon,normalized_score,score,execution_time,process_time,mem_usage,mem_dif,trace_length
0.5,0.928,928.0,2.2858521938323975,2.2857685229999998,256.4140625,8.26171875,1000
0.5,0.928,928.0,2.227316379547119,2.227279854999999,256.72265625,8.2578125,1000
0.5,0.928,928.0,2.2826709747314453,2.2825597669999986,256.91015625,8.2578125,1000
0.5,0.928,928.0,2.290651321411133,2.2906330720000003,256.66796875,8.265625,1000
0.5,0.928,928.0,2.2317593097686768,2.231742123,256.37109375,8.26171875,1000
0.5,0.928,928.0,2.312727689743042,2.312328626000001,256.71875,8.2578125,1000
0.5,0.928,928.0,2.2539734840393066,2.253929071,257.28515625,8.2265625,1000
