trace_length,execution_time,process_time,mem_usage,mem_dif,number_snaps
10000,241.7485198974609,241.744603438,1783.32421875,1533.20703125,10000
10000,245.1487171649933,245.144968651,1783.19921875,1533.20703125,10000
10000,244.65681266784668,244.641792803,1783.0078125,1533.20703125,10000
10000,251.28117990493772,251.275796204,1783.0390625,1533.20703125,10000
10000,242.2069408893585,242.187069834,1783.0546875,1533.20703125,10000
10000,251.41432332992557,251.410475021,1783.203125,1533.46484375,10000
10000,244.0458164215088,244.04353849,1783.09765625,1533.20703125,10000
1000,2.432171583175659,2.432145853,264.47265625,15.984375,1000
1000,2.46015739440918,2.460114534000001,264.79296875,15.984375,1000
1000,2.45322060585022,2.4531807919999995,264.234375,15.984375,1000
1000,2.440190315246582,2.440172777999999,264.65625,15.98046875,1000
1000,2.4355061054229736,2.435434782,264.42578125,15.984375,1000
1000,2.427123069763184,2.427101542999999,264.3984375,15.984375,1000
1000,2.401479005813598,2.401465195,264.55078125,15.98046875,1000
1000,2.3920226097106934,2.391958669000001,264.421875,15.984375,1000
100,0.0258769989013671,0.0258650280000001,248.23828125,0.2578125,100
100,0.0259113311767578,0.0258971930000004,248.37109375,0.0,100
100,0.0257258415222167,0.0257150160000012,248.06640625,0.375,100
100,0.0259201526641845,0.0259075299999995,248.71484375,0.5078125,100
100,0.0263621807098388,0.0263506539999998,248.45703125,0.0,100
100,0.0265123844146728,0.026498136999999,248.1015625,0.4296875,100
100,0.0262956619262695,0.0262826289999988,248.53515625,0.42578125,100
100,0.0277552604675292,0.0277423729999988,248.16796875,0.50390625,100
1500,5.515549421310425,5.5154288010000005,284.5625,35.578125,1500
1500,5.549278497695923,5.549148014,284.2109375,35.578125,1500
1500,5.608689546585083,5.608594175,284.70703125,35.578125,1500
1500,5.4008612632751465,5.400815877000001,283.9375,35.578125,1500
1500,5.533234357833862,5.533110337,284.12109375,35.578125,1500
1500,5.45877480506897,5.458669501000001,284.609375,35.578125,1500
1500,5.716138601303101,5.716050322000001,284.45703125,35.578125,1500
1500,5.67563796043396,5.675521021,284.0703125,35.578125,1500
2000,10.031784772872925,10.031634649,311.39453125,62.6484375,2000
2000,9.685237646102903,9.685114074,311.4140625,62.6484375,2000
2000,9.676719188690186,9.676603267,311.125,62.6484375,2000
2000,10.064284324645996,10.063703263000004,311.26953125,62.6484375,2000
2000,9.77065658569336,9.770395353,311.171875,62.6484375,2000
2000,9.566402912139893,9.56543827,311.24609375,62.6484375,2000
2000,9.72141933441162,9.721215740999998,311.62890625,62.6484375,2000
2000,9.693054676055908,9.692878053,311.35546875,62.640625,2000
200,0.0973706245422363,0.0973565829999998,249.15234375,0.94140625,200
200,0.1391656398773193,0.1391215619999997,249.07421875,0.9375,200
200,0.0957913398742675,0.0957771960000002,249.296875,0.87890625,200
200,0.0992472171783447,0.099233057000001,248.95703125,1.08203125,200
200,0.0966980457305908,0.0966845259999988,248.8203125,0.94140625,200
200,0.1001229286193847,0.1001077220000006,248.94921875,1.00390625,200
200,0.0963332653045654,0.0963070350000006,248.56640625,1.0,200
200,0.0991199016571044,0.0991055139999996,249.125,0.93359375,200
2500,15.131646871566772,15.131372961,346.35546875,97.1953125,2500
2500,15.710787773132324,15.710204167,346.203125,97.1953125,2500
2500,15.157588958740234,15.15618337,346.08203125,97.1953125,2500
2500,15.3271586894989,15.327045057,345.953125,97.1953125,2500
2500,15.016332626342772,15.016100233,346.26953125,97.1953125,2500
2500,15.70853328704834,15.708305877,346.42578125,97.1953125,2500
2500,15.842809915542604,15.842525833000002,346.2421875,97.1953125,2500
2500,15.121548414230348,15.121410748,346.03515625,97.1953125,2500
3000,22.3454372882843,22.344639384000004,389.87109375,139.4765625,3000
3000,21.77306699752808,21.772550442,388.57421875,139.4765625,3000
3000,21.69401264190674,21.693840143,388.24609375,139.47265625,3000
3000,22.370264530181885,22.369948829,389.26171875,139.734375,3000
3000,22.879718542099,22.879320177,387.8984375,139.47265625,3000
3000,22.678220987319943,22.677608868,388.9609375,139.4765625,3000
3000,22.06630492210388,22.062850737,388.046875,139.47265625,3000
3000,22.02863574028015,22.028175759,388.484375,139.47265625,3000
300,0.2132654190063476,0.2132538569999997,249.94921875,1.92578125,300
300,0.2160699367523193,0.2160449179999997,249.71875,2.2109375,300
300,0.2190055847167968,0.2189810250000015,249.703125,1.8515625,300
300,0.2177815437316894,0.2177698729999999,250.07421875,2.1015625,300
300,0.2120225429534912,0.2119967210000002,249.8359375,1.8984375,300
300,0.2141933441162109,0.2141815029999989,249.52734375,1.9375,300
300,0.2188479900360107,0.2188358380000004,249.7421875,1.91015625,300
300,0.2187485694885254,0.218724096999999,249.71875,1.97265625,300
