trace_length,execution_time,process_time,number_snaps
9055,75.97594690322876,75.97231055299994,10000
9055,74.13862228393555,74.13476625699991,10000
9055,75.94942665100098,75.94522246399993,10000
9055,74.54426503181458,74.5401936679998,10000
9055,74.96876668930054,74.96453203500005,10000
916,0.8176262378692627,0.8175747479999984,1000
916,0.8159189224243164,0.8159023870000013,1000
916,0.8059675693511963,0.8059330039999999,1000
916,0.8001887798309326,0.8001589940000002,1000
916,0.8026649951934814,0.8026133659999992,1000
100,0.0060715675354003,0.0060635270000002,100
100,0.0059077739715576,0.005901208,100
100,0.0064253807067871,0.0064193750000001,100
100,0.0058038234710693,0.0057969990000001,100
100,0.0057387351989746,0.005732365,100
1372,1.7985115051269531,1.7984409160000006,1500
1372,1.7638189792633057,1.7637678690000005,1500
1372,1.759746551513672,1.7596691100000008,1500
1372,1.7916083335876465,1.791524914,1500
1372,1.761657953262329,1.761540127,1500
1828,3.0642240047454834,3.064107631999999,2000
1828,3.0284910202026367,3.028376579,2000
1828,3.094365119934082,3.0941316530000016,2000
1828,3.059049129486084,3.0589540970000044,2000
1828,3.036391496658325,3.03623606,2000
200,0.0309927463531494,0.0309855869999999,200
200,0.0304861068725585,0.0304789489999999,200
200,0.0306658744812011,0.0306328489999998,200
200,0.0303072929382324,0.030299255,200
200,0.0300226211547851,0.0300120939999999,200
2286,4.881644010543823,4.881427830999996,2500
2286,4.87471866607666,4.874547086000007,2500
2286,4.777316570281982,4.777156260000005,2500
2286,4.830217599868774,4.8300681690000005,2500
2286,4.814765691757202,4.814537222999995,2500
2744,7.050860643386841,7.050648035000009,3000
2744,7.086545467376709,7.086317831000002,3000
2744,7.23555064201355,7.235314363,3000
2744,7.121831893920898,7.121604074999993,3000
2744,7.147341251373291,7.147060824999997,3000
279,0.0650551319122314,0.0650458550000001,300
279,0.0640425682067871,0.0640340790000006,300
279,0.0650937557220459,0.0650857709999996,300
279,0.0648553371429443,0.0648467320000003,300
279,0.0648813247680664,0.0648724750000004,300
3200,9.634768962860107,9.634431867000004,3500
3200,9.531360864639282,9.531049638999988,3500
3200,9.554406642913818,9.554032588000013,3500
3200,9.7061448097229,9.705806851000006,3500
3200,9.679572820663452,9.679229271999986,3500
3656,12.35047197341919,12.349998742999986,4000
3656,12.328896522521973,12.328437433999994,4000
3656,12.334420204162598,12.33393292399998,4000
3656,12.31500482559204,12.314585042000004,4000
3656,12.407286882400513,12.40682671899998,4000
379,0.1044104099273681,0.1043964429999988,400
379,0.1054091453552246,0.1053790780000003,400
379,0.1035559177398681,0.103545059,400
379,0.1066827774047851,0.1066493340000001,400
379,0.1075556278228759,0.1075393120000001,400
4114,15.611403942108154,15.610780717000011,4500
4114,15.47668957710266,15.475995756000003,4500
4114,15.72759199142456,15.727026788000018,4500
4114,15.429086446762083,15.428484088000005,4500
4114,15.594672679901125,15.594093003000012,4500
4572,19.506678581237797,19.505792708,5000
4572,19.342437744140625,19.341607498999963,5000
4572,19.59942603111267,19.59842755599999,5000
4572,19.5281081199646,19.52722353300004,5000
4572,19.66846203804016,19.66751273600005,5000
458,0.1850092411041259,0.1849943419999995,500
458,0.1898648738861084,0.1898499639999986,500
458,0.1839287281036377,0.1839132790000004,500
458,0.1886467933654785,0.1886318070000001,500
458,0.1890342235565185,0.1890174059999996,500
5484,27.72474694252014,27.723463976000005,6000
5484,27.091211080551147,27.089867088999995,6000
5484,27.11893200874329,27.117462328000045,6000
5484,27.16001343727112,27.158515609999995,6000
5484,27.44443893432617,27.442966968000064,6000
6400,37.46548342704773,37.46355931300002,7000
6400,37.70077633857727,37.69876289000001,7000
6400,38.49513339996338,38.492975931000046,7000
6400,37.7877049446106,37.78565557000002,7000
6400,37.55125141143799,37.54907218699998,7000
7312,49.50545358657837,49.502604464,8000
7312,48.99227571487427,48.989517514,8000
7312,49.500510931015015,49.49766507499999,8000
7312,50.04904365539551,50.046048068000005,8000
7312,48.14788007736206,48.144976033000034,8000
8228,61.34145903587341,61.338002147,9000
8228,62.32476878166199,62.32171268099989,9000
8228,61.39032626152039,61.38770558700003,9000
8228,61.11201047897339,61.10912845400003,9000
8228,62.37972402572632,62.37651461900009,9000
