mad_timestamp(s),mad_temperature(degrees),low,init_gap,cont_gap,frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots
0.1,0.1,1,-1.0,-0.1,0.09590569999999943,0.09590569999999943,2.2138364779874213,6.097081248174856,352,159,0.018233037792732016,0.015121705205291934,0.09590569999999943,0.018233037792732016,0.015121705205291934,0.09590569999999943,18.998978549540336,75.89376915219613,5.107252298263535
0.15000000000000002,0.15000000000000002,1,-1.0,-0.1,0.14957436999999985,0.14957436999999985,2.2516129032258063,6.09239986443935,349,155,0.02626756848958317,0.023994427617352963,0.14957436999999985,0.02626756848958317,0.023994427617352963,0.14957436999999985,18.794688457609805,78.44739530132789,2.7579162410623086
0.20000000000000004,0.20000000000000004,1,-1.0,-0.1,0.19935259000000016,0.19935259000000016,2.225806451612903,5.943332818780813,345,155,0.033755955696040646,0.030883490851222918,0.19935259000000016,0.033755955696040646,0.030883490851222918,0.19935259000000016,18.590398365679263,79.97957099080695,1.4300306435137897
0.25000000000000006,0.25000000000000006,1,-1.0,-0.1,0.244091319999999,0.244091319999999,2.2666666666666666,6.007402840570032,340,150,0.03968725714105768,0.0371000364742311,0.244091319999999,0.03968725714105768,0.0371000364742311,0.244091319999999,18.283963227783442,81.10316649642493,0.6128702757916241
0.30000000000000004,0.30000000000000004,1,-1.0,-0.1,0.254296870000001,0.254296870000001,2.2416107382550337,6.010785615395638,334,149,0.0452593852559299,0.0386443989956057,0.25954154000000074,0.0452593852559299,0.0386443989956057,0.25954154000000074,17.97752808988763,81.81818181818183,0.20429009193054137
0.3500000000000001,0.3500000000000001,1,-1.0,-0.1,0.254296870000001,0.254296870000001,2.222972972972973,5.92044207848324,329,148,0.049382036285714075,0.042782148644389596,0.32249148000000005,0.049382036285714075,0.042782148644389596,0.32249148000000005,17.671092951991827,82.2267620020429,0.10214504596527069
0.40000000000000013,0.40000000000000013,1,-1.0,-0.1,0.254296870000001,0.254296870000001,2.3120567375886525,6.051943890011265,326,141,0.05469473251237607,0.04529016935216929,0.37990759000000196,0.05469473251237607,0.04529016935216929,0.37990759000000196,17.466802860061293,82.53319713993871,0.0
0.45000000000000007,0.45000000000000007,1,-1.0,-0.1,0.254296870000001,0.254296870000001,2.2805755395683454,5.986830603578864,317,139,0.0616715053751536,0.04987017423044206,0.37990759000000196,0.0616715053751536,0.04987017423044206,0.37990759000000196,16.95607763023493,83.04392236976507,0.0
0.5000000000000001,0.5000000000000001,1,-1.0,-0.1,0.254296870000001,0.254296870000001,2.325925925925926,6.055092291714446,314,135,0.06611681139877285,0.050834001219801896,0.37990759000000196,0.06611681139877285,0.050834001219801896,0.37990759000000196,16.7517875383044,83.2482124616956,0.0
0.5500000000000002,0.5500000000000002,1,-1.0,-0.1,0.3060828599999965,0.3060828599999965,2.2158273381294964,5.8651054317534275,308,139,0.07053648084352063,0.05670113939892415,0.4401145900000003,0.07053648084352063,0.05670113939892415,0.4401145900000003,16.44535240040858,83.55464759959142,0.0
0.6000000000000002,0.6000000000000002,1,-1.0,-0.1,0.3103740299999984,0.3103740299999984,2.3282442748091605,6.017078426885564,305,131,0.0756041262560974,0.05785881060952031,0.4401145900000003,0.0756041262560974,0.05785881060952031,0.4401145900000003,16.241062308478035,83.75893769152196,0.0
0.6500000000000001,0.6500000000000001,1,-1.0,-0.1,0.3375828599999977,0.3375828599999977,2.3125,5.940788562977141,296,128,0.08343985250909079,0.06557151416538866,0.4401145900000003,0.08343985250909079,0.06557151416538866,0.4401145900000003,15.730337078651687,84.26966292134831,0.0
0.7000000000000002,0.7000000000000002,1,-1.0,-0.1,0.3690828599999989,0.3690828599999989,2.4132231404958677,5.942798157597468,292,121,0.0868575999153566,0.07073649424846129,0.4473293899999966,0.0868575999153566,0.07073649424846129,0.4473293899999966,15.526046986721141,84.47395301327886,0.0
0.7500000000000002,0.7500000000000002,1,-1.0,-0.1,0.3690828599999989,0.3690828599999989,2.456896551724138,6.004871932050919,285,116,0.09384291293622136,0.07336260106537029,0.4473293899999966,0.09384291293622136,0.07336260106537029,0.4473293899999966,15.117466802860065,84.88253319713994,0.0
0.8000000000000002,0.8000000000000002,1,-1.0,-0.1,0.4310828599999965,0.4310828599999965,2.396551724137931,5.90423476069453,278,116,0.1004262073892215,0.07998557493530216,0.5376517799999974,0.1004262073892215,0.07998557493530216,0.5376517799999974,14.708886618998974,85.29111338100103,0.0
0.8500000000000002,0.8500000000000002,1,-1.0,-0.1,0.4310828599999965,0.4310828599999965,2.4285714285714284,5.996597674804388,272,112,0.10650570101431978,0.08328884745127287,0.5376517799999974,0.10650570101431978,0.08328884745127287,0.5376517799999974,14.402451481103157,85.59754851889684,0.0
0.9000000000000002,0.9000000000000002,1,-1.0,-0.1,0.4940828599999989,0.4940828599999989,2.4953271028037385,6.008364623901535,267,107,0.11192057198573124,0.0880893533017034,0.6006517799999997,0.11192057198573124,0.0880893533017034,0.6006517799999997,14.096016343207353,85.90398365679265,0.0
0.9500000000000003,0.9500000000000003,1,-1.0,-0.1,0.4940828599999989,0.4940828599999989,2.3513513513513513,5.796315463173508,261,111,0.117827819028436,0.09571388562506894,0.635329389999999,0.117827819028436,0.09571388562506894,0.635329389999999,13.789581205311535,86.21041879468847,0.0
1.0000000000000004,1.0000000000000004,1,-1.0,-0.1,0.4940828599999989,0.4940828599999989,2.411214953271028,5.875584315389665,258,107,0.12261596037825054,0.10060427159740676,0.635329389999999,0.12261596037825054,0.10060427159740676,0.635329389999999,13.585291113381004,86.414708886619,0.0
1.0500000000000003,1.0500000000000003,1,-1.0,-0.1,0.5250828599999977,0.5250828599999977,2.4411764705882355,5.873792791133498,249,102,0.1323714339482961,0.10815342390019186,0.6689875100000009,0.1323714339482961,0.10815342390019186,0.6689875100000009,13.07456588355464,86.92543411644536,0.0
1.1000000000000005,1.1000000000000005,1,-1.0,-0.1,0.5250828599999977,0.5250828599999977,2.568421052631579,6.058752054201728,244,95,0.13780982233021075,0.11414194267058299,0.6689875100000009,0.13780982233021075,0.11414194267058299,0.6689875100000009,12.768130745658837,87.23186925434116,0.0
1.1500000000000004,1.1500000000000004,1,-1.0,-0.1,0.5875828599999977,0.5875828599999977,2.6263736263736264,6.050426107323645,239,91,0.14431970555425902,0.11936681637270617,0.7288293899999978,0.14431970555425902,0.11936681637270617,0.7288293899999978,12.46169560776302,87.53830439223698,0.0
1.2000000000000004,1.2000000000000004,1,-1.0,-0.1,0.6190828599999989,0.6190828599999989,2.4731182795698925,5.844934205594649,230,93,0.15492409135730859,0.12991237418518506,0.7624875099999997,0.15492409135730859,0.12991237418518506,0.7624875099999997,11.95097037793667,88.04902962206333,0.0
1.2500000000000004,1.2500000000000004,1,-1.0,-0.1,0.6190828599999989,0.6190828599999989,2.511111111111111,5.907141524261489,226,90,0.15976210634259258,0.1347088468807252,0.7624875099999997,0.15976210634259258,0.1347088468807252,0.7624875099999997,11.746680286006125,88.25331971399387,0.0
1.3000000000000005,1.3000000000000005,1,-1.0,-0.1,0.6810828599999965,0.6810828599999965,2.4285714285714284,5.751526996750385,221,91,0.16684175995386388,0.14048673958105398,0.8223293899999966,0.16684175995386388,0.14048673958105398,0.8223293899999966,11.440245148110321,88.55975485188968,0.0
1.3500000000000005,1.3500000000000005,1,-1.0,-0.1,0.6810828599999965,0.6810828599999965,2.358695652173913,5.700079178967854,217,92,0.1712467807479862,0.14616075635829742,0.8223293899999966,0.1712467807479862,0.14616075635829742,0.8223293899999966,11.235955056179776,88.76404494382022,0.0
1.4000000000000006,1.4000000000000006,1,-1.0,-0.1,0.7125828599999977,0.7125828599999977,2.3863636363636362,5.683772391206506,210,88,0.1805890327147766,0.1546975959338837,0.8559875099999985,0.1805890327147766,0.1546975959338837,0.8559875099999985,10.8273748723187,89.1726251276813,0.0
1.4500000000000006,1.4500000000000006,1,-1.0,-0.1,0.7125828599999977,0.7125828599999977,2.4819277108433737,5.8172188232993065,206,83,0.18617273022857142,0.16029680258007578,0.8559875099999985,0.18617273022857142,0.16029680258007578,0.8559875099999985,10.623084780388155,89.37691521961185,0.0
1.5000000000000004,1.5000000000000004,1,-1.0,-0.1,0.7435828599999965,0.7435828599999965,2.4691358024691357,5.747971020986527,200,81,0.19364806664009113,0.1669519554193198,0.8904464899999986,0.19364806664009113,0.1669519554193198,0.8904464899999986,10.316649642492337,89.68335035750766,0.0
1.5500000000000005,1.5500000000000005,1,-1.0,-0.1,0.7435828599999965,0.7435828599999965,2.4935064935064934,5.832340147882941,192,77,0.20383589173469388,0.17384040956530628,0.8904464899999986,0.20383589173469388,0.17384040956530628,0.8904464899999986,9.908069458631246,90.09193054136875,0.0
1.6000000000000005,1.6000000000000005,1,-1.0,-0.1,0.7750828599999977,0.7750828599999977,2.5205479452054793,5.8123854274549185,184,73,0.21462720669300225,0.1837252987983979,0.9499875099999997,0.21462720669300225,0.1837252987983979,0.9499875099999997,9.499489274770184,90.50051072522982,0.0
1.6500000000000006,1.6500000000000006,1,-1.0,-0.1,0.8065828599999989,0.8065828599999989,2.4594594594594597,5.671620172710052,182,74,0.2170173856369786,0.18824357280208615,0.9844464899999998,0.2170173856369786,0.18824357280208615,0.9844464899999998,9.397344228804911,90.60265577119509,0.0
1.7000000000000006,1.7000000000000006,1,-1.0,-0.1,0.8065828599999989,0.8065828599999989,2.410958904109589,5.654033876844293,176,73,0.22429488516853932,0.19490051664148916,0.9844464899999998,0.22429488516853932,0.19490051664148916,0.9844464899999998,9.090909090909093,90.9090909090909,0.0
1.7500000000000007,1.7500000000000007,1,-1.0,-0.1,0.9000828599999977,0.9000828599999977,2.4347826086956523,5.65038990797638,168,69,0.2355484300111857,0.20617834505045007,1.0749875099999997,0.2355484300111857,0.20617834505045007,1.0749875099999997,8.682328907048003,91.317671092952,0.0
1.8000000000000007,1.8000000000000007,1,-1.0,-0.1,0.9000828599999977,0.9000828599999977,2.6451612903225805,5.932678158747174,164,62,0.24106524565848217,0.2099001361410107,1.0749875099999997,0.24106524565848217,0.2099001361410107,1.0749875099999997,8.478038815117458,91.52196118488254,0.0
1.8500000000000008,1.8500000000000008,1,-1.0,-0.1,0.9000828599999977,0.9000828599999977,2.46875,5.692562993722599,158,64,0.24932493816462742,0.2178127579947947,1.1094464899999998,0.24932493816462742,0.2178127579947947,1.1094464899999998,8.171603677221654,91.82839632277835,0.0
1.9000000000000008,1.9000000000000008,1,-1.0,-0.1,0.9000828599999977,0.9000828599999977,2.4375,5.692305662031862,156,64,0.25302741074444446,0.22104148092278927,1.1094464899999998,0.25302741074444446,0.22104148092278927,1.1094464899999998,8.069458631256381,91.93054136874362,0.0
1.9500000000000006,1.9500000000000006,1,-1.0,-0.1,0.9625828599999977,0.9625828599999977,2.4193548387096775,5.62123963798359,150,62,0.2616690462236988,0.22923832138237193,1.1719464899999998,0.2616690462236988,0.22923832138237193,1.1719464899999998,7.763023493360578,92.23697650663942,0.0
2.0000000000000004,2.0000000000000004,1,-1.0,-0.1,0.9625828599999977,0.9625828599999977,2.440677966101695,5.749786101963105,144,59,0.27198360160044155,0.24043904033899896,1.1719464899999998,0.27198360160044155,0.24043904033899896,1.1719464899999998,7.45658835546476,92.54341164453524,0.0
2.0500000000000007,2.0500000000000007,1,-1.0,-0.1,0.9940828599999989,0.9940828599999989,2.3793103448275863,5.622699027332153,138,58,0.2806806665126513,0.24851057344022454,1.2053925399999983,0.2806806665126513,0.24851057344022454,1.2053925399999983,7.150153217568942,92.84984678243106,0.0
2.100000000000001,2.100000000000001,1,-1.0,-0.1,0.9940828599999989,0.9940828599999989,2.2666666666666666,5.507167047483569,136,60,0.2839029038241758,0.24839520037443075,1.2053925399999983,0.2839029038241758,0.24839520037443075,1.2053925399999983,7.0480081716036835,92.95199182839632,0.0
2.150000000000001,2.150000000000001,1,-1.0,-0.1,1.0560828599999965,1.0560828599999965,2.357142857142857,5.559511063511443,132,56,0.2900453223355263,0.257134763343767,1.2654464899999986,0.2900453223355263,0.257134763343767,1.2654464899999986,6.843718079673138,93.15628192032686,0.0
2.2000000000000006,2.2000000000000006,1,-1.0,-0.1,1.0560828599999965,1.0560828599999965,2.245614035087719,5.364865236790746,128,57,0.29609834702407006,0.2622608341849978,1.298892539999997,0.29609834702407006,0.2622608341849978,1.298892539999997,6.639427987742593,93.3605720122574,0.0
2.250000000000001,2.250000000000001,1,-1.0,-0.1,1.0560828599999965,1.0560828599999965,2.290909090909091,5.492714934836133,126,55,0.2998302429726776,0.2660259734918531,1.298892539999997,0.2998302429726776,0.2660259734918531,1.298892539999997,6.53728294177732,93.46271705822268,0.0
2.3000000000000007,2.3000000000000007,1,-1.0,-0.1,1.119082859999999,1.119082859999999,2.5,5.675238614660474,120,48,0.309639412962963,0.27520601831614827,1.3618925399999995,0.309639412962963,0.27520601831614827,1.3618925399999995,6.230847803881517,93.76915219611848,0.0
2.350000000000001,2.350000000000001,1,-1.0,-0.1,1.119082859999999,1.119082859999999,2.6666666666666665,6.0461190490723515,112,42,0.32415808855748374,0.2922014402643536,1.3618925399999995,0.32415808855748374,0.2922014402643536,1.3618925399999995,5.822267620020426,94.17773237997957,0.0
