init_gap,cont_gap,low,mad_accel(m/s2),frechet_euclidean,frechet_manhattan,frechet_lca_euclidean,frechet_lca_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,p2p_mean_lca_euclidean_mean,p2p_mean_lca_euclidean_std,p2p_mean_lca_euclidean_max,p2p_mean_lca_manhattan_mean,p2p_mean_lca_manhattan_std,p2p_mean_lca_manhattan_max,percentage_gaps,percentage_gaps_lca,percentage_matched_snapshots,percentage_matched_snapshots_lca,percentage_mismatched_snapshots,percentage_mismatched_snapshots_lca,execution_time,process_time,trace_length
-1.0,-0.1,200,0.15,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.1343970000000004,4.64,8.38989868830369,116,25,0.02325699999999978,0.023406572882105427,0.13462599999999897,0.02325699999999978,0.023406572882105427,0.13462599999999897,0.029334705128205244,0.029990265340311302,0.13462599999999897,0.029334705128205244,0.029990265340311302,0.13462599999999897,8.357348703170025,3.0487804878048754,91.21037463976946,95.1219512195122,0.43227665706051877,1.8292682926829267,1.8042011260986328,1.8041479999999979,694
