init_gap,cont_gap,low,mad_accel(m/s2),frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots,execution_time,process_time,trace_length
-1.0,-0.1,200,0.15,0.114777,0.114777,9.0,9.2951600308978,90,10,0.022884183574879226,0.024027448146645335,0.148131,0.022884183574879226,0.024027448146645335,0.148131,6.484149855907782,89.48126801152738,4.034582132564841,3.730106830596924,3.728219400000004,694
