init_gap,cont_gap,low,mad_accel(m/s2),frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots,execution_time,process_time,trace_length
-1.0,-0.1,200,0.15,0.1098720000000009,0.1098720000000009,5.636363636363637,8.160578491891004,62,11,0.02317482397572059,0.021254329426808133,0.1481309999999989,0.02317482397572059,0.021254329426808133,0.1481309999999989,4.4668587896253635,94.95677233429394,0.5763688760806917,4.096094608306885,4.096027599999999,694
