init_gap,cont_gap,low,mad_accel(m/s2),frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots,execution_time,process_time,trace_length
-1.0,-0.1,200,0.15,0.1382590000000001,0.1382590000000001,11.714285714285714,13.874069191061695,82,7,0.02192989247311806,0.022678602781488696,0.1481309999999989,0.02192989247311806,0.022678602781488696,0.1481309999999989,5.9077809798270815,93.80403458213257,0.2881844380403458,3.7605106830596924,3.7598283000000023,694
