dt-timestamp(s),dt-accel(m/s2),pt-timestamp(s),pt-accel(m/s2),operation
-,-,0.0,-0.00981,Insertion
-,-,0.098,-0.057879,Insertion
-,-,0.198,-0.014715,Insertion
-,-,0.296,0.01962,Insertion
-,-,0.437,-0.028449,Insertion
-,-,0.493,-0.00981,Insertion
-,-,0.593,0.004905,Insertion
-,-,0.691,0.01962,Insertion
-,-,0.79,0.004905,Insertion
-,-,0.889,-0.014715,Insertion
-,-,0.987,0.00981,Insertion
-,-,1.086,-0.00981,Insertion
-,-,1.184,-0.014715,Insertion
-,-,1.283,-0.00981,Insertion
-,-,1.382,-0.00981,Insertion
-,-,1.481,-0.00981,Insertion
-,-,1.579,-0.004905,Insertion
-,-,1.68,0.004905,Insertion
-,-,1.777,0.0,Insertion
-,-,1.876,-0.004905,Insertion
-,-,1.974,-0.014715,Insertion
-,-,2.08,-0.014715,Insertion
-,-,2.171,0.0,Insertion
-,-,2.302,-0.014715,Insertion
-,-,2.368,-0.004905,Insertion
-,-,2.477,0.0,Insertion
-,-,2.567,-0.004905,Insertion
-,-,2.727,0.0,Insertion
-,-,2.764,-0.00981,Insertion
-,-,2.888,-0.00981,Insertion
-,-,2.961,-0.004905,Insertion
-,-,3.06,0.0,Insertion
-,-,3.159,-0.014715,Insertion
-,-,3.293,-0.004905,Insertion
-,-,3.357,-0.004905,Insertion
-,-,3.456,-0.004905,Insertion
-,-,3.554,-0.004905,Insertion
-,-,3.689,-0.014715,Insertion
-,-,3.752,-0.004905,Insertion
-,-,3.851,-0.004905,Insertion
-,-,3.95,0.004905,Insertion
-,-,4.048,-0.004905,Insertion
-,-,4.157,-0.004905,Insertion
-,-,4.246,0.0,Insertion
-,-,4.345,-0.014715,Insertion
-,-,4.443,-0.004905,Insertion
-,-,4.542,-0.004905,Insertion
-,-,4.641,-0.004905,Insertion
-,-,4.74,-0.00981,Insertion
-,-,4.838,-0.004905,Insertion
-,-,4.937,0.0,Insertion
-,-,5.035,-0.00981,Insertion
-,-,5.134,-0.004905,Insertion
-,-,5.233,-0.004905,Insertion
-,-,5.332,-0.004905,Insertion
-,-,5.43,0.004905,Insertion
-,-,5.531,-0.00981,Insertion
-,-,5.628,-0.014715,Insertion
-,-,5.741,-0.00981,Insertion
-,-,5.825,-0.00981,Insertion
0.0,0.0,5.924,0.0,Match
0.1,0.0,6.023,0.0,Match
-,-,6.122,-0.014715,Insertion
-,-,6.22,-0.00981,Insertion
-,-,6.319,-0.00981,Insertion
0.2,0.0,6.418,0.0,Match
0.3,0.0,6.516,-0.004905,Match
-,-,6.615,-0.014715,Insertion
0.4,0.0,6.714,0.004905,Match
0.5,0.0,6.813,-0.004905,Match
0.6,0.0,6.927,0.0,Match
-,-,7.01,-0.00981,Insertion
0.7,0.0,7.124,-0.004905,Match
-,-,7.208,-0.00981,Insertion
0.8,0.0,7.333,0.0,Match
-,-,7.405,-0.00981,Insertion
0.9,0.0,7.504,-0.004905,Match
-,-,7.603,-0.014715,Insertion
