timestamp(s),accel(m/s2),events,average_time_between_events
73.78,-0.01962,-,6.1149999999999975
73.879,-0.014715,-,6.1149999999999975
73.978,-0.033354,-,6.1149999999999975
74.084,-0.01962,-,6.1149999999999975
74.175,-0.004905,-,6.1149999999999975
74.302,-0.028449,-,6.1149999999999975
74.373,0.0,-,6.1149999999999975
74.472,-0.043164,-,6.1149999999999975
74.571,-0.004905,-,6.1149999999999975
74.67,-0.01962,-,6.1149999999999975
74.768,-0.004905,-,6.1149999999999975
74.9,-0.014715,-,6.1149999999999975
74.966,0.0,-,6.1149999999999975
75.065,-0.004905,-,6.1149999999999975
75.164,-0.00981,-,6.1149999999999975
75.304,-0.004905,-,6.1149999999999975
75.361,-0.004905,-,6.1149999999999975
75.46,-0.00981,-,6.1149999999999975
75.558,-0.014715,-,6.1149999999999975
75.658,-0.023544,-,6.1149999999999975
75.763,-0.01962,-,6.1149999999999975
75.855,-0.014715,-,6.1149999999999975
75.983,-0.01962,-,6.1149999999999975
76.052,-0.004905,-,6.1149999999999975
76.152,-0.00981,-,6.1149999999999975
76.25,-0.00981,-,6.1149999999999975
76.367,-0.004905,-,6.1149999999999975
76.447,-0.014715,-,6.1149999999999975
76.582,-0.00981,-,6.1149999999999975
76.645,-0.014715,-,6.1149999999999975
76.744,-0.014715,-,6.1149999999999975
76.842,-0.00981,-,6.1149999999999975
76.956,0.004905,-,6.1149999999999975
77.04,-0.00981,-,6.1149999999999975
77.176,-0.004905,-,6.1149999999999975
77.238,-0.00981,-,6.1149999999999975
77.336,0.0,-,6.1149999999999975
77.436,-0.014715,-,6.1149999999999975
77.557,-0.014715,-,6.1149999999999975
77.633,0.0,-,6.1149999999999975
77.732,-0.00981,-,6.1149999999999975
77.831,-0.01962,-,6.1149999999999975
77.96,-0.00981,-,6.1149999999999975
78.028,-0.014715,-,6.1149999999999975
78.127,-0.014715,-,6.1149999999999975
78.226,-0.014715,-,6.1149999999999975
78.324,-0.01962,-,6.1149999999999975
78.423,-0.004905,-,6.1149999999999975
78.563,-0.00981,-,6.1149999999999975
78.621,-0.01962,-,6.1149999999999975
78.72,-0.01962,-,6.1149999999999975
78.818,-0.01962,-,6.1149999999999975
78.917,-0.014715,-,6.1149999999999975
79.016,-0.014715,-,6.1149999999999975
79.115,-0.00981,-,6.1149999999999975
79.213,-0.014715,-,6.1149999999999975
79.312,-0.01962,-,6.1149999999999975
79.411,-0.023544,-,6.1149999999999975
79.509,-0.004905,-,6.1149999999999975
79.614,-0.028449,-,6.1149999999999975
79.707,-0.01962,-,6.1149999999999975
79.805,0.004905,-,6.1149999999999975
79.905,-0.004905,-,6.1149999999999975
80.003,-0.00981,-,6.1149999999999975
80.102,-0.028449,-,6.1149999999999975
80.211,-0.023544,-,6.1149999999999975
80.3,0.01962,-,6.1149999999999975
80.433,-0.00981,-,6.1149999999999975
80.497,-0.00981,-,6.1149999999999975
80.597,0.0,-,6.1149999999999975
80.695,0.004905,-,6.1149999999999975
80.821,0.004905,-,6.1149999999999975
80.893,-0.038259,-,6.1149999999999975
80.991,-0.023544,-,6.1149999999999975
81.09,-0.014715,-,6.1149999999999975
81.188,-0.01962,-,6.1149999999999975
81.287,-0.01962,-,6.1149999999999975
81.412,0.0,-,6.1149999999999975
81.485,-0.004905,-,6.1149999999999975
81.583,-0.023544,-,6.1149999999999975
81.682,-0.004905,-,6.1149999999999975
81.781,-0.014715,-,6.1149999999999975
81.88,-0.014715,-,6.1149999999999975
82.002,0.004905,-,6.1149999999999975
82.077,-0.028449,-,6.1149999999999975
82.176,0.004905,-,6.1149999999999975
82.275,-0.004905,-,6.1149999999999975
82.373,0.0,-,6.1149999999999975
82.473,-0.00981,-,6.1149999999999975
82.571,0.004905,-,6.1149999999999975
82.67,-0.004905,-,6.1149999999999975
82.768,0.0,-,6.1149999999999975
82.891,-0.033354,-,6.1149999999999975
82.966,-0.004905,-,6.1149999999999975
83.064,-0.004905,-,6.1149999999999975
83.164,0.0,-,6.1149999999999975
83.271,-0.00981,-,6.1149999999999975
83.361,-0.014715,-,6.1149999999999975
83.501,-0.00981,-,6.1149999999999975
83.559,-0.014715,-,6.1149999999999975
83.669,-0.014715,-,6.1149999999999975
83.756,-0.01962,-,6.1149999999999975
83.887,-0.014715,-,6.1149999999999975
83.954,-0.004905,-,6.1149999999999975
84.052,-0.028449,-,6.1149999999999975
84.151,-0.004905,-,6.1149999999999975
84.25,0.0,-,6.1149999999999975
84.349,-0.01962,-,6.1149999999999975
84.48,-0.004905,-,6.1149999999999975
84.546,-0.00981,-,6.1149999999999975
84.645,-0.004905,-,6.1149999999999975
84.744,-0.00981,-,6.1149999999999975
84.843,0.0,-,6.1149999999999975
84.941,-0.00981,-,6.1149999999999975
85.062,-0.014715,-,6.1149999999999975
85.139,-0.023544,-,6.1149999999999975
85.237,-0.01962,-,6.1149999999999975
85.336,-0.014715,-,6.1149999999999975
85.435,-0.004905,-,6.1149999999999975
85.534,-0.004905,-,6.1149999999999975
85.632,-0.00981,-,6.1149999999999975
85.735,-0.00981,-,6.1149999999999975
85.831,-0.014715,-,6.1149999999999975
85.929,-0.014715,-,6.1149999999999975
86.028,-0.014715,-,6.1149999999999975
86.126,-0.01962,-,6.1149999999999975
86.225,0.0,-,6.1149999999999975
86.359,-0.00981,-,6.1149999999999975
86.423,-0.014715,Down,6.1149999999999975
86.523,-0.043164,-,6.1149999999999975
86.621,-0.244269,-,6.1149999999999975
86.743,-0.306072,-,6.1149999999999975
86.819,-0.455184,-,6.1149999999999975
86.918,-0.565056,-,6.1149999999999975
87.016,-0.541512,-,6.1149999999999975
87.123,-0.775971,-,6.1149999999999975
87.214,-0.694548,-,6.1149999999999975
87.34,-0.737712,-,6.1149999999999975
87.411,-0.714168,-,6.1149999999999975
87.51,-0.699453,-,6.1149999999999975
87.609,-0.709263,-,6.1149999999999975
87.707,-0.694548,-,6.1149999999999975
87.807,-0.704358,-,6.1149999999999975
87.905,-0.714168,-,6.1149999999999975
88.004,-0.521892,-,6.1149999999999975
88.103,-0.455184,-,6.1149999999999975
88.201,-0.354141,-,6.1149999999999975
88.3,-0.272718,-,6.1149999999999975
88.4,-0.162846,-,6.1149999999999975
88.498,-0.01962,-,6.1149999999999975
88.597,0.004905,-,6.1149999999999975
88.696,-0.00981,-,6.1149999999999975
88.799,-0.066708,-,6.1149999999999975
88.893,0.061803,-,6.1149999999999975
88.992,-0.101043,-,6.1149999999999975
89.091,0.048069,-,6.1149999999999975
89.191,-0.066708,-,6.1149999999999975
89.288,-0.01962,-,6.1149999999999975
89.402,-0.004905,-,6.1149999999999975
89.485,-0.071613,-,6.1149999999999975
89.585,0.023544,-,6.1149999999999975
89.684,-0.048069,-,6.1149999999999975
89.782,0.033354,-,6.1149999999999975
89.881,-0.043164,-,6.1149999999999975
90.003,-0.033354,-,6.1149999999999975
90.078,0.023544,-,6.1149999999999975
90.177,0.01962,Brake,6.1149999999999975
90.275,0.01962,-,6.1149999999999975
90.388,0.148131,-,6.1149999999999975
90.472,0.315882,-,6.1149999999999975
90.604,0.349236,-,6.1149999999999975
90.669,0.469899,-,6.1149999999999975
90.768,0.555246,-,6.1149999999999975
90.867,0.709263,-,6.1149999999999975
90.996,0.661194,-,6.1149999999999975
91.065,0.742617,-,6.1149999999999975
91.163,0.661194,-,6.1149999999999975
91.262,0.718092,-,6.1149999999999975
91.391,0.666099,-,6.1149999999999975
91.459,0.704358,-,6.1149999999999975
91.557,0.679833,-,6.1149999999999975
91.657,0.560151,-,6.1149999999999975
91.755,0.464994,-,6.1149999999999975
91.853,0.335502,-,6.1149999999999975
91.953,0.292338,-,6.1149999999999975
92.051,0.119682,-,6.1149999999999975
92.15,0.057879,-,6.1149999999999975
92.249,-0.043164,-,6.1149999999999975
92.347,0.048069,-,6.1149999999999975
92.462,-0.052974,-,6.1149999999999975
92.544,-0.004905,-,6.1149999999999975
92.643,-0.004905,Arrival,6.141249999999998
92.742,0.028449,-,6.141249999999998
92.841,-0.028449,-,6.141249999999998
92.939,-0.038259,-,6.141249999999998
93.05,0.00981,-,6.141249999999998
93.137,0.014715,-,6.141249999999998
93.271,-0.01962,-,6.141249999999998
93.334,-0.023544,-,6.141249999999998
93.433,-0.033354,-,6.141249999999998
93.531,0.014715,-,6.141249999999998
93.637,-0.004905,-,6.141249999999998
93.729,-0.033354,-,6.141249999999998
93.857,-0.023544,-,6.141249999999998
93.927,0.004905,-,6.141249999999998
94.025,0.028449,-,6.141249999999998
94.123,-0.048069,-,6.141249999999998
94.227,-0.01962,-,6.141249999999998
94.321,-0.00981,-,6.141249999999998
94.446,0.023544,-,6.141249999999998
94.518,-0.038259,-,6.141249999999998
94.617,-0.048069,-,6.141249999999998
94.715,0.023544,-,6.141249999999998
94.839,0.153036,-,6.141249999999998
94.912,0.162846,-,6.141249999999998
95.012,0.224649,-,6.141249999999998
95.111,0.066708,-,6.141249999999998
95.209,0.066708,-,6.141249999999998
95.309,-0.023544,-,6.141249999999998
95.407,0.004905,-,6.141249999999998
95.505,-0.00981,-,6.141249999999998
95.604,0.0,-,6.141249999999998
95.703,-0.014715,-,6.141249999999998
95.801,-0.00981,-,6.141249999999998
95.901,-0.00981,-,6.141249999999998
95.999,-0.01962,-,6.141249999999998
96.105,-0.01962,-,6.141249999999998
96.197,-0.014715,-,6.141249999999998
96.321,-0.014715,-,6.141249999999998
96.394,-0.014715,-,6.141249999999998
96.493,-0.01962,-,6.141249999999998
96.592,0.0,-,6.141249999999998
96.692,-0.00981,-,6.141249999999998
96.789,-0.028449,-,6.141249999999998
96.914,0.0,-,6.141249999999998
96.987,-0.014715,-,6.141249999999998
97.086,-0.023544,-,6.141249999999998
97.185,-0.00981,-,6.141249999999998
97.29,-0.057879,-,6.141249999999998
97.382,-0.01962,-,6.141249999999998
97.527,-0.00981,-,6.141249999999998
97.58,-0.033354,-,6.141249999999998
97.69,-0.014715,-,6.141249999999998
97.778,-0.014715,-,6.141249999999998
97.906,-0.033354,-,6.141249999999998
97.975,-0.00981,-,6.141249999999998
98.073,0.00981,-,6.141249999999998
98.173,-0.014715,-,6.141249999999998
98.272,-0.033354,-,6.141249999999998
98.37,-0.028449,-,6.141249999999998
98.468,0.023544,-,6.141249999999998
98.567,-0.028449,-,6.141249999999998
98.666,-0.048069,-,6.141249999999998
98.765,-0.01962,-,6.141249999999998
98.864,-0.014715,-,6.141249999999998
98.963,0.004905,-,6.141249999999998
99.062,-0.028449,-,6.141249999999998
99.16,-0.028449,-,6.141249999999998
99.259,-0.014715,-,6.141249999999998
99.365,-0.023544,-,6.141249999999998
99.456,-0.004905,-,6.141249999999998
99.555,-0.00981,-,6.141249999999998
99.653,-0.01962,-,6.141249999999998
99.757,-0.014715,-,6.141249999999998
99.851,-0.01962,-,6.141249999999998
99.977,-0.014715,-,6.141249999999998
100.049,-0.01962,-,6.141249999999998
100.149,-0.014715,-,6.141249999999998
100.246,-0.00981,-,6.141249999999998
100.351,-0.00981,-,6.141249999999998
100.444,-0.014715,-,6.141249999999998
100.576,-0.014715,-,6.141249999999998
100.642,-0.004905,-,6.141249999999998
100.74,0.01962,-,6.141249999999998
100.84,-0.014715,-,6.141249999999998
100.964,-0.00981,-,6.141249999999998
101.037,-0.01962,-,6.141249999999998
101.136,-0.00981,-,6.141249999999998
101.235,-0.004905,-,6.141249999999998
101.346,-0.004905,-,6.141249999999998
101.432,-0.023544,-,6.141249999999998
101.565,0.0,-,6.141249999999998
101.63,0.0,-,6.141249999999998
101.729,-0.00981,-,6.141249999999998
101.828,-0.00981,-,6.141249999999998
101.927,-0.01962,-,6.141249999999998
102.025,-0.01962,-,6.141249999999998
102.124,-0.014715,-,6.141249999999998
102.223,0.004905,-,6.141249999999998
102.321,-0.00981,-,6.141249999999998
102.42,-0.00981,-,6.141249999999998
102.52,-0.014715,-,6.141249999999998
102.618,-0.014715,-,6.141249999999998
102.716,0.0,-,6.141249999999998
102.815,-0.00981,-,6.141249999999998
102.914,-0.00981,-,6.141249999999998
103.013,-0.014715,-,6.141249999999998
103.113,-0.014715,-,6.141249999999998
103.215,-0.014715,-,6.141249999999998
103.31,-0.023544,-,6.141249999999998
103.439,-0.00981,-,6.141249999999998
103.507,-0.043164,-,6.141249999999998
103.606,-0.023544,-,6.141249999999998
103.704,-0.028449,-,6.141249999999998
103.827,-0.048069,-,6.141249999999998
103.902,-0.028449,-,6.141249999999998
104.0,-0.028449,-,6.141249999999998
104.1,-0.00981,-,6.141249999999998
104.232,-0.00981,-,6.141249999999998
104.297,-0.01962,-,6.141249999999998
104.4,-0.028449,-,6.141249999999998
104.495,-0.00981,-,6.141249999999998
104.631,-0.004905,-,6.141249999999998
104.692,-0.023544,-,6.141249999999998
104.791,-0.038259,-,6.141249999999998
104.89,-0.028449,-,6.141249999999998
105.004,-0.01962,-,6.141249999999998
105.088,-0.004905,-,6.141249999999998
105.218,0.014715,-,6.141249999999998
105.285,-0.00981,-,6.141249999999998
105.384,-0.004905,-,6.141249999999998
105.482,-0.014715,-,6.141249999999998
105.582,-0.028449,-,6.141249999999998
105.68,-0.014715,-,6.141249999999998
105.779,0.0,-,6.141249999999998
105.878,-0.033354,-,6.141249999999998
105.977,0.004905,-,6.141249999999998
106.075,-0.028449,-,6.141249999999998
106.174,-0.00981,-,6.141249999999998
106.273,0.004905,-,6.141249999999998
106.372,-0.004905,-,6.141249999999998
106.471,-0.004905,-,6.141249999999998
106.569,-0.038259,-,6.141249999999998
106.691,-0.01962,-,6.141249999999998
106.766,-0.004905,-,6.141249999999998
106.865,0.0,-,6.141249999999998
106.964,-0.014715,-,6.141249999999998
107.063,-0.014715,-,6.141249999999998
107.162,-0.004905,-,6.141249999999998
107.284,0.0,-,6.141249999999998
107.359,-0.004905,-,6.141249999999998
107.458,-0.014715,-,6.141249999999998
107.556,-0.00981,-,6.141249999999998
107.673,0.0,-,6.141249999999998
107.755,-0.004905,-,6.141249999999998
107.853,-0.00981,-,6.141249999999998
107.951,-0.01962,-,6.141249999999998
108.05,-0.00981,-,6.141249999999998
108.15,-0.004905,-,6.141249999999998
108.276,-0.00981,-,6.141249999999998
108.347,-0.01962,-,6.141249999999998
108.445,-0.01962,-,6.141249999999998
108.544,-0.00981,-,6.141249999999998
108.643,-0.00981,-,6.141249999999998
108.742,-0.01962,-,6.141249999999998
108.87,-0.028449,-,6.141249999999998
108.939,-0.014715,-,6.141249999999998
109.039,-0.014715,-,6.141249999999998
109.136,-0.00981,-,6.141249999999998
109.236,-0.01962,-,6.141249999999998
109.335,-0.014715,-,6.141249999999998
109.433,0.014715,-,6.141249999999998
109.548,-0.00981,-,6.141249999999998
109.632,0.0,-,6.141249999999998
109.729,0.0,-,6.141249999999998
109.828,-0.014715,-,6.141249999999998
109.933,-0.00981,-,6.141249999999998
110.026,-0.01962,-,6.141249999999998
110.153,-0.014715,-,6.141249999999998
110.224,-0.023544,-,6.141249999999998
110.322,-0.01962,-,6.141249999999998
110.421,-0.00981,-,6.141249999999998
110.542,-0.00981,-,6.141249999999998
110.619,-0.00981,-,6.141249999999998
110.718,-0.014715,-,6.141249999999998
110.817,-0.004905,Up,6.141249999999998
110.921,-0.00981,-,6.141249999999998
111.014,0.119682,-,6.141249999999998
111.144,0.244269,-,6.141249999999998
111.212,0.354141,-,6.141249999999998
111.31,0.503253,-,6.141249999999998
111.41,0.536607,-,6.141249999999998
111.514,0.737712,-,6.141249999999998
111.607,0.714168,-,6.141249999999998
111.732,0.722997,-,6.141249999999998
111.805,0.709263,-,6.141249999999998
111.903,0.699453,-,6.141249999999998
112.002,0.699453,-,6.141249999999998
112.101,0.699453,-,6.141249999999998
112.199,0.694548,-,6.141249999999998
112.323,0.737712,-,6.141249999999998
112.397,0.61803,-,6.141249999999998
112.496,0.455184,-,6.141249999999998
112.594,0.407115,-,6.141249999999998
112.694,0.244269,-,6.141249999999998
112.791,0.172656,-,6.141249999999998
112.891,0.134397,-,6.141249999999998
112.991,-0.086328,-,6.141249999999998
113.088,0.00981,-,6.141249999999998
113.203,0.023544,-,6.141249999999998
113.286,-0.023544,-,6.141249999999998
113.385,0.0,-,6.141249999999998
113.483,-0.052974,-,6.141249999999998
113.591,-0.004905,-,6.141249999999998
113.682,0.028449,-,6.141249999999998
113.81,-0.038259,-,6.141249999999998
113.878,-0.066708,-,6.141249999999998
113.977,-0.023544,-,6.141249999999998
114.076,-0.028449,-,6.141249999999998
114.195,0.014715,-,6.141249999999998
114.274,-0.033354,-,6.141249999999998
114.372,0.00981,Brake,6.141249999999998
114.471,-0.081423,-,6.141249999999998
114.572,0.076518,-,6.141249999999998
114.668,-0.104967,-,6.141249999999998
114.804,-0.162846,-,6.141249999999998
114.865,-0.349236,-,6.141249999999998
114.966,-0.368856,-,6.141249999999998
115.063,-0.503253,-,6.141249999999998
115.197,-0.61803,-,6.141249999999998
115.261,-0.666099,-,6.141249999999998
115.36,-0.732807,-,6.141249999999998
115.458,-0.646479,-,6.141249999999998
115.588,-0.709263,-,6.141249999999998
115.656,-0.714168,-,6.141249999999998
115.754,-0.714168,-,6.141249999999998
115.854,-0.704358,-,6.141249999999998
115.952,-0.718092,-,6.141249999999998
116.05,-0.60822,-,6.141249999999998
116.15,-0.478728,-,6.141249999999998
116.249,-0.388476,-,6.141249999999998
116.347,-0.277623,-,6.141249999999998
116.445,-0.191295,-,6.141249999999998
116.544,-0.048069,-,6.141249999999998
116.643,-0.01962,-,6.141249999999998
116.742,0.004905,Arrival,6.098000000000001
116.848,-0.076518,-,6.098000000000001
116.94,0.038259,-,6.098000000000001
117.038,-0.004905,-,6.098000000000001
117.137,0.0,-,6.098000000000001
117.235,-0.048069,-,6.098000000000001
117.334,-0.00981,-,6.098000000000001
117.439,0.00981,-,6.098000000000001
117.532,0.0,-,6.098000000000001
117.63,-0.043164,-,6.098000000000001
117.73,-0.004905,-,6.098000000000001
117.828,-0.004905,-,6.098000000000001
117.927,0.023544,-,6.098000000000001
118.036,-0.038259,-,6.098000000000001
118.124,-0.014715,-,6.098000000000001
118.258,0.004905,-,6.098000000000001
118.322,-0.014715,-,6.098000000000001
118.421,-0.028449,-,6.098000000000001
118.52,-0.043164,-,6.098000000000001
118.64,0.00981,-,6.098000000000001
118.717,0.004905,-,6.098000000000001
118.816,0.00981,-,6.098000000000001
118.915,-0.052974,-,6.098000000000001
119.013,-0.014715,-,6.098000000000001
119.112,0.01962,-,6.098000000000001
119.211,-0.023544,-,6.098000000000001
119.309,-0.043164,-,6.098000000000001
119.408,-0.119682,-,6.098000000000001
119.507,-0.177561,-,6.098000000000001
119.605,-0.258984,-,6.098000000000001
119.704,-0.157941,-,6.098000000000001
119.803,-0.096138,-,6.098000000000001
119.902,-0.01962,-,6.098000000000001
120.001,-0.014715,-,6.098000000000001
120.099,-0.028449,-,6.098000000000001
120.198,-0.01962,-,6.098000000000001
120.297,-0.01962,-,6.098000000000001
120.396,-0.014715,-,6.098000000000001
120.509,-0.00981,-,6.098000000000001
120.593,-0.004905,-,6.098000000000001
120.692,-0.023544,-,6.098000000000001
120.79,-0.01962,-,6.098000000000001
120.889,-0.00981,-,6.098000000000001
120.988,-0.014715,-,6.098000000000001
121.093,-0.00981,-,6.098000000000001
121.186,-0.023544,-,6.098000000000001
121.316,-0.023544,-,6.098000000000001
121.382,-0.014715,-,6.098000000000001
121.486,-0.023544,-,6.098000000000001
121.581,-0.01962,-,6.098000000000001
121.718,-0.00981,-,6.098000000000001
121.778,-0.01962,-,6.098000000000001
121.877,0.0,-,6.098000000000001
121.976,-0.01962,-,6.098000000000001
122.081,-0.038259,-,6.098000000000001
122.173,-0.00981,-,6.098000000000001
122.296,-0.014715,-,6.098000000000001
122.37,-0.023544,-,6.098000000000001
122.47,-0.023544,-,6.098000000000001
122.568,0.004905,-,6.098000000000001
122.667,0.0,-,6.098000000000001
122.766,0.00981,-,6.098000000000001
122.864,-0.014715,-,6.098000000000001
122.963,-0.00981,-,6.098000000000001
123.062,0.014715,-,6.098000000000001
123.166,-0.014715,-,6.098000000000001
123.259,-0.014715,-,6.098000000000001
123.358,-0.023544,-,6.098000000000001
123.457,-0.023544,-,6.098000000000001
123.555,-0.01962,-,6.098000000000001
123.654,-0.00981,-,6.098000000000001
123.759,0.00981,-,6.098000000000001
123.851,0.0,-,6.098000000000001
123.991,-0.014715,-,6.098000000000001
124.049,-0.00981,-,6.098000000000001
124.149,-0.004905,-,6.098000000000001
124.247,-0.004905,-,6.098000000000001
124.36,-0.014715,-,6.098000000000001
124.444,0.004905,-,6.098000000000001
124.542,-0.00981,-,6.098000000000001
124.64,-0.004905,-,6.098000000000001
124.75,-0.01962,-,6.098000000000001
124.839,0.0,-,6.098000000000001
124.973,-0.004905,-,6.098000000000001
125.038,-0.014715,-,6.098000000000001
125.141,-0.01962,-,6.098000000000001
125.233,-0.014715,-,6.098000000000001
125.363,-0.023544,-,6.098000000000001
125.43,-0.014715,-,6.098000000000001
125.529,-0.00981,-,6.098000000000001
125.627,-0.014715,-,6.098000000000001
125.726,-0.00981,-,6.098000000000001
125.825,-0.00981,-,6.098000000000001
125.962,-0.014715,-,6.098000000000001
126.022,-0.014715,-,6.098000000000001
126.121,-0.014715,-,6.098000000000001
126.22,-0.014715,-,6.098000000000001
126.353,-0.004905,-,6.098000000000001
126.417,-0.00981,-,6.098000000000001
126.516,-0.014715,-,6.098000000000001
126.614,-0.00981,-,6.098000000000001
126.713,-0.00981,-,6.098000000000001
126.812,-0.00981,-,6.098000000000001
126.911,-0.014715,-,6.098000000000001
127.009,-0.00981,-,6.098000000000001
127.108,-0.014715,-,6.098000000000001
127.207,-0.014715,-,6.098000000000001
127.306,-0.014715,-,6.098000000000001
127.404,-0.014715,-,6.098000000000001
127.503,-0.01962,-,6.098000000000001
127.63,-0.014715,-,6.098000000000001
127.701,0.0,-,6.098000000000001
127.799,-0.014715,-,6.098000000000001
127.898,-0.00981,-,6.098000000000001
128.003,-0.01962,-,6.098000000000001
128.095,-0.048069,-,6.098000000000001
128.223,-0.01962,-,6.098000000000001
128.293,-0.023544,-,6.098000000000001
128.391,0.01962,-,6.098000000000001
128.49,0.00981,-,6.098000000000001
128.589,-0.023544,-,6.098000000000001
128.687,-0.014715,-,6.098000000000001
128.81,-0.004905,-,6.098000000000001
128.885,-0.00981,-,6.098000000000001
128.984,-0.00981,-,6.098000000000001
129.082,0.0,-,6.098000000000001
129.18,-0.004905,-,6.098000000000001
129.279,-0.028449,-,6.098000000000001
129.378,-0.004905,-,6.098000000000001
129.477,-0.004905,-,6.098000000000001
129.576,-0.01962,-,6.098000000000001
129.674,-0.00981,-,6.098000000000001
129.773,-0.00981,-,6.098000000000001
129.872,0.0,-,6.098000000000001
129.97,-0.004905,-,6.098000000000001
130.08,0.0,-,6.098000000000001
130.168,-0.033354,-,6.098000000000001
130.266,-0.023544,-,6.098000000000001
130.365,-0.01962,-,6.098000000000001
130.47,-0.00981,-,6.098000000000001
130.562,-0.01962,-,6.098000000000001
130.686,-0.004905,-,6.098000000000001
130.76,-0.014715,-,6.098000000000001
130.858,-0.004905,-,6.098000000000001
130.957,-0.01962,-,6.098000000000001
131.077,-0.00981,-,6.098000000000001
131.154,0.004905,-,6.098000000000001
131.253,-0.00981,-,6.098000000000001
131.351,0.0,-,6.098000000000001
131.45,-0.023544,-,6.098000000000001
131.549,-0.014715,-,6.098000000000001
131.671,-0.00981,-,6.098000000000001
131.746,-0.01962,-,6.098000000000001
131.844,-0.028449,-,6.098000000000001
131.943,-0.023544,-,6.098000000000001
132.066,-0.01962,-,6.098000000000001
132.141,-0.023544,-,6.098000000000001
132.239,-0.00981,-,6.098000000000001
132.338,-0.01962,-,6.098000000000001
132.436,-0.01962,-,6.098000000000001
132.535,-0.004905,-,6.098000000000001
132.635,0.0,-,6.098000000000001
132.733,-0.01962,-,6.098000000000001
132.831,-0.00981,-,6.098000000000001
132.934,0.004905,-,6.098000000000001
133.029,-0.004905,-,6.098000000000001
133.128,-0.014715,-,6.098000000000001
133.226,-0.004905,-,6.098000000000001
133.324,-0.01962,-,6.098000000000001
133.423,-0.014715,-,6.098000000000001
133.543,-0.004905,-,6.098000000000001
133.621,-0.014715,-,6.098000000000001
133.719,-0.00981,-,6.098000000000001
133.817,-0.00981,-,6.098000000000001
133.928,-0.00981,-,6.098000000000001
134.015,-0.014715,-,6.098000000000001
134.114,-0.01962,-,6.098000000000001
134.213,-0.014715,-,6.098000000000001
134.312,-0.023544,-,6.098000000000001
134.41,-0.00981,-,6.098000000000001
134.511,-0.01962,-,6.098000000000001
134.609,-0.004905,-,6.098000000000001
134.727,-0.004905,-,6.098000000000001
134.806,-0.038259,-,6.098000000000001
134.904,-0.038259,-,6.098000000000001
135.003,0.0,-,6.098000000000001
135.103,-0.01962,Up,6.098000000000001
135.201,0.0,-,6.098000000000001
135.324,0.057879,-,6.098000000000001
135.399,0.220725,-,6.098000000000001
135.497,0.272718,-,6.098000000000001
135.596,0.435564,-,6.098000000000001
135.728,0.551322,-,6.098000000000001
135.793,0.61803,-,6.098000000000001
135.892,0.761256,-,6.098000000000001
135.991,0.671004,-,6.098000000000001
136.09,0.737712,-,6.098000000000001
136.188,0.679833,-,6.098000000000001
136.318,0.722997,-,6.098000000000001
136.387,0.689643,-,6.098000000000001
136.485,0.661194,-,6.098000000000001
136.584,0.709263,-,6.098000000000001
136.682,0.641574,-,6.098000000000001
136.781,0.498348,-,6.098000000000001
136.88,0.42183,-,6.098000000000001
136.979,0.320787,-,6.098000000000001
137.077,0.201105,-,6.098000000000001
137.184,0.109872,-,6.098000000000001
137.275,0.014715,-,6.098000000000001
137.405,-0.023544,-,6.098000000000001
137.473,-0.01962,-,6.098000000000001
137.571,-0.01962,-,6.098000000000001
137.67,-0.004905,-,6.098000000000001
137.792,-0.033354,-,6.098000000000001
137.868,0.01962,-,6.098000000000001
138.005,-0.101043,-,6.098000000000001
138.065,0.043164,-,6.098000000000001
138.164,-0.048069,-,6.098000000000001
138.263,0.086328,-,6.098000000000001
138.379,-0.091233,-,6.098000000000001
138.461,0.004905,-,6.098000000000001
138.559,-0.043164,-,6.098000000000001
138.658,0.023544,-,6.098000000000001
138.774,-0.028449,-,6.098000000000001
138.856,-0.01962,Brake,6.098000000000001
138.997,0.0,-,6.098000000000001
139.053,-0.048069,-,6.098000000000001
139.159,-0.234459,-,6.098000000000001
139.251,-0.277623,-,6.098000000000001
139.38,-0.40221,-,6.098000000000001
139.449,-0.503253,-,6.098000000000001
139.547,-0.569961,-,6.098000000000001
139.646,-0.732807,-,6.098000000000001
139.745,-0.679833,-,6.098000000000001
139.844,-0.679833,-,6.098000000000001
139.943,-0.694548,-,6.098000000000001
140.041,-0.709263,-,6.098000000000001
140.14,-0.679833,-,6.098000000000001
140.238,-0.684738,-,6.098000000000001
140.337,-0.666099,-,6.098000000000001
140.437,-0.551322,-,6.098000000000001
140.535,-0.460089,-,6.098000000000001
140.635,-0.363951,-,6.098000000000001
140.733,-0.267813,-,6.098000000000001
140.832,-0.096138,-,6.098000000000001
140.931,-0.086328,-,6.098000000000001
141.033,0.004905,-,6.098000000000001
141.128,-0.043164,-,6.098000000000001
141.227,0.052974,Arrival,6.102333333333333
141.326,-0.043164,-,6.102333333333333
141.429,-0.01962,-,6.102333333333333
141.523,-0.014715,-,6.102333333333333
141.646,0.01962,-,6.102333333333333
141.721,0.0,-,6.102333333333333
141.82,-0.048069,-,6.102333333333333
141.919,-0.023544,-,6.102333333333333
142.02,0.023544,-,6.102333333333333
142.116,0.00981,-,6.102333333333333
142.24,-0.01962,-,6.102333333333333
142.314,-0.048069,-,6.102333333333333
142.413,0.023544,-,6.102333333333333
142.511,0.014715,-,6.102333333333333
142.61,-0.004905,-,6.102333333333333
142.709,-0.033354,-,6.102333333333333
