timestamp(s),accel(m/s2),events,average_time_between_events
15.541,-0.033354,-,0.0
15.604,0.0,-,0.0
15.702,-0.00981,-,0.0
15.801,-0.004905,-,0.0
15.899,-0.038259,-,0.0
15.999,0.023544,-,0.0
16.098,-0.038259,-,0.0
16.196,0.00981,-,0.0
16.295,-0.057879,-,0.0
16.394,-0.01962,-,0.0
16.492,-0.038259,-,0.0
16.592,-0.014715,-,0.0
16.691,-0.043164,-,0.0
16.789,-0.00981,-,0.0
16.888,-0.00981,Brake,0.0
16.987,0.004905,-,0.0
17.085,-0.028449,-,0.0
17.186,0.043164,-,0.0
17.283,0.061803,-,0.0
17.405,0.220725,-,0.0
17.48,0.287433,-,0.0
17.579,0.363951,-,0.0
17.678,0.555246,-,0.0
17.804,0.584676,-,0.0
17.875,0.732807,-,0.0
17.974,0.666099,-,0.0
18.073,0.752427,-,0.0
18.182,0.679833,-,0.0
18.27,0.732807,-,0.0
18.412,0.641574,-,0.0
18.468,0.709263,-,0.0
18.589,0.694548,-,0.0
18.666,0.555246,-,0.0
18.764,0.3924,-,0.0
18.863,0.40221,-,0.0
18.986,0.18639,-,0.0
19.06,0.143226,-,0.0
19.2,0.057879,-,0.0
19.258,-0.023544,-,0.0
19.356,0.0,-,0.0
19.455,-0.048069,Arrival,6.222999999999999
19.554,0.0,-,6.222999999999999
19.653,0.014715,-,6.222999999999999
19.793,-0.033354,-,6.222999999999999
19.851,-0.01962,-,6.222999999999999
19.95,-0.00981,-,6.222999999999999
20.049,0.014715,-,6.222999999999999
20.147,-0.00981,-,6.222999999999999
20.246,-0.052974,-,6.222999999999999
20.345,0.014715,-,6.222999999999999
20.443,-0.004905,-,6.222999999999999
20.542,0.004905,-,6.222999999999999
20.641,-0.061803,-,6.222999999999999
20.74,0.00981,-,6.222999999999999
20.839,0.0,-,6.222999999999999
20.937,-0.023544,-,6.222999999999999
21.036,-0.01962,-,6.222999999999999
21.135,-0.028449,-,6.222999999999999
21.273,0.014715,-,6.222999999999999
21.333,0.00981,-,6.222999999999999
21.438,-0.038259,-,6.222999999999999
21.53,-0.00981,-,6.222999999999999
21.657,-0.01962,-,6.222999999999999
21.728,0.096138,-,6.222999999999999
21.827,0.114777,-,6.222999999999999
21.925,0.177561,-,6.222999999999999
22.025,0.191295,-,6.222999999999999
22.123,0.086328,-,6.222999999999999
22.222,0.00981,-,6.222999999999999
22.32,0.004905,-,6.222999999999999
22.419,-0.00981,-,6.222999999999999
22.534,0.014715,-,6.222999999999999
22.616,0.0,-,6.222999999999999
22.715,-0.004905,-,6.222999999999999
22.814,-0.00981,-,6.222999999999999
22.922,-0.061803,-,6.222999999999999
23.012,0.004905,-,6.222999999999999
23.111,-0.00981,-,6.222999999999999
23.209,-0.014715,-,6.222999999999999
23.307,-0.01962,-,6.222999999999999
23.407,-0.00981,-,6.222999999999999
23.505,-0.01962,-,6.222999999999999
23.604,-0.014715,-,6.222999999999999
23.704,-0.014715,-,6.222999999999999
23.802,-0.00981,-,6.222999999999999
23.914,-0.014715,-,6.222999999999999
24.0,-0.004905,-,6.222999999999999
24.131,-0.014715,-,6.222999999999999
24.197,-0.014715,-,6.222999999999999
24.296,-0.023544,-,6.222999999999999
24.394,0.0,-,6.222999999999999
24.504,-0.00981,-,6.222999999999999
24.592,-0.023544,-,6.222999999999999
24.726,-0.004905,-,6.222999999999999
24.789,-0.004905,-,6.222999999999999
24.888,-0.00981,-,6.222999999999999
24.987,0.004905,-,6.222999999999999
25.086,0.0,-,6.222999999999999
25.185,-0.033354,-,6.222999999999999
25.284,-0.028449,-,6.222999999999999
25.382,-0.004905,-,6.222999999999999
25.481,-0.00981,-,6.222999999999999
25.58,-0.004905,-,6.222999999999999
25.679,-0.014715,-,6.222999999999999
25.779,0.0,-,6.222999999999999
25.876,0.004905,-,6.222999999999999
25.975,-0.00981,-,6.222999999999999
26.074,-0.004905,-,6.222999999999999
26.172,-0.004905,-,6.222999999999999
26.271,0.004905,-,6.222999999999999
26.37,-0.00981,-,6.222999999999999
26.469,-0.00981,-,6.222999999999999
26.568,-0.014715,-,6.222999999999999
26.666,0.0,-,6.222999999999999
26.765,-0.01962,-,6.222999999999999
26.864,-0.014715,-,6.222999999999999
26.975,-0.014715,-,6.222999999999999
27.062,-0.014715,-,6.222999999999999
27.161,-0.00981,-,6.222999999999999
27.26,-0.01962,-,6.222999999999999
27.372,-0.004905,-,6.222999999999999
27.458,-0.014715,-,6.222999999999999
27.557,-0.00981,-,6.222999999999999
27.655,-0.028449,-,6.222999999999999
27.754,0.0,-,6.222999999999999
27.853,0.0,-,6.222999999999999
27.977,-0.01962,-,6.222999999999999
28.051,-0.004905,-,6.222999999999999
28.15,-0.00981,-,6.222999999999999
28.248,-0.01962,-,6.222999999999999
28.369,-0.004905,-,6.222999999999999
28.446,-0.014715,-,6.222999999999999
28.545,-0.014715,-,6.222999999999999
28.644,-0.00981,-,6.222999999999999
28.752,-0.00981,-,6.222999999999999
28.841,-0.00981,-,6.222999999999999
28.97,-0.004905,-,6.222999999999999
29.039,-0.014715,-,6.222999999999999
29.138,-0.014715,-,6.222999999999999
29.237,-0.004905,-,6.222999999999999
29.336,-0.023544,-,6.222999999999999
29.434,-0.01962,-,6.222999999999999
29.533,-0.004905,-,6.222999999999999
29.632,-0.00981,-,6.222999999999999
29.731,-0.023544,-,6.222999999999999
29.83,-0.014715,-,6.222999999999999
29.928,-0.004905,-,6.222999999999999
30.027,-0.004905,-,6.222999999999999
30.126,-0.004905,-,6.222999999999999
30.226,-0.01962,-,6.222999999999999
30.324,0.014715,-,6.222999999999999
30.449,0.00981,-,6.222999999999999
30.521,0.004905,-,6.222999999999999
30.62,0.00981,-,6.222999999999999
30.719,-0.014715,-,6.222999999999999
30.824,0.0,-,6.222999999999999
30.916,0.004905,-,6.222999999999999
31.049,-0.028449,-,6.222999999999999
31.115,0.0,-,6.222999999999999
31.213,0.014715,-,6.222999999999999
31.312,0.0,-,6.222999999999999
31.424,-0.052974,-,6.222999999999999
31.51,-0.033354,-,6.222999999999999
31.648,-0.023544,-,6.222999999999999
31.707,-0.023544,-,6.222999999999999
31.806,-0.028449,-,6.222999999999999
31.905,-0.014715,-,6.222999999999999
32.021,-0.004905,-,6.222999999999999
32.103,-0.00981,-,6.222999999999999
32.201,0.004905,-,6.222999999999999
32.301,-0.004905,-,6.222999999999999
32.399,-0.00981,-,6.222999999999999
32.498,-0.00981,-,6.222999999999999
32.624,-0.01962,-,6.222999999999999
32.696,-0.038259,-,6.222999999999999
32.794,-0.014715,-,6.222999999999999
32.893,-0.028449,-,6.222999999999999
32.991,-0.033354,-,6.222999999999999
33.09,0.0,-,6.222999999999999
33.189,-0.00981,-,6.222999999999999
33.288,-0.004905,-,6.222999999999999
33.386,-0.01962,-,6.222999999999999
33.485,0.004905,-,6.222999999999999
33.584,-0.014715,-,6.222999999999999
33.685,-0.00981,-,6.222999999999999
33.782,-0.004905,-,6.222999999999999
33.909,-0.014715,-,6.222999999999999
33.98,-0.00981,-,6.222999999999999
34.078,0.0,-,6.222999999999999
34.177,-0.00981,-,6.222999999999999
34.306,-0.004905,-,6.222999999999999
34.375,-0.00981,-,6.222999999999999
34.476,-0.00981,-,6.222999999999999
34.572,-0.004905,-,6.222999999999999
34.682,-0.004905,-,6.222999999999999
34.77,-0.00981,-,6.222999999999999
34.897,-0.014715,-,6.222999999999999
34.968,-0.014715,-,6.222999999999999
35.066,-0.004905,-,6.222999999999999
35.165,-0.01962,-,6.222999999999999
35.268,-0.01962,-,6.222999999999999
35.363,-0.033354,-,6.222999999999999
35.49,-0.01962,-,6.222999999999999
35.561,0.0,-,6.222999999999999
35.659,-0.033354,-,6.222999999999999
35.758,-0.01962,-,6.222999999999999
35.881,-0.00981,-,6.222999999999999
35.956,-0.014715,-,6.222999999999999
36.055,-0.00981,-,6.222999999999999
36.154,-0.004905,-,6.222999999999999
36.252,-0.01962,-,6.222999999999999
36.351,-0.023544,-,6.222999999999999
36.45,-0.01962,-,6.222999999999999
36.549,-0.01962,-,6.222999999999999
36.648,-0.014715,-,6.222999999999999
36.746,-0.00981,-,6.222999999999999
36.846,-0.043164,-,6.222999999999999
36.944,-0.014715,-,6.222999999999999
37.043,-0.00981,-,6.222999999999999
37.142,-0.014715,-,6.222999999999999
37.241,-0.00981,-,6.222999999999999
37.34,-0.014715,-,6.222999999999999
37.438,-0.014715,-,6.222999999999999
37.537,0.0,-,6.222999999999999
37.636,-0.01962,-,6.222999999999999
37.735,-0.00981,-,6.222999999999999
37.834,-0.023544,Down,6.222999999999999
37.933,-0.023544,-,6.222999999999999
38.031,-0.114777,-,6.222999999999999
38.154,-0.224649,-,6.222999999999999
38.229,-0.368856,-,6.222999999999999
38.328,-0.483633,-,6.222999999999999
38.427,-0.589581,-,6.222999999999999
38.543,-0.632745,-,6.222999999999999
38.624,-0.790686,-,6.222999999999999
38.722,-0.732807,-,6.222999999999999
38.821,-0.756351,-,6.222999999999999
38.921,-0.704358,-,6.222999999999999
39.02,-0.732807,-,6.222999999999999
39.118,-0.742617,-,6.222999999999999
39.216,-0.674928,-,6.222999999999999
39.355,-0.714168,-,6.222999999999999
39.414,-0.651384,-,6.222999999999999
39.513,-0.560151,-,6.222999999999999
39.612,-0.426735,-,6.222999999999999
39.748,-0.340407,-,6.222999999999999
39.809,-0.191295,-,6.222999999999999
39.908,-0.104967,-,6.222999999999999
40.007,-0.023544,-,6.222999999999999
40.106,-0.014715,-,6.222999999999999
40.205,-0.004905,-,6.222999999999999
40.303,0.014715,-,6.222999999999999
40.402,-0.01962,-,6.222999999999999
40.501,-0.052974,-,6.222999999999999
40.6,0.023544,-,6.222999999999999
40.699,-0.057879,-,6.222999999999999
40.798,-0.004905,-,6.222999999999999
40.897,-0.01962,-,6.222999999999999
41.022,-0.004905,-,6.222999999999999
41.094,-0.004905,-,6.222999999999999
41.192,-0.033354,-,6.222999999999999
41.292,-0.00981,-,6.222999999999999
41.405,-0.028449,-,6.222999999999999
41.49,0.014715,Brake,6.222999999999999
41.626,-0.076518,-,6.222999999999999
41.687,0.028449,-,6.222999999999999
41.793,0.043164,-,6.222999999999999
41.884,0.201105,-,6.222999999999999
42.006,0.220725,-,6.222999999999999
42.082,0.41202,-,6.222999999999999
42.181,0.455184,-,6.222999999999999
42.28,0.62784,-,6.222999999999999
42.379,0.737712,-,6.222999999999999
42.477,0.679833,-,6.222999999999999
42.594,0.732807,-,6.222999999999999
42.675,0.646479,-,6.222999999999999
42.814,0.709263,-,6.222999999999999
42.872,0.666099,-,6.222999999999999
42.972,0.742617,-,6.222999999999999
43.07,0.671004,-,6.222999999999999
43.169,0.593505,-,6.222999999999999
43.268,0.397305,-,6.222999999999999
43.367,0.354141,-,6.222999999999999
43.465,0.20601,-,6.222999999999999
43.565,0.167751,-,6.222999999999999
43.673,0.014715,-,6.222999999999999
43.761,0.0,-,6.222999999999999
43.86,-0.071613,Arrival,6.124499999999998
43.959,0.057879,-,6.124499999999998
44.069,-0.033354,-,6.124499999999998
44.157,-0.014715,-,6.124499999999998
44.255,-0.033354,-,6.124499999999998
44.355,0.01962,-,6.124499999999998
44.453,0.004905,-,6.124499999999998
44.552,-0.014715,-,6.124499999999998
44.667,-0.048069,-,6.124499999999998
44.749,0.01962,-,6.124499999999998
44.885,-0.023544,-,6.124499999999998
44.947,-0.004905,-,6.124499999999998
45.047,-0.052974,-,6.124499999999998
45.144,-0.004905,-,6.124499999999998
45.273,0.004905,-,6.124499999999998
45.341,-0.004905,-,6.124499999999998
45.44,-0.028449,-,6.124499999999998
45.538,-0.023544,-,6.124499999999998
45.657,0.028449,-,6.124499999999998
45.737,0.01962,-,6.124499999999998
45.874,-0.043164,-,6.124499999999998
45.934,0.0,-,6.124499999999998
46.043,-0.00981,-,6.124499999999998
46.132,0.014715,-,6.124499999999998
46.259,0.01962,-,6.124499999999998
46.329,0.119682,-,6.124499999999998
46.428,0.20601,-,6.124499999999998
46.526,0.153036,-,6.124499999999998
46.645,0.101043,-,6.124499999999998
46.724,0.014715,-,6.124499999999998
46.864,-0.00981,-,6.124499999999998
46.921,-0.004905,-,6.124499999999998
47.02,-0.004905,-,6.124499999999998
47.119,-0.00981,-,6.124499999999998
47.217,-0.00981,-,6.124499999999998
47.316,-0.014715,-,6.124499999999998
47.46,-0.048069,-,6.124499999999998
47.513,-0.01962,-,6.124499999999998
47.612,-0.01962,-,6.124499999999998
47.71,-0.00981,-,6.124499999999998
47.81,-0.01962,-,6.124499999999998
47.909,-0.014715,-,6.124499999999998
48.007,-0.004905,-,6.124499999999998
48.129,-0.004905,-,6.124499999999998
48.205,-0.014715,-,6.124499999999998
48.304,-0.00981,-,6.124499999999998
48.402,-0.014715,-,6.124499999999998
48.51,-0.01962,-,6.124499999999998
48.6,-0.004905,-,6.124499999999998
48.73,-0.00981,-,6.124499999999998
48.797,-0.004905,-,6.124499999999998
48.896,-0.014715,-,6.124499999999998
48.995,0.004905,-,6.124499999999998
49.099,0.0,-,6.124499999999998
49.192,-0.023544,-,6.124499999999998
49.315,-0.01962,-,6.124499999999998
49.39,-0.004905,-,6.124499999999998
49.488,-0.028449,-,6.124499999999998
49.587,-0.023544,-,6.124499999999998
49.686,0.028449,-,6.124499999999998
49.784,-0.004905,-,6.124499999999998
49.884,-0.00981,-,6.124499999999998
49.982,-0.01962,-,6.124499999999998
50.119,-0.004905,-,6.124499999999998
50.18,-0.01962,-,6.124499999999998
50.279,-0.00981,-,6.124499999999998
50.377,-0.014715,-,6.124499999999998
50.476,0.0,-,6.124499999999998
50.579,-0.014715,-,6.124499999999998
50.673,0.004905,-,6.124499999999998
50.777,-0.004905,-,6.124499999999998
50.871,-0.01962,-,6.124499999999998
50.991,-0.01962,-,6.124499999999998
51.068,-0.01962,-,6.124499999999998
51.167,-0.014715,-,6.124499999999998
51.266,-0.014715,-,6.124499999999998
51.365,-0.004905,-,6.124499999999998
51.464,-0.004905,-,6.124499999999998
51.582,0.0,-,6.124499999999998
51.661,0.0,-,6.124499999999998
51.759,-0.014715,-,6.124499999999998
51.859,-0.00981,-,6.124499999999998
51.957,-0.004905,-,6.124499999999998
52.056,-0.00981,-,6.124499999999998
52.172,-0.01962,-,6.124499999999998
52.254,-0.033354,-,6.124499999999998
52.389,-0.023544,-,6.124499999999998
52.452,-0.01962,-,6.124499999999998
52.55,0.0,-,6.124499999999998
52.649,-0.00981,-,6.124499999999998
52.773,-0.01962,-,6.124499999999998
52.846,-0.014715,-,6.124499999999998
52.945,-0.014715,-,6.124499999999998
53.044,-0.01962,-,6.124499999999998
53.143,-0.00981,-,6.124499999999998
53.241,-0.004905,-,6.124499999999998
53.373,-0.004905,-,6.124499999999998
53.439,-0.004905,-,6.124499999999998
53.538,-0.014715,-,6.124499999999998
53.636,-0.00981,-,6.124499999999998
53.735,-0.014715,-,6.124499999999998
53.833,-0.014715,-,6.124499999999998
53.933,-0.014715,-,6.124499999999998
54.031,-0.004905,-,6.124499999999998
54.129,-0.004905,-,6.124499999999998
54.249,-0.004905,-,6.124499999999998
54.327,-0.01962,-,6.124499999999998
54.425,-0.014715,-,6.124499999999998
54.524,-0.014715,-,6.124499999999998
54.635,0.0,-,6.124499999999998
54.722,-0.00981,-,6.124499999999998
54.821,0.0,-,6.124499999999998
54.919,-0.023544,-,6.124499999999998
55.021,-0.014715,-,6.124499999999998
55.117,-0.00981,-,6.124499999999998
55.24,0.00981,-,6.124499999999998
55.315,-0.023544,-,6.124499999999998
55.414,-0.004905,-,6.124499999999998
55.512,-0.004905,-,6.124499999999998
55.615,-0.014715,-,6.124499999999998
55.71,-0.01962,-,6.124499999999998
55.843,-0.014715,-,6.124499999999998
55.908,-0.023544,-,6.124499999999998
56.006,0.00981,-,6.124499999999998
56.104,0.004905,-,6.124499999999998
56.226,-0.01962,-,6.124499999999998
56.302,-0.00981,-,6.124499999999998
56.401,-0.01962,-,6.124499999999998
56.501,-0.023544,-,6.124499999999998
56.626,0.014715,-,6.124499999999998
56.698,-0.00981,-,6.124499999999998
56.797,-0.01962,-,6.124499999999998
56.896,-0.028449,-,6.124499999999998
56.994,-0.023544,-,6.124499999999998
57.092,0.0,-,6.124499999999998
57.192,0.0,-,6.124499999999998
57.298,0.0,-,6.124499999999998
57.389,-0.01962,-,6.124499999999998
57.487,0.004905,-,6.124499999999998
57.587,0.0,-,6.124499999999998
57.686,-0.014715,-,6.124499999999998
57.784,-0.014715,-,6.124499999999998
57.883,-0.028449,-,6.124499999999998
57.983,-0.014715,-,6.124499999999998
58.081,-0.004905,-,6.124499999999998
58.18,-0.01962,-,6.124499999999998
58.278,-0.00981,-,6.124499999999998
58.377,-0.00981,-,6.124499999999998
58.476,-0.00981,-,6.124499999999998
58.575,-0.01962,-,6.124499999999998
58.691,-0.004905,-,6.124499999999998
58.772,-0.00981,-,6.124499999999998
58.902,-0.01962,-,6.124499999999998
58.97,0.0,-,6.124499999999998
59.068,-0.004905,-,6.124499999999998
59.166,0.0,-,6.124499999999998
59.291,0.0,-,6.124499999999998
59.365,-0.004905,-,6.124499999999998
59.464,-0.004905,-,6.124499999999998
59.562,0.0,-,6.124499999999998
59.678,-0.004905,-,6.124499999999998
59.76,0.0,-,6.124499999999998
59.9,-0.00981,-,6.124499999999998
59.958,-0.004905,-,6.124499999999998
60.056,-0.01962,-,6.124499999999998
60.155,-0.014715,-,6.124499999999998
60.298,0.0,-,6.124499999999998
60.352,-0.014715,-,6.124499999999998
60.451,-0.004905,-,6.124499999999998
60.55,-0.014715,-,6.124499999999998
60.676,-0.004905,-,6.124499999999998
60.747,0.0,-,6.124499999999998
60.846,0.0,-,6.124499999999998
60.945,-0.014715,-,6.124499999999998
61.043,-0.004905,-,6.124499999999998
61.142,0.004905,-,6.124499999999998
61.24,-0.00981,-,6.124499999999998
61.34,0.0,-,6.124499999999998
61.438,-0.01962,-,6.124499999999998
61.542,0.00981,-,6.124499999999998
61.636,0.0,-,6.124499999999998
61.734,0.004905,-,6.124499999999998
61.834,-0.004905,-,6.124499999999998
61.932,-0.014715,-,6.124499999999998
62.03,0.0,-,6.124499999999998
62.13,-0.004905,-,6.124499999999998
62.228,-0.004905,-,6.124499999999998
62.353,-0.01962,Down,6.124499999999998
62.425,-0.01962,-,6.124499999999998
62.524,-0.114777,-,6.124499999999998
62.623,-0.254079,-,6.124499999999998
62.722,-0.325692,-,6.124499999999998
62.821,-0.546417,-,6.124499999999998
62.94,-0.565056,-,6.124499999999998
63.018,-0.671004,-,6.124499999999998
63.117,-0.709263,-,6.124499999999998
63.216,-0.722997,-,6.124499999999998
63.316,-0.666099,-,6.124499999999998
63.413,-0.699453,-,6.124499999999998
63.531,-0.694548,-,6.124499999999998
63.611,-0.694548,-,6.124499999999998
63.751,-0.694548,-,6.124499999999998
63.808,-0.699453,-,6.124499999999998
63.907,-0.62784,-,6.124499999999998
64.005,-0.464994,-,6.124499999999998
64.138,-0.455184,-,6.124499999999998
64.203,-0.302148,-,6.124499999999998
64.302,-0.1962,-,6.124499999999998
64.401,-0.104967,-,6.124499999999998
64.499,0.023544,-,6.124499999999998
64.598,-0.081423,-,6.124499999999998
64.697,0.004905,-,6.124499999999998
64.796,-0.01962,-,6.124499999999998
64.895,0.048069,-,6.124499999999998
64.993,-0.071613,-,6.124499999999998
65.092,0.033354,-,6.124499999999998
65.191,-0.086328,-,6.124499999999998
65.289,0.081423,-,6.124499999999998
65.4,-0.071613,-,6.124499999999998
65.487,0.00981,-,6.124499999999998
65.622,-0.071613,-,6.124499999999998
65.684,0.0,-,6.124499999999998
65.783,-0.023544,-,6.124499999999998
65.882,-0.01962,-,6.124499999999998
65.995,-0.028449,Brake,6.124499999999998
66.08,0.033354,-,6.124499999999998
66.178,-0.081423,-,6.124499999999998
66.277,0.043164,-,6.124499999999998
66.407,0.239364,-,6.124499999999998
66.474,0.258984,-,6.124499999999998
66.573,0.430659,-,6.124499999999998
66.672,0.473823,-,6.124499999999998
66.771,0.622935,-,6.124499999999998
66.869,0.714168,-,6.124499999999998
66.968,0.679833,-,6.124499999999998
67.066,0.684738,-,6.124499999999998
67.185,0.709263,-,6.124499999999998
67.264,0.704358,-,6.124499999999998
67.397,0.704358,-,6.124499999999998
67.462,0.674928,-,6.124499999999998
67.56,0.656289,-,6.124499999999998
67.659,0.469899,-,6.124499999999998
67.758,0.464994,-,6.124499999999998
67.857,0.302148,-,6.124499999999998
67.955,0.267813,-,6.124499999999998
68.054,0.139302,-,6.124499999999998
68.153,0.00981,-,6.124499999999998
68.252,-0.014715,-,6.124499999999998
68.351,0.0,-,6.124499999999998
68.449,0.004905,Arrival,6.1149999999999975
68.548,-0.052974,-,6.1149999999999975
68.646,0.0,-,6.1149999999999975
68.745,0.0,-,6.1149999999999975
68.843,0.00981,-,6.1149999999999975
68.943,-0.043164,-,6.1149999999999975
69.063,-0.01962,-,6.1149999999999975
69.14,0.00981,-,6.1149999999999975
69.239,0.0,-,6.1149999999999975
69.338,-0.023544,-,6.1149999999999975
69.449,-0.033354,-,6.1149999999999975
69.535,-0.004905,-,6.1149999999999975
69.666,0.023544,-,6.1149999999999975
69.732,-0.023544,-,6.1149999999999975
69.831,-0.028449,-,6.1149999999999975
69.93,-0.033354,-,6.1149999999999975
70.042,0.038259,-,6.1149999999999975
70.127,-0.028449,-,6.1149999999999975
70.262,-0.043164,-,6.1149999999999975
70.325,-0.014715,-,6.1149999999999975
70.423,0.014715,-,6.1149999999999975
70.523,0.0,-,6.1149999999999975
70.621,-0.033354,-,6.1149999999999975
70.719,0.104967,-,6.1149999999999975
70.858,0.201105,-,6.1149999999999975
70.917,0.244269,-,6.1149999999999975
71.016,0.143226,-,6.1149999999999975
71.115,0.038259,-,6.1149999999999975
71.213,0.004905,-,6.1149999999999975
71.311,-0.023544,-,6.1149999999999975
71.41,0.0,-,6.1149999999999975
71.509,0.0,-,6.1149999999999975
71.609,-0.014715,-,6.1149999999999975
71.707,-0.01962,-,6.1149999999999975
71.805,0.01962,-,6.1149999999999975
71.904,-0.023544,-,6.1149999999999975
72.003,-0.00981,-,6.1149999999999975
72.102,-0.01962,-,6.1149999999999975
72.201,-0.01962,-,6.1149999999999975
72.299,0.00981,-,6.1149999999999975
72.398,-0.01962,-,6.1149999999999975
72.498,-0.00981,-,6.1149999999999975
72.596,-0.01962,-,6.1149999999999975
72.717,-0.00981,-,6.1149999999999975
72.793,-0.00981,-,6.1149999999999975
72.892,-0.004905,-,6.1149999999999975
72.99,0.0,-,6.1149999999999975
73.093,-0.01962,-,6.1149999999999975
73.188,-0.004905,-,6.1149999999999975
73.311,-0.023544,-,6.1149999999999975
73.386,-0.01962,-,6.1149999999999975
73.485,-0.043164,-,6.1149999999999975
73.583,-0.004905,-,6.1149999999999975
73.7,0.014715,-,6.1149999999999975
