init_gap,cont_gap,low,mad,frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots,execution_time,process_time,trace_length
-1.0,-0.1,200,0.15,0.108571,0.108571,66.92,80.86626985338201,1673,25,0.017670629449838188,0.022397780462886572,0.143226,0.017670629449838188,0.022397780462886572,0.143226,72.48468941382328,27.034120734908136,0.4811898512685914,7.029323577880859,7.029039783999906,2286
-1.0,-0.1,200,0.15,0.108571,0.108571,66.92,80.86626985338201,1673,25,0.017670629449838188,0.022397780462886572,0.143226,0.017670629449838188,0.022397780462886572,0.143226,72.48468941382328,27.034120734908136,0.4811898512685914,6.994965314865112,6.994713856998715,2286
-1.0,-0.1,200,0.15,0.108571,0.108571,66.92,80.86626985338201,1673,25,0.017670629449838188,0.022397780462886572,0.143226,0.017670629449838188,0.022397780462886572,0.143226,72.48468941382328,27.034120734908136,0.4811898512685914,6.937352180480957,6.936999974999708,2286
-1.0,-0.1,200,0.15,0.108571,0.108571,66.92,80.86626985338201,1673,25,0.017670629449838188,0.022397780462886572,0.143226,0.017670629449838188,0.022397780462886572,0.143226,72.48468941382328,27.034120734908136,0.4811898512685914,7.005398750305176,7.005128043998411,2286
-1.0,-0.1,200,0.15,0.108571,0.108571,66.92,80.86626985338201,1673,25,0.017670629449838188,0.022397780462886572,0.143226,0.017670629449838188,0.022397780462886572,0.143226,72.48468941382328,27.034120734908136,0.4811898512685914,6.910312652587891,6.9099846970002545,2286
