init_gap,cont_gap,low,mad_temperature(degrees),frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots,execution_time,process_time,trace_length
-1.0,-0.1,1,1.2,0.9124105599999979,0.9124105599999979,0,0,0,0,0.2798067000236405,0.24334466783889913,1.197145110000001,0.2798067000236405,0.24334466783889913,1.197145110000001,20.606601248884928,75.46833184656556,3.9250669045495097,6.134889602661133,6.133801499999999,1121
-1.0,-0.1,1,1.2,0.9124105599999979,0.9124105599999979,0,0,0,0,0.2798067000236405,0.24334466783889913,1.197145110000001,0.2798067000236405,0.24334466783889913,1.197145110000001,20.606601248884928,75.46833184656556,3.9250669045495097,6.359411954879761,6.3591999,1121
-1.0,-0.1,1,1.2,0.9124105599999979,0.9124105599999979,0,0,0,0,0.2798067000236405,0.24334466783889913,1.197145110000001,0.2798067000236405,0.24334466783889913,1.197145110000001,20.606601248884928,75.46833184656556,3.9250669045495097,7.482940196990967,7.482818399999999,1121
-1.0,-0.1,1,1.2,0.9124105599999979,0.9124105599999979,0,0,0,0,0.2798067000236405,0.24334466783889913,1.197145110000001,0.2798067000236405,0.24334466783889913,1.197145110000001,20.606601248884928,75.46833184656556,3.9250669045495097,7.330841064453125,7.3307231,1121
