timestamp(s),Cons_FC_PB,Cons_FC_P1,Cons_FC_P2,Cons_FC_P3,Ilum_PB,Ilum_P1,Ilum_P2,Ilum_P3,Temp_PB,Temp_P1,Cons_Ref,Cons_Vent,TOTAL
507600.0,0.0,693.173213658807,0.0,0.0,0.0,0.0,0.0,0.0,26.9276054581808,28.945601747744,8373.22083738867,0.0,45580.9634354151
511200.0,0.0,661.877138661075,0.0,0.0,0.0,0.0,0.0,0.0,26.8287343935383,28.8089888502199,8067.66790151079,0.0,45239.4802427255
514800.0,0.0,636.995359593219,0.0,0.0,0.0,0.0,0.0,0.0,26.7478526686097,28.7029285599733,7830.51777201227,0.0,44973.8046202736
518400.0,0.0,405.458384634589,0.0,0.0,0.0,0.0,0.0,0.0,26.6766339229074,28.6127033025624,7764.19685411257,0.0,44673.2503548725
522000.0,0.0,391.780907643225,0.0,0.0,0.0,0.0,0.0,0.0,26.6174257614314,28.5429770956415,7553.73402780793,0.0,44446.8670880293
525600.0,0.0,378.762915013878,0.0,0.0,0.0,0.0,0.0,0.0,26.5587372477107,28.4728522412313,7352.16585073702,0.0,44229.6984058073
529200.0,0.0,349.489891746848,0.0,0.0,0.0,0.0,0.0,0.0,26.4617610341555,28.3426207162106,6862.26145245969,0.0,43704.3464214419
532800.0,0.0,320.465288347303,0.0,0.0,0.0,0.0,0.0,0.0,26.3489339134265,28.1887141801695,6363.31236939443,0.0,43170.1150334951
536400.0,0.0,290.228248182627,0.0,0.0,0.0,0.0,0.0,0.0,26.2451057105438,28.0508784681217,5982.9971147919,0.0,42754.1396924121
540000.0,0.0,264.203325626552,0.0,0.0,0.0,0.0,0.0,0.0,26.1462354011175,27.9196717389457,6038.4780720849,0.0,46925.3078696201
543600.0,0.0,253.977426233709,0.0,0.0,0.0,0.0,0.0,0.0,26.2980140753901,27.8472409749876,6136.94057125117,0.0,54077.9323251687
547200.0,0.0,273.008321016011,0.0,0.0,0.0,0.0,0.0,0.0,26.3624487397296,27.8668786112915,6907.21388896998,0.0,56830.6224383404
550800.0,0.0,345.651504351124,0.0,0.0,0.0,0.0,0.0,0.0,26.446037144187,28.0694954360003,7588.31759287779,0.0,49454.9379611204
554400.0,0.0,689.963015077523,0.0,0.0,0.0,0.0,0.0,0.0,26.5748780274473,28.5180371546638,8911.71392328116,0.0,40316.2522926913
558000.0,0.0,953.456946424648,0.0,0.0,0.0,0.0,0.0,0.0,26.6664262648896,29.0319049126893,10183.2452577203,0.0,29692.7174339847
561600.0,0.0,1082.72045328521,0.0,0.0,0.0,0.0,0.0,0.0,26.6883384761446,29.222139681029,9899.63905648291,0.0,15900.9209820754
565200.0,0.0,870.610445091549,0.0,0.0,0.0,0.0,0.0,0.0,26.6859577626018,29.1932534603237,9708.36572445124,0.0,8400.31962324136
568800.0,0.0,781.109723707994,0.0,0.0,0.0,0.0,0.0,0.0,26.6855668956803,29.1879799703666,9493.15790986293,0.0,6899.71608699416
572400.0,0.0,783.366356212129,0.0,0.0,0.0,0.0,0.0,0.0,26.6889949541975,29.2291936207541,7919.38779234373,0.0,-7569.39632014972
576000.0,0.0,767.508112831727,0.0,0.0,0.0,0.0,0.0,0.0,26.6870593803918,29.2790245342377,7508.93987250236,0.0,1522.96100313574
579600.0,0.0,752.599864250236,0.0,0.0,0.0,0.0,0.0,0.0,26.818754129935,29.2707184070389,8491.50555361463,0.0,15316.0159480727
583200.0,0.0,740.873848864457,0.0,0.0,0.0,0.0,0.0,0.0,26.8396595157635,29.2470744010422,8883.66990181807,0.0,28365.9819205592
586800.0,0.0,713.574323629785,0.0,0.0,0.0,0.0,0.0,0.0,26.7993710474316,29.1714080584214,8602.19788131729,0.0,36914.2070276209
590400.0,0.0,677.072564879995,0.0,0.0,0.0,0.0,0.0,0.0,26.7254998996297,29.0675635628265,8215.69349322328,0.0,44058.7297341901
594000.0,0.0,581.726481038477,0.0,0.0,0.0,0.0,0.0,0.0,26.6362868357596,28.936884758483,7756.71231169363,0.0,44851.102666955
597600.0,0.0,391.829799426317,0.0,0.0,0.0,0.0,0.0,0.0,26.5348810935794,28.7872725477302,7376.36943803293,0.0,44274.7728142684
601200.0,0.0,368.826229542418,0.0,0.0,0.0,0.0,0.0,0.0,26.4473747671198,28.665193775003,7076.04318950571,0.0,43947.7501423081
604800.0,0.0,350.664559407213,0.0,0.0,0.0,0.0,0.0,0.0,26.3662382609086,28.5555140440778,6903.87652732685,0.0,43754.6332414346
608400.0,0.0,344.923493763388,0.0,0.0,0.0,0.0,0.0,0.0,26.3122069123338,28.491593045732,6873.50920317131,0.0,43717.6072816699
612000.0,0.0,329.983903422828,0.0,0.0,0.0,0.0,0.0,0.0,26.2626923286794,28.4333536805252,6639.70994439152,0.0,43465.5573324385
615600.0,0.0,289.41311759605,0.0,0.0,0.0,0.0,0.0,0.0,26.14942939454,28.2720006557911,5991.02882679137,0.0,42767.1585328313
619200.0,0.0,254.625211544332,0.0,0.0,0.0,0.0,0.0,0.0,26.0384169472628,28.1180137190787,5454.00086516062,0.0,42187.6082555574
622800.0,0.0,236.879971310034,0.0,0.0,0.0,0.0,0.0,0.0,25.9727383501931,28.0391890946451,5243.90934328952,0.0,41956.8728215361
626400.0,0.0,195.268365507263,0.0,0.0,0.0,0.0,0.0,0.0,25.8694121058406,27.8972411665075,4870.61568118275,0.0,41516.0841399905
630000.0,38.6374999999999,84.9819359111112,327.2697122564462,330.09645,3714.5539283499993,4252.11939999999,2236.1086800000003,607.59180078,23.7798915733795,27.364811778475,12456.9921073794,7445.274626349584,70107.6851568119
633600.0,0.0,881.7465837689397,764.2136743111716,660.192899999999,5782.91185669999,4252.11939999999,4472.217360000001,1215.1836015600002,24.3772615410433,25.0540828596239,24886.9827458473,9725.290346259173,130805.854733447
637200.0,25.9028974091689,959.7670048010045,846.6008530001556,660.192899999999,5782.91185669999,4252.11939999999,4472.217360000001,1215.1836015600002,24.6889462590618,24.6495363436507,32645.458557068,9725.290346259173,130617.756617918
640800.0,677.7903775840304,1031.6524059726096,929.994872828214,660.192899999999,5782.91185669999,4252.11939999999,4472.217360000001,1215.1836015600002,25.6245054918195,24.597700375673,42609.5738985818,9725.290346259173,130516.162473739
644400.0,1195.425,1252.4988592116586,1070.0275356852296,660.192899999999,5782.91185669999,4252.11939999999,4472.217360000001,1215.1836015600002,26.6635048433619,24.6363066174038,53314.7058443023,9725.290346259173,129724.848472667
648000.0,1195.425,1367.8111258681145,1120.0614597700594,660.192899999999,5782.91185669999,4252.11939999999,4472.217360000001,1215.1836015600002,27.1758490827747,24.7935909293274,58771.5088637294,9725.290346259173,125041.332547556
