timestamp(s),cooling,ventilation
0.0,2957.1666666666665,0.0
3600.0,2230.0,0.0
7200.0,2221.0833333333335,0.0
10800.0,2213.1666666666665,0.0
14400.0,2180.4166666666665,0.0
18000.0,2191.75,0.0
21600.0,2845.6666666666665,0.0
25200.0,1382.5833333333335,0.0
28800.0,2041.5,324.75
32400.0,,
36000.0,,
39600.0,,
43200.0,,
46800.0,,
50400.0,,
54000.0,,
57600.0,,
61200.0,,
64800.0,,
68400.0,,
72000.0,,
75600.0,,
79200.0,,
82800.0,,
86400.0,,
90000.0,,
93600.0,,
97200.0,,
100800.0,,
104400.0,,
108000.0,,
111600.0,,
115200.0,,
118800.0,3483.4166666666665,7101.25
122400.0,5965.416666666666,9627.083333333334
126000.0,6956.25,9633.166666666666
129600.0,7912.333333333334,9615.333333333332
133200.0,14039.583333333334,10437.083333333334
136800.0,10321.916666666666,10396.166666666664
140400.0,9407.416666666668,10442.666666666668
144000.0,9261.916666666666,10124.416666666666
147600.0,9084.333333333334,9979.333333333334
151200.0,8150.75,10022.333333333334
154800.0,7335.0,7794.999999999999
158400.0,5131.833333333333,2242.3333333333335
162000.0,2175.666666666667,0.0
165600.0,1439.3333333333335,0.0
169200.0,2164.5,0.0
172800.0,2069.0,0.0
176400.0,1361.3333333333333,0.0
180000.0,1358.4166666666665,0.0
183600.0,1397.5833333333333,0.0
187200.0,1397.5,0.0
190800.0,701.8333333333334,0.0
194400.0,1310.3333333333335,0.0
198000.0,8660.166666666666,5086.916666666666
201600.0,4741.666666666666,10617.333333333334
205200.0,4853.0,9820.416666666668
208800.0,5901.583333333333,10629.166666666666
212400.0,4672.333333333334,9661.666666666666
216000.0,0.0,10422.416666666668
219600.0,13701.833333333332,10411.0
223200.0,9813.333333333334,10383.0
226800.0,8832.666666666666,9487.166666666666
230400.0,8067.5,9181.083333333334
234000.0,8997.0,9093.083333333334
237600.0,8856.583333333332,9943.499999999998
241200.0,7103.583333333334,7740.583333333334
244800.0,4721.083333333334,2574.583333333333
248400.0,1611.9166666666667,1116.25
252000.0,3801.333333333333,0.0
255600.0,2237.25,0.0
259200.0,1510.0833333333333,0.0
262800.0,1491.3333333333333,0.0
266400.0,2996.583333333333,0.0
270000.0,3754.5,0.0
273600.0,2265.6666666666665,0.0
277200.0,2919.2499999999995,0.0
280800.0,3685.166666666667,0.0
284400.0,9466.833333333334,5012.916666666667
288000.0,5962.999999999999,10451.666666666666
291600.0,7709.0,10480.666666666668
295200.0,2371.25,9548.500000000002
298800.0,21286.5,10362.25
302400.0,15797.166666666668,10414.166666666666
306000.0,18265.666666666664,10362.25
309600.0,13577.583333333334,9504.083333333334
313200.0,10365.000000000002,9143.333333333334
316800.0,9252.833333333334,3068.75
320400.0,5842.416666666667,1734.8333333333333
324000.0,5770.499999999999,1904.8333333333333
327600.0,5575.583333333333,1910.9166666666667
331200.0,2417.6666666666665,316.83333333333337
334800.0,2345.583333333333,0.0
338400.0,2206.4166666666665,0.0
342000.0,3642.4166666666665,0.0
345600.0,1539.9166666666667,0.0
349200.0,2945.9166666666665,0.0
352800.0,2968.833333333333,0.0
356400.0,1930.5833333333335,0.0
360000.0,1308.0833333333333,0.0
363600.0,2813.0000000000005,0.0
367200.0,2902.3333333333335,0.0
370800.0,2744.0833333333335,5600.166666666667
374400.0,3333.1666666666665,6768.916666666666
378000.0,2864.3333333333335,6752.916666666667
381600.0,4536.166666666667,6689.666666666667
385200.0,5465.416666666666,6686.75
388800.0,3951.6666666666665,6111.25
392400.0,3230.4166666666665,1102.6666666666665
396000.0,3102.6666666666665,0.0
399600.0,2402.666666666667,0.0
403200.0,2300.3333333333335,0.0
406800.0,3063.3333333333335,0.0
410400.0,1478.6666666666667,0.0
414000.0,2205.916666666667,0.0
417600.0,2202.5833333333335,0.0
421200.0,2143.5,0.0
424800.0,2779.75,0.0
428400.0,1947.25,0.0
432000.0,1866.0,0.0
435600.0,1968.1666666666665,0.0
439200.0,389.5833333333333,0.0
442800.0,1869.5,0.0
446400.0,2038.75,0.0
450000.0,1310.0833333333335,0.0
453600.0,2075.0,0.0
457200.0,2931.0,5686.833333333333
460800.0,2620.0,6836.5
464400.0,2025.333333333333,5655.0
468000.0,2862.9166666666665,6751.999999999999
471600.0,4744.083333333333,6713.416666666668
475200.0,3983.2499999999995,6662.250000000001
478800.0,1352.5833333333333,1113.1666666666665
482400.0,4082.5,0.0
486000.0,2413.333333333333,0.0
489600.0,3704.0833333333335,0.0
