timestamp(s),cooling,ventilation
0.0,1356.6234891565,0.0
3600.0,1353.57356693839,0.0
7200.0,1350.59122607894,0.0
10800.0,1347.19703406852,0.0
14400.0,1343.59810217134,0.0
18000.0,1340.00828979277,0.0
21600.0,1337.90076590338,0.0
25200.0,1312.73229931382,4304.38242203333
28800.0,1312.43124302423,4304.38242203333
32400.0,1315.06391653739,4304.38242203333
36000.0,1504.16948333633,4304.38242203333
39600.0,3538.5377775213,4304.38242203333
43200.0,5082.10368521178,4304.38242203333
46800.0,6464.44821803424,4304.38242203333
50400.0,6490.77959880161,4304.38242203333
54000.0,5585.8569101188,4304.38242203333
57600.0,1457.87807929083,0.0
61200.0,1387.86678074239,0.0
64800.0,1381.25723188294,0.0
68400.0,1375.27569450313,0.0
72000.0,1370.81851320568,0.0
75600.0,1363.53562286319,0.0
79200.0,1354.68052699857,0.0
82800.0,1348.37791144347,0.0
86400.0,1431.08338637623,0.0
90000.0,1494.6021891934,0.0
93600.0,1487.4118269538,0.0
97200.0,1480.77132384592,0.0
100800.0,1478.81024312644,0.0
104400.0,1479.21279641778,0.0
108000.0,1485.13435569236,0.0
111600.0,1457.1414355652,7676.0670238208295
115200.0,1447.35320542705,9945.030980320811
118800.0,1481.18048745575,9945.030980320811
122400.0,1971.51841525282,9945.030980320811
126000.0,6279.58992730421,9945.030980320811
129600.0,9953.50571565998,9945.030980320811
133200.0,13379.8708855586,9945.030980320811
136800.0,13612.7923132918,9945.030980320811
140400.0,11510.3620882061,9945.030980320811
144000.0,8461.94278163586,9945.030980320811
147600.0,5133.83119815666,9945.030980320811
151200.0,2249.11225750589,9945.030980320811
154800.0,1627.07679725641,7792.839769304127
158400.0,1603.38950615649,2355.066057212499
162000.0,1594.2174794843,0.0
165600.0,1584.81710248591,0.0
169200.0,1573.76869557795,0.0
172800.0,1562.90477089164,0.0
176400.0,1555.26078435068,0.0
180000.0,1549.11080150513,0.0
183600.0,1542.8909251066,0.0
187200.0,1537.27286460051,0.0
190800.0,1532.85473955319,0.0
194400.0,1532.87998179325,0.0
198000.0,1497.21598277781,7676.067023820829
201600.0,1494.98793805076,9945.030980320811
205200.0,1506.29084800933,9945.030980320811
208800.0,1543.48252543743,9945.030980320811
212400.0,4783.60548483011,9945.030980320811
216000.0,10666.4090457963,9945.030980320811
219600.0,13302.2306806545,9945.030980320811
223200.0,16683.4614489708,9945.030980320811
226800.0,18154.6150765017,9945.030980320811
230400.0,16313.5497244143,9945.030980320811
234000.0,13911.8756176514,9945.030980320811
237600.0,11992.2558696625,9945.030980320811
241200.0,8055.41255233332,7792.83976930415
