init_gap,cont_gap,low,mad,frechet_euclidean,frechet_manhattan,frechet_lca_euclidean,frechet_lca_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,p2p_mean_lca_euclidean_mean,p2p_mean_lca_euclidean_std,p2p_mean_lca_euclidean_max,p2p_mean_lca_manhattan_mean,p2p_mean_lca_manhattan_std,p2p_mean_lca_manhattan_max,percentage_gaps,percentage_gaps_lca,percentage_matched_snapshots,percentage_matched_snapshots_lca,percentage_mismatched_snapshots,percentage_mismatched_snapshots_lca
0.0,-1.0,200,0.1,0.0961380000000003,0.0961380000000003,0.0,0.0,0,0,0,0,0.02312726865671616,0.022867860319578232,0.0961380000000003,0.02312726865671616,0.022867860319578232,0.0961380000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.1438848920863265,-10.256410256410263,77.12230215827338,0.0,22.73381294964029,110.25641025641026
0.0,-1.0,200,0.12000000000000001,0.1098719999999998,0.1098719999999998,0.1196819999999999,0.1196819999999999,0,0,0,0,0.023957988909426728,0.024342093503192844,0.1196819999999999,0.023957988909426728,0.024342093503192844,0.1196819999999999,0.11301119999999995,0.007002993399968432,0.1196819999999999,0.11301119999999995,0.007002993399968432,0.1196819999999999,0.1438848920863407,-10.256410256410263,77.84172661870502,6.41025641025641,22.014388489208635,103.84615384615385
0.0,-1.0,200,0.14,0.1196819999999999,0.1196819999999999,0.1343970000000004,0.1343970000000004,0,0,0,0,0.024922730769230517,0.026229630070799037,0.1343970000000004,0.024922730769230517,0.026229630070799037,0.1343970000000004,0.1203359999999999,0.010247159508859148,0.1343970000000004,0.1203359999999999,0.010247159508859148,0.1343970000000004,0.14388489208633004,-10.256410256410263,78.56115107913669,11.538461538461538,21.294964028776977,98.71794871794873
0.0,-1.0,200,0.16000000000000003,0.1196819999999999,0.1196819999999999,0.1530359999999994,0.1530359999999994,0,0,0,0,0.025820390909090656,0.028163026737678554,0.15347599999999942,0.025820390909090656,0.028163026737678554,0.15347599999999942,0.12538963636363618,0.014325276315105771,0.1530359999999994,0.12538963636363618,0.014325276315105771,0.1530359999999994,0.1438848920863336,-10.256410256410263,79.13669064748201,14.102564102564102,20.719424460431654,96.15384615384616
0.0,-1.0,200,0.18000000000000002,0.1196819999999999,0.1196819999999999,0.1628459999999995,0.1628459999999995,0,0,0,0,0.026592770343580218,0.029972763908494564,0.17509500000000058,0.026592770343580218,0.029972763908494564,0.17509500000000058,0.1285109999999998,0.017183842221691763,0.1628459999999995,0.1285109999999998,0.017183842221691763,0.1628459999999995,0.14388489208632294,-10.256410256410248,79.56834532374101,15.384615384615385,20.287769784172664,94.87179487179486
0.0,-1.0,200,0.2,0.14670799999999912,0.14670799999999912,0.1962000000000001,0.1962000000000001,0,0,0,0,0.028101096774193302,0.03379520478367562,0.19962,0.028101096774193302,0.03379520478367562,0.19962,0.14482012499999986,0.03199901665847531,0.1962000000000001,0.14482012499999986,0.03199901665847531,0.1962000000000001,0.1438848920863407,-10.256410256410263,80.28776978417265,20.51282051282051,19.568345323741006,89.74358974358975
