trace_length,execution_time,process_time,mem_usage,mem_dif,number_snaps
10000,163.59911704063416,163.573514389,1783.8828125,1533.98046875,10000
10000,163.19750833511353,163.19530809300002,1784.0703125,1533.98046875,10000
10000,171.12981581687927,171.12827453499995,1783.77734375,1533.98046875,10000
10000,163.02562260627747,163.022391706,1783.50390625,1533.98046875,10000
10000,164.14342164993286,164.141787128,1783.73828125,1533.98046875,10000
10000,168.16936779022217,168.167583777,1783.74609375,1533.98046875,10000
10000,164.16186499595642,164.159636632,1783.81640625,1533.98046875,10000
10000,163.75314831733704,163.749771629,1783.703125,1533.98046875,10000
1000,1.6459031105041504,1.6458798160000008,264.4453125,15.984375,1000
1000,1.6208884716033936,1.6208664230000007,264.546875,15.984375,1000
1000,1.617483139038086,1.6174706170000004,264.33203125,15.984375,1000
1000,1.6230337619781494,1.6230128090000004,264.3671875,15.984375,1000
1000,1.6353535652160645,1.635206557,264.35546875,15.984375,1000
1000,1.6392982006072998,1.6392351189999983,264.5234375,16.2421875,1000
1000,1.709712266921997,1.709697094000001,264.03125,15.984375,1000
1000,1.616579532623291,1.6165105729999991,264.58984375,15.984375,1000
100,0.0172858238220214,0.0172741109999989,248.26171875,0.2578125,100
100,0.0173768997192382,0.0173634329999998,248.4921875,0.38671875,100
100,0.0172464847564697,0.0172339669999992,248.41015625,0.0,100
100,0.0256774425506591,0.0256541919999993,248.06640625,0.0,100
100,0.0169486999511718,0.0169397679999985,248.55078125,0.48828125,100
100,0.0172419548034667,0.0172304459999992,248.57421875,0.4296875,100
100,0.0172269344329834,0.0172156379999997,248.6796875,0.2578125,100
100,0.0180737972259521,0.0180613340000004,247.984375,0.375,100
1500,3.648087739944458,3.648068738000001,284.38671875,35.578125,1500
1500,3.721808910369873,3.721742481,284.48046875,35.578125,1500
1500,3.7128963470458975,3.712826113,284.5859375,35.578125,1500
1500,3.6118063926696777,3.611783031,284.609375,35.578125,1500
1500,3.628833770751953,3.628812333999999,285.1640625,35.578125,1500
1500,3.7306060791015625,3.730495082999999,284.296875,35.578125,1500
1500,3.71520471572876,3.715160967000001,284.8203125,35.578125,1500
1500,3.6579320430755615,3.657854552,284.27734375,35.578125,1500
2000,6.484712839126587,6.484557475999999,311.6171875,62.90625,2000
2000,6.419527053833008,6.419429474999999,311.421875,62.90625,2000
2000,6.430188894271851,6.430134442,311.62109375,62.90625,2000
2000,6.621746778488159,6.621676382999999,311.875,62.90625,2000
2000,6.544068098068237,6.543994952999999,311.765625,62.90625,2000
2000,6.653116464614868,6.652749138000001,311.76953125,62.90625,2000
2000,6.545015096664429,6.54488699,312.39453125,62.6484375,2000
2000,6.425826549530029,6.425713232000001,311.29296875,62.90625,2000
200,0.0645756721496582,0.0645518710000008,248.9140625,0.9609375,200
