dt-timestamp(s),dt-accel(m/s2),pt-timestamp(s),pt-accel(m/s2),operation
0.0,0.0,-,-,Deletion
0.1,0.0,-,-,Deletion
0.2,0.0,-,-,Deletion
0.3,0.0,-,-,Deletion
0.4,0.0,-,-,Deletion
0.5,0.0,-,-,Deletion
0.6,0.0,-,-,Deletion
0.7,0.0,-,-,Deletion
0.8,0.0,-,-,Deletion
0.9,0.0,-,-,Deletion
1.0,0.0,-,-,Deletion
1.1,0.0,-,-,Deletion
1.2,0.0,-,-,Deletion
1.3,0.0,-,-,Deletion
1.4,0.0,-,-,Deletion
1.5,0.0,0.0,0.0049049999999994,Match
1.6,0.0,0.099000000001979,0.0049049999999994,Match
1.7,0.0,0.1979999999966821,0.0049049999999994,Match
1.8,0.0,0.3220000000001164,-0.0049049999999994,Match
1.9,0.0,0.3949999999967986,-0.0049049999999994,Match
2.0,0.0,0.4959999999991851,0.0049049999999994,Match
2.1,0.0,0.591999999996915,-0.0049049999999994,Match
2.2,0.0,0.6929999999993015,-0.0049049999999994,Match
2.3,0.0,0.7900000000008731,0.0049049999999994,Match
2.4,0.0,0.9099999999962164,-0.0049049999999994,Match
2.5,0.0,0.9870000000009896,0.0,Match
2.6,0.0,1.0869999999995343,0.0049049999999994,Match
2.7,0.0,1.1849999999976717,-0.00981,Match
2.8,0.0,1.2839999999996508,-0.0049049999999994,Match
2.9,0.0,1.3830000000016298,-0.0049049999999994,Match
3.0,0.0,1.514999999999418,0.0,Match
3.1,0.0,1.5800000000017462,-0.00981,Match
3.2,0.0,1.678999999996449,0.0098099999999989,Match
3.3,0.0,1.7779999999984284,0.0,Match
3.4,0.0,1.8770000000004077,0.0,Match
3.5,0.0,1.9760000000023863,0.0,Match
3.6,0.0,2.105999999999767,-0.0049049999999994,Match
3.7,0.0,2.173000000002503,-0.0049049999999994,Match
3.8,0.0,2.2710000000006403,0.0,Match
3.9,0.0,2.370999999999185,0.0,Match
4.0,0.0,2.4689999999973224,0.0,Match
4.1,0.0,2.567999999999301,0.0,Match
4.2,0.0,2.667000000001281,-0.0049049999999994,Match
4.3,0.0,2.767999999996391,-0.0049049999999994,Match
4.4,0.0,2.8649999999979627,0.0,Match
4.5,0.0,2.963999999999942,0.0,Match
4.6,0.0,3.063000000001921,-0.00981,Match
4.7,0.0,3.161000000000058,0.0,Match
4.8,0.0,3.2600000000020373,0.0,Match
4.9,0.0,3.381999999997788,-0.0049049999999994,Match
5.0,0.0,3.4579999999987194,-0.00981,Match
5.1,0.0,3.5570000000006985,0.0098099999999989,Match
5.2,0.0,3.6559999999954016,-0.01962,Match
5.3,0.0,3.7839999999996503,0.0147150000000005,Match
5.4,0.0,3.852999999995518,0.0147150000000005,Match
5.5,0.0,3.951999999997497,0.0098099999999989,Match
5.6,0.0,4.050999999999476,0.0049049999999994,Match
5.7,0.0,4.173999999999069,0.0,Match
5.8,0.0,4.2479999999995925,0.0049049999999994,Match
5.9,0.0,4.347999999998137,-0.0049049999999994,Match
6.0,0.0,4.445999999996275,0.0098099999999989,Match
6.1,0.0,4.557999999997264,0.0049049999999994,Match
6.2,0.0,4.644000000000233,-0.00981,Match
6.3,-0.0695,-,-,Deletion
6.4,-0.139,-,-,Deletion
6.5,-0.2085,4.754000000000815,-0.1294919999999999,Match
6.6,-0.278,4.841000000000349,-0.2393639999999998,Match
6.7,-0.3475,4.97899999999936,-0.297243,Match
6.8,-0.417,-,-,Deletion
6.9,-0.4865,5.038999999997031,-0.445374,Match
7.0,-0.556,-,-,Deletion
7.1,-0.6255,-,-,Deletion
7.2,-0.6255,-,-,Deletion
7.3,-0.6255,-,-,Deletion
7.4,-0.6255,-,-,Deletion
7.5,-0.6255,5.1379999999990105,-0.5650559999999999,Match
7.6,-0.6255,5.235999999997148,-0.6660989999999997,Match
7.7,-0.6255,5.347000000001572,-0.6513840000000002,Match
7.8,-0.6255,5.432999999997264,-0.7328069999999999,Match
7.9,-0.6255,5.563999999998487,-0.6278399999999995,Match
8.0,-0.6255,5.631999999997788,-0.7328069999999999,Match
8.1,-0.6255,5.7299999999959255,-0.6562889999999997,Match
8.2,-0.6255,5.8289999999979045,-0.7328069999999999,Match
8.3,-0.6255,5.926999999996042,-0.742617,Match
8.4,-0.6255,6.027000000001863,-0.6994530000000003,Match
8.5,-0.6255,6.163000000000466,-0.5984100000000006,Match
8.6,-0.6255,6.224000000001979,-0.4885379999999996,Match
8.7,0.0,6.322999999996682,-0.4836330000000001,Mismatch
8.8,0.0,6.421999999998661,-0.297243,Mismatch
8.9,0.0,6.519999999996799,-0.2109149999999996,Mismatch
9.0,0.0,6.619999999995343,-0.0765180000000003,Match
9.1,0.0,6.718000000000757,0.0098099999999989,Match
9.2,0.0,6.815999999998894,0.0049049999999994,Match
9.3,0.0,6.915999999997439,-0.0235439999999995,Match
9.4,0.0,7.032999999995809,0.028448999999999,Match
9.5,0.0,7.112999999997555,-0.0480690000000001,Match
9.6,0.0,7.211999999999534,0.0529740000000007,Match
9.7,0.0,7.311000000001513,0.0,Match
9.8,0.0,7.409999999996216,0.0147150000000005,Match
9.9,0.0,7.50800000000163,0.0098099999999989,Match
10.0,0.0,7.622999999999592,0.0049049999999994,Match
10.1,0.0,7.705999999998312,0.0382590000000001,Match
10.2,0.0,7.805000000000291,0.0,Match
10.3,0.0,7.902999999998428,0.0049049999999994,Match
10.4,0.0,8.01299999999901,-0.0382590000000001,Match
10.5,0.0,8.101000000002387,0.0333540000000006,Match
10.6,0.0,8.19999999999709,-0.0235439999999995,Match
