init_gap,cont_gap,low,mad_xPos,mad_yPos,mad_angle,mad_speed,mad_isMoving,mad_distance,mad_bump,mad_light,frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots,execution_time,process_time,trace_length
-1.0,-0.1,200,3.0,3.0,0.15,3.0,0.1,1.5,0.1,0.15,2.919184367250551,3.351499999999999,2.857142857142857,2.9485382057928993,20,7,1.6346841605748166,0.8516863370421462,3.432706468662883,1.8710824175824172,1.0568817685332124,4.694599999999998,4.716981132075466,85.84905660377359,9.433962264150944,0.5542397499084473,0.5542043999999997,212
