init_gap,cont_gap,low,mad_xPos,mad_yPos,mad_angle,mad_speed,mad_isMoving,mad_distance,mad_bump,mad_light,frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots,execution_time,process_time,trace_length
-1.0,-0.1,200,3.0,3.0,0.15,3.0,0.1,1.5,0.1,0.15,0.006652818951392167,0.009400000000000297,0,0,0,0,0.003869964540083817,0.0013701938046377894,0.006652818951392167,0.0050716981132076545,0.0020206600227975057,0.009400000000000297,0.0,100.0,0.0,0.2999885082244873,0.2999636999999993,212
