init_gap,cont_gap,low,mad_xPos,mad_yPos,mad_angle,mad_speed,mad_isMoving,mad_distance,mad_bump,mad_light,frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots,execution_time,process_time,trace_length
-1.0,-0.1,200,3.0,3.0,0.15,3.0,0.1,1.5,0.1,0.15,0.010409434162532668,0.01472079000000015,0,0,0,0,0.005914943601263919,0.0020775702229432168,0.010409434162532668,0.0077601449537038234,0.0029521398118433732,0.01472079000000015,0.0,100.0,0.0,0.38668084144592285,0.38664200000000015,216
