mad_accel(m/s2),mad_timestamp(s),low,init_gap,cont_gap,frechet_euclidean,frechet_manhattan,frechet_lca_euclidean,frechet_lca_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,p2p_mean_lca_euclidean_mean,p2p_mean_lca_euclidean_std,p2p_mean_lca_euclidean_max,p2p_mean_lca_manhattan_mean,p2p_mean_lca_manhattan_std,p2p_mean_lca_manhattan_max,percentage_gaps,percentage_gaps_lca,percentage_matched_snapshots,percentage_matched_snapshots_lca,percentage_mismatched_snapshots,percentage_mismatched_snapshots_lca
0.0,0.0,200,-1.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1438848920863336,0.0,0.0,0.0,99.85611510791367,100.0
0.02,0.02,200,-1.0,-0.1,0.01962,0.01962,0.01416800000000007,0.01416800000000007,3.2,2.4819347291981715,16,5,0.008927113207547169,0.006099203140308805,0.01962,0.008927113207547169,0.006099203140308805,0.01962,0.008922333333333365,0.0041321362782733035,0.01416800000000007,0.008922333333333365,0.0041321362782733035,0.01416800000000007,1.294964028776974,3.125,53.38129496402878,7.03125,45.32374100719424,89.84375
0.04,0.04,200,-1.0,-0.1,0.038259,0.038259,0.03280700000000003,0.03280700000000003,4.0,2.7386127875258306,16,4,0.013896451219512196,0.010447981739966689,0.038259,0.013896451219512196,0.010447981739966689,0.038259,0.018558050000000027,0.009075629787926552,0.03280700000000003,0.018558050000000027,0.009075629787926552,0.03280700000000003,1.2949640287769775,5.46875,70.79136690647482,15.625,27.913669064748202,78.90625
0.06,0.06,200,-1.0,-0.1,0.05996699999999999,0.05996699999999999,0.05996699999999999,0.05996699999999999,4.4,2.244994432064365,22,5,0.017875606761565837,0.014927002848506251,0.05996699999999999,0.017875606761565837,0.014927002848506251,0.05996699999999999,0.028535628571428592,0.016062603041289432,0.05996699999999999,0.028535628571428592,0.016062603041289432,0.05996699999999999,1.7266187050359711,8.59375,80.86330935251799,27.34375,17.41007194244604,64.0625
0.08,0.08,200,-1.0,-0.1,0.076518,0.076518,0.076518,0.076518,4.4,2.244994432064365,22,5,0.02054921212121212,0.018368252538697713,0.07867200000000002,0.02054921212121212,0.018368252538697713,0.07867200000000002,0.04679845454545455,0.022861465927163163,0.07867200000000002,0.04679845454545455,0.022861465927163163,0.07867200000000002,1.7266187050359711,8.59375,85.46762589928058,51.5625,12.805755395683452,39.84375
0.1,0.1,200,-1.0,-0.1,0.09449200000000002,0.09449200000000002,0.09449200000000002,0.09449200000000002,30.5,40.54626986542659,244,8,0.023360582593250443,0.021075959546807514,0.09449200000000002,0.023360582593250443,0.021075959546807514,0.09449200000000002,0.04374479310344827,0.02814420400627541,0.09449200000000002,0.04374479310344827,0.02814420400627541,0.09449200000000002,17.6978417266187,2.34375,81.00719424460432,90.625,1.2949640287769784,7.03125
0.12,0.12,200,-1.0,-0.1,0.109872,0.109872,0.109872,0.109872,27.11111111111111,38.66794378478392,244,9,0.024051970070422535,0.02239781022427001,0.109872,0.024051970070422535,0.02239781022427001,0.109872,0.046318247933884296,0.03022404457739259,0.109872,0.046318247933884296,0.03022404457739259,0.109872,17.6978417266187,2.34375,81.72661870503597,94.53125,0.5755395683453237,3.125
0.14,0.14,200,-1.0,-0.1,0.109872,0.109872,0.129492,0.129492,22.181818181818183,36.4986131288653,244,11,0.024413329824561403,0.023216010213839726,0.129492,0.024413329824561403,0.023216010213839726,0.129492,0.04767066666666667,0.03176941976092417,0.129492,0.04767066666666667,0.03176941976092417,0.129492,17.697841726618712,2.34375,82.01438848920863,96.09375,0.28776978417266186,1.5625
0.16,0.16,200,-1.0,-0.1,0.109872,0.109872,0.129492,0.129492,20.333333333333332,35.076899647615505,244,12,0.0243892350877193,0.02324365430861546,0.129492,0.0243892350877193,0.02324365430861546,0.129492,0.04767066666666667,0.03176941976092417,0.129492,0.04767066666666667,0.03176941976092417,0.129492,17.697841726618712,2.34375,82.01438848920863,96.09375,0.28776978417266186,1.5625
0.18,0.18,200,-1.0,-0.1,0.124085,0.124085,0.129492,0.129492,17.428571428571427,32.884460693495356,244,14,0.024599073555166374,0.02405453755290791,0.172656,0.024599073555166374,0.02405453755290791,0.172656,0.0486786129032258,0.03355769790316126,0.172656,0.0486786129032258,0.03355769790316126,0.172656,17.69784172661871,2.34375,82.15827338129496,96.875,0.14388489208633093,0.78125
