mad_accel(m/s2),mad_timestamp(s),low,init_gap,cont_gap,frechet_euclidean,frechet_manhattan,frechet_lca_euclidean,frechet_lca_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,p2p_mean_lca_euclidean_mean,p2p_mean_lca_euclidean_std,p2p_mean_lca_euclidean_max,p2p_mean_lca_manhattan_mean,p2p_mean_lca_manhattan_std,p2p_mean_lca_manhattan_max,percentage_gaps,percentage_gaps_lca,percentage_matched_snapshots,percentage_matched_snapshots_lca,percentage_mismatched_snapshots,percentage_mismatched_snapshots_lca
0.0,0.0,200,-1.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09233610341642873,0.0,0.0,0.0,99.90766389658357,100.0
0.02,0.02,200,-1.0,-0.1,0.01962,0.01962,0.019274999999999987,0.019274999999999987,8.0,10.968486327096018,104,13,0.007477059154929577,0.005563733088837444,0.01962,0.007477059154929577,0.005563733088837444,0.01962,0.010373790322580645,0.006021538840232003,0.019274999999999987,0.010373790322580645,0.006021538840232003,0.019274999999999987,4.893813481071106,0.0,65.55863342566943,31.472081218274113,29.547553093259467,68.52791878172589
0.04,0.04,200,-1.0,-0.1,0.038259,0.038259,0.03553499999999998,0.03553499999999998,5.5,9.426027795418387,110,20,0.011169989702517162,0.009584163204622818,0.038259,0.011169989702517162,0.009584163204622818,0.038259,0.01614618691588785,0.009403650695074178,0.03553499999999998,0.01614618691588785,0.009403650695074178,0.03553499999999998,5.170821791320414,1.015228426395943,80.7017543859649,54.314720812182735,14.127423822714682,44.67005076142132
0.06,0.06,200,-1.0,-0.1,0.05904599999999999,0.05904599999999999,0.05904599999999999,0.05904599999999999,5.238095238095238,9.267992857678372,110,21,0.014580913900414936,0.01417955244824844,0.05904599999999999,0.014580913900414936,0.01417955244824844,0.05904599999999999,0.022178310606060608,0.015332498636107915,0.05904599999999999,0.022178310606060608,0.015332498636107915,0.05904599999999999,5.1708217913203995,1.5228426395939039,89.01200369344414,67.00507614213198,5.8171745152354575,31.472081218274113
0.08,0.08,200,-1.0,-0.1,0.077154,0.077154,0.077154,0.077154,5.238095238095238,9.267992857678372,110,21,0.016376726178535608,0.017010261342291184,0.077154,0.016376726178535608,0.017010261342291184,0.077154,0.03150989090909091,0.023255842529779854,0.077154,0.03150989090909091,0.023255842529779854,0.077154,5.170821791320407,1.5228426395939145,92.05909510618652,83.75634517766497,2.7700831024930745,14.720812182741117
0.1,0.1,200,-1.0,-0.1,0.096138,0.096138,0.096138,0.096138,5.238095238095238,9.267992857678372,110,21,0.017621146798029556,0.019250499859548836,0.096138,0.017621146798029556,0.019250499859548836,0.096138,0.03666667032967033,0.027416419907013594,0.096138,0.03666667032967033,0.027416419907013594,0.096138,5.170821791320407,1.5228426395939128,93.72114496768236,92.38578680203045,1.10803324099723,6.091370558375635
0.12,0.12,200,-1.0,-0.1,0.096138,0.096138,0.096138,0.096138,5.5,9.431330765061738,110,20,0.01780871583087512,0.01961836124030342,0.11809199999999997,0.01780871583087512,0.01961836124030342,0.11809199999999997,0.03749638043478261,0.02811594176694471,0.11809199999999997,0.03749638043478261,0.02811594176694471,0.11809199999999997,5.170821791320407,1.522842639593902,93.90581717451524,93.4010152284264,0.9233610341643583,5.0761421319796955
0.14,0.14,200,-1.0,-0.1,0.134397,0.134397,0.096138,0.096138,5.7894736842105265,10.89460971194578,110,19,0.018227560903732808,0.0203508515798787,0.134397,0.018227560903732808,0.0203508515798787,0.134397,0.03931944324324325,0.029430531973744366,0.134397,0.03931944324324325,0.029430531973744366,0.134397,5.1708217913203995,1.5228426395939039,93.99815327793168,93.90862944162437,0.8310249307479225,4.568527918781726
0.16,0.16,200,-1.0,-0.1,0.13663999999999998,0.13663999999999998,0.096138,0.096138,6.111111111111111,11.114999319682534,110,18,0.01871135357492654,0.02169700210892173,0.157941,0.01871135357492654,0.02169700210892173,0.157941,0.041107978723404257,0.03240670859838127,0.157941,0.041107978723404257,0.03240670859838127,0.157941,5.170821791320407,1.5228426395939083,94.27516158818098,95.43147208121827,0.554016620498615,3.0456852791878175
0.18,0.18,200,-1.0,-0.1,0.13663999999999998,0.13663999999999998,0.096138,0.096138,6.875,11.714707636129893,110,16,0.01916946627565982,0.022831535892248015,0.162846,0.01916946627565982,0.022831535892248015,0.162846,0.042389431578947374,0.03454706201756263,0.162846,0.042389431578947374,0.03454706201756263,0.162846,5.170821791320407,1.5228426395939119,94.45983379501385,96.44670050761421,0.3693444136657433,2.030456852791878
