mad_accel(m/s2),mad_timestamp(s),low,init_gap,cont_gap,frechet_euclidean,frechet_manhattan,frechet_lca_euclidean,frechet_lca_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,p2p_mean_lca_euclidean_mean,p2p_mean_lca_euclidean_std,p2p_mean_lca_euclidean_max,p2p_mean_lca_manhattan_mean,p2p_mean_lca_manhattan_std,p2p_mean_lca_manhattan_max,percentage_gaps,percentage_gaps_lca,percentage_matched_snapshots,percentage_matched_snapshots_lca,percentage_mismatched_snapshots,percentage_mismatched_snapshots_lca
0.0,0.0,200,-1.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05042864346948761,0.0,0.0,0.0,99.94957135653051,100.0
0.02,0.02,200,-1.0,-0.1,0.01962,0.01962,0.01869899999999909,0.01869899999999909,9.2,19.135307679783985,138,15,0.010337985451760838,0.006097958959036874,0.01962,0.010337985451760838,0.006097958959036874,0.01962,0.008479038961039038,0.0052648097126267645,0.01869899999999909,0.008479038961039038,0.0052648097126267645,0.01869899999999909,3.5300050428643495,4.557640750670245,65.85980837115481,20.64343163538874,30.610186585980838,74.79892761394102
0.04,0.04,200,-1.0,-0.1,0.038983999999999824,0.038983999999999824,0.038983999999999824,0.038983999999999824,6.137931034482759,14.450209729849009,178,29,0.01397757559523785,0.00935849225183307,0.038983999999999824,0.01397757559523785,0.00935849225183307,0.038983999999999824,0.019093128078817793,0.011745851625875953,0.038983999999999824,0.019093128078817793,0.011745851625875953,0.038983999999999824,4.538577912254171,6.970509383378015,84.72012102874432,54.42359249329759,10.741301059001513,38.605898123324394
0.06,0.06,200,-1.0,-0.1,0.05848799999999965,0.05848799999999965,0.05848799999999965,0.05848799999999965,6.344827586206897,14.406119059260332,184,29,0.016245236987818146,0.012499155326601098,0.05848799999999965,0.016245236987818146,0.012499155326601098,0.05848799999999965,0.025539965909090967,0.016406478498748534,0.05848799999999965,0.025539965909090967,0.016406478498748534,0.05848799999999965,4.689863842662631,8.310991957104559,91.07413010590015,70.77747989276139,4.236006051437216,20.91152815013405
0.08,0.08,200,-1.0,-0.1,0.07854400000000089,0.07854400000000089,0.07854400000000089,0.07854400000000089,5.75,13.831576193623054,184,32,0.01742713675675653,0.014591591765315532,0.07854400000000089,0.01742713675675653,0.014591591765315532,0.07854400000000089,0.03117833552631584,0.02114590479745927,0.07854400000000089,0.03117833552631584,0.02114590479745927,0.07854400000000089,4.689863842662637,8.847184986595177,93.29299041855774,81.50134048257372,2.0171457387796266,9.651474530831099
0.1,0.1,200,-1.0,-0.1,0.0971210000000001,0.0971210000000001,0.0971210000000001,0.0971210000000001,5.935483870967742,14.01366955666103,184,31,0.018361222518676397,0.016614128560925544,0.0993310000000005,0.018361222518676397,0.016614128560925544,0.0993310000000005,0.03486593558282213,0.024683451063492415,0.0993310000000005,0.03486593558282213,0.024683451063492415,0.0993310000000005,4.689863842662626,8.57908847184986,94.50327786182552,87.39946380697052,0.8068582955118508,4.021447721179625
0.12,0.12,200,-1.0,-0.1,0.1111109999999999,0.1111109999999999,0.1196819999999999,0.1196819999999999,5.935483870967742,14.02287413333719,184,31,0.018958442735948874,0.018051395924867732,0.1196819999999999,0.018958442735948874,0.018051395924867732,0.1196819999999999,0.03711870238095242,0.027475945738642926,0.1196819999999999,0.03711870238095242,0.027475945738642926,0.1196819999999999,4.689863842662634,8.84718498659517,95.1084215834594,90.0804289544236,0.2017145738779627,1.0723860589812333
0.14,0.14,200,-1.0,-0.1,0.1111109999999999,0.1111109999999999,0.1196819999999999,0.1196819999999999,5.75,13.815751879648099,184,32,0.01915024152542351,0.018647182364033336,0.13867199999999946,0.01915024152542351,0.018647182364033336,0.13867199999999946,0.03819670087976544,0.028781097011768824,0.13867199999999946,0.03819670087976544,0.028781097011768824,0.13867199999999946,4.68986384266264,8.04289544235924,95.20927887039838,91.42091152815014,0.10085728693898136,0.5361930294906166
0.16,0.16,200,-1.0,-0.1,0.1111109999999999,0.1111109999999999,0.1196819999999999,0.1196819999999999,6.133333333333334,14.190920414906927,184,30,0.01927334992059268,0.01893888735304598,0.1464169999999997,0.01927334992059268,0.01893888735304598,0.1464169999999997,0.03858484502923981,0.029437640047755967,0.1464169999999997,0.03858484502923981,0.029437640047755967,0.1464169999999997,4.689863842662629,8.042895442359255,95.25970751386788,91.68900804289544,0.05042864346949068,0.2680965147453083
0.18,0.18,200,-1.0,-0.1,0.1111109999999999,0.1111109999999999,0.1147770000000004,0.1147770000000004,5.75,13.804437692278523,184,32,0.019481740603493686,0.019328582617418173,0.1464169999999997,0.019481740603493686,0.019328582617418173,0.1464169999999997,0.03936721802325585,0.02978025552609576,0.1464169999999997,0.03936721802325585,0.02978025552609576,0.1464169999999997,4.689863842662629,7.506702412868635,95.25970751386788,92.22520107238606,0.05042864346949068,0.2680965147453083
