mad_accel(m/s2),mad_timestamp(s),low,init_gap,cont_gap,frechet_euclidean,frechet_manhattan,frechet_lca_euclidean,frechet_lca_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,p2p_mean_lca_euclidean_mean,p2p_mean_lca_euclidean_std,p2p_mean_lca_euclidean_max,p2p_mean_lca_manhattan_mean,p2p_mean_lca_manhattan_std,p2p_mean_lca_manhattan_max,percentage_gaps,percentage_gaps_lca,percentage_matched_snapshots,percentage_matched_snapshots_lca,percentage_mismatched_snapshots,percentage_mismatched_snapshots_lca
0.0,0.0,200,-1.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09233610341642873,0.0,0.0,0.0,99.90766389658357,100.0
0.02,0.02,200,-1.0,-0.1,0.01962,0.01962,0.018092000000000552,0.018092000000000552,4.444444444444445,4.499657051403686,40,9,0.007548732492996887,0.005909044780534017,0.01962,0.007548732492996887,0.005909044780534017,0.01962,0.008969135135135337,0.005274910190920572,0.018092000000000552,0.008969135135135337,0.005274910190920572,0.018092000000000552,1.9390581717451525,3.030303030303017,65.92797783933518,18.68686868686869,32.13296398891966,78.28282828282829
0.04,0.04,200,-1.0,-0.1,0.03933499999999929,0.03933499999999929,0.03933499999999929,0.03933499999999929,4.5,6.08687111741328,90,20,0.011553137704917758,0.010103021763335848,0.03933499999999929,0.011553137704917758,0.010103021763335848,0.03933499999999929,0.017604355769230865,0.010437114388932297,0.03933499999999929,0.017604355769230865,0.010437114388932297,0.03933499999999929,4.247460757156048,2.525252525252519,84.48753462603878,52.52525252525253,11.265004616805172,44.94949494949495
0.06,0.06,200,-1.0,-0.1,0.05907899999999899,0.05907899999999899,0.05907899999999899,0.05907899999999899,4.0,5.571667457850438,92,23,0.013774452965234905,0.013259669990770875,0.05907899999999899,0.013774452965234905,0.013259669990770875,0.05907899999999899,0.023827924812030166,0.015968349507991815,0.05907899999999899,0.023827924812030166,0.015968349507991815,0.05907899999999899,4.339796860572477,4.0404040404040344,90.30470914127424,67.17171717171718,5.355493998153278,28.78787878787879
0.08,0.08,200,-1.0,-0.1,0.0765180000000003,0.0765180000000003,0.0765180000000003,0.0765180000000003,4.0,5.532512598464997,92,23,0.015482762611275708,0.016246935877376707,0.0765180000000003,0.015482762611275708,0.016246935877376707,0.0765180000000003,0.03236984242424252,0.02298145105895553,0.0765180000000003,0.03236984242424252,0.02298145105895553,0.0765180000000003,4.339796860572484,4.545454545454536,93.35180055401662,83.33333333333334,2.308402585410896,12.121212121212121
0.1,0.1,200,-1.0,-0.1,0.09953100000000065,0.09953100000000065,0.09953100000000065,0.09953100000000065,4.181818181818182,5.73376255680781,92,22,0.01642674804687475,0.01810302789399233,0.09953100000000065,0.01642674804687475,0.01810302789399233,0.09953100000000065,0.03618653672316394,0.026375485535254168,0.09953100000000065,0.03618653672316394,0.026375485535254168,0.09953100000000065,4.339796860572491,4.5454545454545485,94.55216989843028,89.39393939393939,1.10803324099723,6.0606060606060606
0.12,0.12,200,-1.0,-0.1,0.1098719999999998,0.1098719999999998,0.1098719999999998,0.1098719999999998,4.380952380952381,5.907833302579362,92,21,0.01694379961089469,0.019284615372288982,0.11809200000000053,0.01694379961089469,0.019284615372288982,0.11809200000000053,0.038732642857142945,0.028760264238055545,0.11809200000000053,0.038732642857142945,0.028760264238055545,0.11809200000000053,4.339796860572477,4.040404040404042,94.92151431209604,91.91919191919192,0.7386888273314866,4.040404040404041
0.14,0.14,200,-1.0,-0.1,0.1268300000000001,0.1268300000000001,0.1098719999999998,0.1098719999999998,4.380952380952381,5.066004253153616,92,21,0.0172379893307466,0.019938474291811916,0.129492000000001,0.0172379893307466,0.019938474291811916,0.129492000000001,0.03986504324324334,0.030044465038092397,0.129492000000001,0.03986504324324334,0.030044465038092397,0.129492000000001,4.339796860572484,4.040404040404042,95.19852262234534,93.43434343434343,0.46168051708217916,2.525252525252525
0.16,0.16,200,-1.0,-0.1,0.1268300000000001,0.1268300000000001,0.1098719999999998,0.1098719999999998,4.6,5.370288632839022,92,20,0.01749030038759665,0.020627344801523406,0.1432259999999995,0.01749030038759665,0.020627344801523406,0.1432259999999995,0.04092329411764715,0.03157236705352786,0.1432259999999995,0.04092329411764715,0.03157236705352786,0.1432259999999995,4.339796860572477,3.535353535353537,95.29085872576178,94.44444444444444,0.3693444136657433,2.0202020202020203
0.18,0.18,200,-1.0,-0.1,0.1268300000000001,0.1268300000000001,0.1098719999999998,0.1098719999999998,4.7368421052631575,5.417730203140114,90,19,0.018095014520812917,0.022219209052190072,0.1677840000000005,0.018095014520812917,0.022219209052190072,0.1677840000000005,0.04327082446808521,0.03439670623744584,0.1677840000000005,0.04327082446808521,0.03439670623744584,0.1677840000000005,4.247460757156048,3.0303030303030316,95.38319482917821,94.94949494949495,0.3693444136657433,2.0202020202020203
