mad_accel(m/s2),mad_timestamp(s),low,init_gap,cont_gap,frechet_euclidean,frechet_manhattan,frechet_lca_euclidean,frechet_lca_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,p2p_mean_lca_euclidean_mean,p2p_mean_lca_euclidean_std,p2p_mean_lca_euclidean_max,p2p_mean_lca_manhattan_mean,p2p_mean_lca_manhattan_std,p2p_mean_lca_manhattan_max,percentage_gaps,percentage_gaps_lca,percentage_matched_snapshots,percentage_matched_snapshots_lca,percentage_mismatched_snapshots,percentage_mismatched_snapshots_lca
0.0,0.0,200,-1.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05042864346948761,0.0,0.0,0.0,99.94957135653051,100.0
0.02,0.02,200,-1.0,-0.1,0.01962,0.01962,0.018092000000000552,0.018092000000000552,14.88888888888889,33.26641430914451,268,18,0.008074587887739742,0.005848394516784916,0.01962,0.008074587887739742,0.005848394516784916,0.01962,0.00847093617021281,0.005650862503943721,0.018092000000000552,0.00847093617021281,0.005650862503943721,0.018092000000000552,6.807866868381236,7.901907356948229,68.28038325769037,25.61307901907357,24.91174987392839,66.4850136239782
0.04,0.04,200,-1.0,-0.1,0.03971500000000033,0.03971500000000033,0.03971500000000033,0.03971500000000033,10.571428571428571,28.229200397851173,296,28,0.011231869003689774,0.009255078290220878,0.03971500000000033,0.011231869003689774,0.009255078290220878,0.03971500000000033,0.016940852791878243,0.011070801928668552,0.03971500000000033,0.016940852791878243,0.011070801928668552,0.03971500000000033,7.513867876954112,6.2670299727520415,81.99697428139183,53.67847411444142,10.489157841654059,40.05449591280654
0.06,0.06,200,-1.0,-0.1,0.059966999999999604,0.059966999999999604,0.059966999999999604,0.059966999999999604,10.266666666666667,27.286056675322083,308,30,0.013387128514055976,0.01251998988649802,0.059966999999999604,0.013387128514055976,0.01251998988649802,0.059966999999999604,0.023774425287356404,0.016366159424659875,0.059966999999999604,0.023774425287356404,0.016366159424659875,0.059966999999999604,7.816439737771044,8.446866485013626,87.89712556732225,71.11716621253406,4.286434694906707,20.435967302452315
0.08,0.08,200,-1.0,-0.1,0.07854399999999978,0.07854399999999978,0.07854399999999978,0.07854399999999978,9.6875,26.513484187296093,310,32,0.014827870050194964,0.015157593896162584,0.07854399999999978,0.014827870050194964,0.015157593896162584,0.07854399999999978,0.029982726384364895,0.02164221819742464,0.07854399999999978,0.029982726384364895,0.02164221819742464,0.07854399999999978,7.866868381240546,8.446866485013615,90.41855774079677,83.65122615803816,1.714573877962683,7.901907356948229
0.1,0.1,200,-1.0,-0.1,0.09834799999999949,0.09834799999999949,0.09834799999999949,0.09834799999999949,9.393939393939394,23.980976543842555,310,33,0.015788921849201745,0.017209217451588033,0.0992690000000006,0.015788921849201745,0.017209217451588033,0.0992690000000006,0.03370763719512202,0.025363109205429495,0.0992690000000006,0.03370763719512202,0.025363109205429495,0.0992690000000006,7.866868381240549,8.446866485013622,91.62884518406455,89.3732970027248,0.5042864346949066,2.17983651226158
0.12,0.12,200,-1.0,-0.1,0.1111109999999999,0.1111109999999999,0.1196819999999999,0.1196819999999999,9.117647058823529,23.67396771571771,310,34,0.016131738486841865,0.01805585897826872,0.1196819999999999,0.016131738486841865,0.01805585897826872,0.1196819999999999,0.0348326586826348,0.026587537440893733,0.1196819999999999,0.0348326586826348,0.026587537440893733,0.1196819999999999,7.8668683812405416,8.174386920980924,91.98184568835099,91.00817438692098,0.15128593040847202,0.8174386920980926
0.14,0.14,200,-1.0,-0.1,0.1111109999999999,0.1111109999999999,0.1196819999999999,0.1196819999999999,8.61111111111111,23.090736210987995,310,36,0.016294205479451818,0.018418217325780993,0.12293500000000002,0.016294205479451818,0.018418217325780993,0.12293500000000002,0.035582898809523866,0.027216496066076516,0.12293500000000002,0.035582898809523866,0.027216496066076516,0.12293500000000002,7.866868381240544,7.901907356948234,92.03227433182047,91.55313351498637,0.10085728693898136,0.544959128065395
0.16,0.16,200,-1.0,-0.1,0.1111109999999999,0.1111109999999999,0.1196819999999999,0.1196819999999999,9.058823529411764,23.67791373022372,308,34,0.01665953395399757,0.019118989754579263,0.12293500000000002,0.01665953395399757,0.019118989754579263,0.12293500000000002,0.037190341246290844,0.028227611574346022,0.12293500000000002,0.037190341246290844,0.028227611574346022,0.12293500000000002,7.816439737771057,7.629427792915527,92.08270297528996,91.82561307901908,0.10085728693898136,0.544959128065395
0.18,0.18,200,-1.0,-0.1,0.1111109999999999,0.1111109999999999,0.1196819999999999,0.1196819999999999,8.8,23.379844799680402,308,35,0.016706273822562737,0.01923256429675611,0.12293500000000002,0.016706273822562737,0.01923256429675611,0.12293500000000002,0.037390863905325485,0.028425186208595184,0.12293500000000002,0.037390863905325485,0.028425186208595184,0.12293500000000002,7.816439737771057,7.356948228882834,92.08270297528996,92.09809264305177,0.10085728693898136,0.544959128065395
