mad_accel(m/s2),mad_timestamp(s),low,init_gap,cont_gap,frechet_euclidean,frechet_manhattan,frechet_lca_euclidean,frechet_lca_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,p2p_mean_lca_euclidean_mean,p2p_mean_lca_euclidean_std,p2p_mean_lca_euclidean_max,p2p_mean_lca_manhattan_mean,p2p_mean_lca_manhattan_std,p2p_mean_lca_manhattan_max,percentage_gaps,percentage_gaps_lca,percentage_matched_snapshots,percentage_matched_snapshots_lca,percentage_mismatched_snapshots,percentage_mismatched_snapshots_lca
0.0,0.0,200,-1.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1438848920863336,0.0,0.0,0.0,99.85611510791367,100.0
0.02,0.02,200,-1.0,-0.1,0.01962,0.01962,0.017304999999999793,0.017304999999999793,0.0,0.0,0,0,0.007397970027247645,0.005925450456593437,0.01962,0.007397970027247645,0.005925450456593437,0.01962,0.017304999999999793,0.0,0.017304999999999793,0.017304999999999793,0.0,0.017304999999999793,0.1438848920863336,0.0,52.80575539568345,0.7299270072992701,47.05035971223022,99.27007299270073
0.04,0.04,200,-1.0,-0.1,0.03936399999999979,0.03936399999999979,0.03936399999999979,0.03936399999999979,9.714285714285714,10.726659521481789,68,7,0.012808717307692027,0.011094489820613727,0.03936399999999979,0.012808717307692027,0.011094489820613727,0.03936399999999979,0.021819,0.012329209550610107,0.03936399999999979,0.021819,0.012329209550610107,0.03936399999999979,5.03597122302158,5.109489051094897,74.82014388489209,30.656934306569344,20.14388489208633,64.23357664233576
0.06,0.06,200,-1.0,-0.1,0.059213000000000515,0.059213000000000515,0.059213000000000515,0.059213000000000515,7.555555555555555,10.078702640398726,68,9,0.01728590420168043,0.015870708812176927,0.059213000000000515,0.01728590420168043,0.015870708812176927,0.059213000000000515,0.030767590909091015,0.015778113986437352,0.059213000000000515,0.030767590909091015,0.015778113986437352,0.059213000000000515,5.035971223021578,5.10948905109489,85.61151079136691,48.175182481751825,9.352517985611511,46.715328467153284
0.08,0.08,200,-1.0,-0.1,0.0765180000000003,0.0765180000000003,0.0765180000000003,0.0765180000000003,6.8,9.505787710652914,68,10,0.020039938193343668,0.019193096522566438,0.07971500000000031,0.020039938193343668,0.019193096522566438,0.07971500000000031,0.043253742574257466,0.021722426722763026,0.07971500000000031,0.043253742574257466,0.021722426722763026,0.07971500000000031,5.035971223021582,5.109489051094894,90.79136690647482,73.72262773722628,4.172661870503598,21.16788321167883
0.1,0.1,200,-1.0,-0.1,0.0961380000000003,0.0961380000000003,0.0912330000000008,0.0912330000000008,6.8,9.505787710652914,68,10,0.02210573579109041,0.022190305504056918,0.0961380000000003,0.02210573579109041,0.022190305504056918,0.0961380000000003,0.05053108264462814,0.025790405735013944,0.0961380000000003,0.05053108264462814,0.025790405735013944,0.0961380000000003,5.035971223021586,5.109489051094883,93.66906474820144,88.32116788321169,1.2949640287769784,6.569343065693431
0.12,0.12,200,-1.0,-0.1,0.1196819999999999,0.1196819999999999,0.1196819999999999,0.1196819999999999,6.8,9.505787710652914,68,10,0.022732814024390022,0.023288536098775188,0.1196819999999999,0.022732814024390022,0.023288536098775188,0.1196819999999999,0.052745738095238116,0.0275559821953213,0.1196819999999999,0.052745738095238116,0.0275559821953213,0.1196819999999999,5.035971223021573,5.109489051094885,94.3884892086331,91.97080291970804,0.5755395683453237,2.9197080291970803
0.14,0.14,200,-1.0,-0.1,0.1196819999999999,0.1196819999999999,0.1196819999999999,0.1196819999999999,8.5,10.161200716450788,68,8,0.023072801829268064,0.02379041366498232,0.1221209999999999,0.023072801829268064,0.02379041366498232,0.1221209999999999,0.053320833333333324,0.027492604431168913,0.1196819999999999,0.053320833333333324,0.027492604431168913,0.1196819999999999,5.035971223021573,5.109489051094885,94.3884892086331,91.97080291970804,0.5755395683453237,2.9197080291970803
0.16,0.16,200,-1.0,-0.1,0.1382590000000001,0.1382590000000001,0.1432259999999995,0.1432259999999995,8.5,10.161200716450788,68,8,0.02364211077389962,0.02518926186626152,0.157941,0.02364211077389962,0.02518926186626152,0.157941,0.055525720930232544,0.030717565055353415,0.157941,0.055525720930232544,0.030717565055353415,0.157941,5.035971223021593,5.109489051094894,94.82014388489208,94.16058394160584,0.14388489208633093,0.7299270072992701
0.18,0.18,200,-1.0,-0.1,0.1382590000000001,0.1382590000000001,0.1432259999999995,0.1432259999999995,9.714285714285714,10.333223611442929,68,7,0.023763506828527844,0.02533827990769923,0.157941,0.023763506828527844,0.02533827990769923,0.157941,0.055525720930232544,0.030717565055353415,0.157941,0.055525720930232544,0.030717565055353415,0.157941,5.035971223021593,5.109489051094894,94.82014388489208,94.16058394160584,0.14388489208633093,0.7299270072992701
0.2,0.2,200,-1.0,-0.1,0.1382590000000001,0.1382590000000001,0.1432259999999995,0.1432259999999995,9.714285714285714,10.333223611442929,68,7,0.023763506828527844,0.02533827990769923,0.157941,0.023763506828527844,0.02533827990769923,0.157941,0.055525720930232544,0.030717565055353415,0.157941,0.055525720930232544,0.030717565055353415,0.157941,5.035971223021593,5.109489051094894,94.82014388489208,94.16058394160584,0.14388489208633093,0.7299270072992701
0.22,0.22,200,-1.0,-0.1,0.1382590000000001,0.1382590000000001,0.1432259999999995,0.1432259999999995,9.428571428571429,10.139838585037348,66,7,0.024357699999999767,0.02687047452554918,0.17971500000000035,0.024357699999999767,0.02687047452554918,0.17971500000000035,0.058687069230769225,0.03428906348412395,0.17971500000000035,0.058687069230769225,0.03428906348412395,0.17971500000000035,4.89208633093526,4.379562043795627,94.96402877697841,94.8905109489051,0.14388489208633093,0.7299270072992701
0.24,0.24,200,-1.0,-0.1,0.1382590000000001,0.1382590000000001,0.1432259999999995,0.1432259999999995,9.428571428571429,10.139838585037348,66,7,0.024357699999999767,0.02687047452554918,0.17971500000000035,0.024357699999999767,0.02687047452554918,0.17971500000000035,0.058687069230769225,0.03428906348412395,0.17971500000000035,0.058687069230769225,0.03428906348412395,0.17971500000000035,4.89208633093526,4.379562043795627,94.96402877697841,94.8905109489051,0.14388489208633093,0.7299270072992701
0.26,0.26,200,-1.0,-0.1,0.15407900000000027,0.15407900000000027,0.1432259999999995,0.1432259999999995,8.25,9.971835337589566,66,8,0.02469781543116467,0.028301518084286017,0.2540790000000003,0.02469781543116467,0.028301518084286017,0.2540790000000003,0.06017861068702289,0.03815724348161972,0.2540790000000003,0.06017861068702289,0.03815724348161972,0.2540790000000003,4.892086330935257,4.379562043795616,95.10791366906474,95.62043795620438,0.0,0.0
0.28,0.28,200,-1.0,-0.1,0.15407900000000027,0.15407900000000027,0.1432259999999995,0.1432259999999995,9.428571428571429,10.139838585037348,66,7,0.02467555370650507,0.02831514578712358,0.2540790000000003,0.02467555370650507,0.02831514578712358,0.2540790000000003,0.06017861068702289,0.03815724348161972,0.2540790000000003,0.06017861068702289,0.03815724348161972,0.2540790000000003,4.892086330935257,4.379562043795616,95.10791366906474,95.62043795620438,0.0,0.0
0.3,0.3,200,-1.0,-0.1,0.15407900000000027,0.15407900000000027,0.1432259999999995,0.1432259999999995,9.428571428571429,10.139838585037348,66,7,0.02467555370650507,0.02831514578712358,0.2540790000000003,0.02467555370650507,0.02831514578712358,0.2540790000000003,0.06017861068702289,0.03815724348161972,0.2540790000000003,0.06017861068702289,0.03815724348161972,0.2540790000000003,4.892086330935257,4.379562043795616,95.10791366906474,95.62043795620438,0.0,0.0
