mad_accel(m/s2),mad_timestamp(s),low,init_gap,cont_gap,frechet_euclidean,frechet_manhattan,frechet_lca_euclidean,frechet_lca_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,p2p_mean_lca_euclidean_mean,p2p_mean_lca_euclidean_std,p2p_mean_lca_euclidean_max,p2p_mean_lca_manhattan_mean,p2p_mean_lca_manhattan_std,p2p_mean_lca_manhattan_max,percentage_gaps,percentage_gaps_lca,percentage_matched_snapshots,percentage_matched_snapshots_lca,percentage_mismatched_snapshots,percentage_mismatched_snapshots_lca
0.0,0.0,200,-1.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1438848920863336,0.0,0.0,0.0,99.85611510791367,100.0
0.02,0.02,200,-1.0,-0.1,0.01962,0.01962,0.017655999999999283,0.017655999999999283,11.11111111111111,13.55191207865718,100,9,0.00819820954907132,0.006277420057589894,0.01962,0.00819820954907132,0.006277420057589894,0.01962,0.007540166666666678,0.005047440209870848,0.017655999999999283,0.007540166666666678,0.005047440209870848,0.017655999999999283,7.338129496402878,0.0,54.24460431654676,23.809523809523807,38.41726618705036,76.19047619047619
0.04,0.04,200,-1.0,-0.1,0.03936399999999979,0.03936399999999979,0.03936399999999979,0.03936399999999979,9.272727272727273,12.771352239153414,102,11,0.014635566604127317,0.0118082248477151,0.03936399999999979,0.014635566604127317,0.0118082248477151,0.03936399999999979,0.017130796610169592,0.011658038063244489,0.03936399999999979,0.017130796610169592,0.011658038063244489,0.03936399999999979,7.482014388489214,0.0,76.69064748201438,46.82539682539682,15.827338129496402,53.17460317460318
0.06,0.06,200,-1.0,-0.1,0.05904599999999971,0.05904599999999971,0.05904599999999971,0.05904599999999971,9.272727272727273,12.771352239153414,102,11,0.01785934641638201,0.01531817900374978,0.05904599999999971,0.01785934641638201,0.01531817900374978,0.05904599999999971,0.02198257971014505,0.016199189069349047,0.05904599999999971,0.02198257971014505,0.016199189069349047,0.05904599999999971,7.482014388489214,-7.105427357601002e-15,84.31654676258992,54.761904761904766,8.201438848920864,45.23809523809524
0.08,0.08,200,-1.0,-0.1,0.0765180000000003,0.0765180000000003,0.0765180000000003,0.0765180000000003,10.2,13.15142577821888,102,10,0.020606754442649207,0.018899930267698723,0.0765180000000003,0.020606754442649207,0.018899930267698723,0.0765180000000003,0.037321588235294204,0.025994907078628463,0.0765180000000003,0.037321588235294204,0.025994907078628463,0.0765180000000003,7.482014388489212,3.552713678800501e-15,89.06474820143885,80.95238095238095,3.4532374100719423,19.047619047619047
0.1,0.1,200,-1.0,-0.1,0.0912330000000008,0.0912330000000008,0.0912330000000008,0.0912330000000008,10.2,13.15142577821888,102,10,0.021635505564387692,0.020426295354044832,0.0912330000000008,0.021635505564387692,0.020426295354044832,0.0912330000000008,0.04160673214285721,0.028351218985818282,0.0912330000000008,0.04160673214285721,0.028351218985818282,0.0912330000000008,7.482014388489214,3.552713678800501e-15,90.50359712230215,88.88888888888889,2.014388489208633,11.11111111111111
0.12,0.12,200,-1.0,-0.1,0.1098719999999998,0.1098719999999998,0.1098719999999998,0.1098719999999998,10.2,13.15142577821888,102,10,0.022180279620852856,0.02147756159033248,0.1098719999999998,0.022180279620852856,0.02147756159033248,0.1098719999999998,0.043890844827586276,0.03036882691255765,0.1098719999999998,0.043890844827586276,0.03036882691255765,0.1098719999999998,7.482014388489217,8.881784197001252e-16,91.07913669064747,92.06349206349206,1.4388489208633095,7.936507936507936
0.14,0.14,200,-1.0,-0.1,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.1343970000000004,12.75,15.360257159305634,102,8,0.022897841444269793,0.02307216894225899,0.1343970000000004,0.022897841444269793,0.02307216894225899,0.1343970000000004,0.04681271666666673,0.033758827898092876,0.1343970000000004,0.04681271666666673,0.033758827898092876,0.1343970000000004,7.4820143884892065,1.1546319456101628e-14,91.65467625899281,95.23809523809523,0.8633093525179856,4.761904761904762
0.16,0.16,200,-1.0,-0.1,0.148131,0.148131,0.148131,0.148131,12.75,15.360257159305634,102,8,0.023094131661441784,0.023580375920855837,0.148131,0.023094131661441784,0.023580375920855837,0.148131,0.047650057851239734,0.03484790707074856,0.148131,0.047650057851239734,0.03484790707074856,0.148131,7.482014388489204,-6.661338147750939e-15,91.79856115107914,96.03174603174604,0.7194244604316548,3.968253968253968
0.18,0.18,200,-1.0,-0.1,0.148131,0.148131,0.148131,0.148131,12.75,15.360257159305634,102,8,0.023320511737088982,0.024245827485818876,0.167751,0.023320511737088982,0.024245827485818876,0.167751,0.04863449180327875,0.03635498666411929,0.167751,0.04863449180327875,0.03635498666411929,0.167751,7.482014388489201,3.1086244689504383e-15,91.94244604316548,96.82539682539682,0.5755395683453237,3.1746031746031744
0.2,0.2,200,-1.0,-0.1,0.148131,0.148131,0.148131,0.148131,12.75,15.360257159305634,102,8,0.023582971874999782,0.025118904056864528,0.1912950000000007,0.023582971874999782,0.025118904056864528,0.1912950000000007,0.0497943333333334,0.03840648380318955,0.1912950000000007,0.0497943333333334,0.03840648380318955,0.1912950000000007,7.4820143884891985,-1.3322676295501878e-15,92.08633093525181,97.61904761904762,0.4316546762589928,2.380952380952381
0.22,0.22,200,-1.0,-0.1,0.1623439999999996,0.1623439999999996,0.148131,0.148131,12.75,15.360257159305634,102,8,0.024166560747663334,0.027165751355874224,0.2109150000000007,0.024166560747663334,0.027165751355874224,0.2109150000000007,0.05237226400000007,0.043129679470943254,0.2109150000000007,0.05237226400000007,0.043129679470943254,0.2109150000000007,7.482014388489207,-9.880984919163893e-15,92.37410071942446,99.20634920634922,0.14388489208633093,0.7936507936507936
