dt-timestamp(s),dt-accel(m/s2),pt-timestamp(s),pt-accel(m/s2),operation
0.0,0.0,0.0,0.0,Match
0.1,0.0,0.0970000000015716,0.0,Match
0.2,0.0,0.1959999999962747,0.0,Match
0.3,0.0,0.3079999999972642,0.0,Match
0.4,0.0,0.3929999999963911,0.0049049999999994,Match
0.5,0.0,0.5409999999974389,0.0049049999999994,Match
0.6,0.0,0.5910000000003492,-0.0049049999999994,Match
0.7,0.0,0.6900000000023283,0.0,Match
0.8,0.0,0.8169999999954598,0.0,Match
0.9,0.0,0.8879999999990105,0.0049049999999994,Match
1.0,0.0,1.0190000000002328,-0.0049049999999994,Match
1.1,0.0,1.0859999999956926,0.0098099999999989,Match
1.2,0.0,1.1939999999958673,0.0049049999999994,Match
1.3,0.0,1.282999999995809,0.0049049999999994,Match
1.4,0.0,1.381999999997788,0.0049049999999994,Match
1.5,0.0,1.4799999999959257,0.0049049999999994,Match
1.6,0.0,1.6160000000018044,0.0,Match
1.7,0.0,1.6779999999998836,0.0,Match
1.8,0.0,1.8220000000001164,0.0,Match
1.9,0.0,1.875,0.0049049999999994,Match
2.0,0.0,2.0309999999954016,0.0,Match
2.1,0.0,2.072999999996682,0.0,Match
2.2,0.0,2.2549999999973807,0.0049049999999994,Match
2.3,0.0,2.2699999999967986,-0.0049049999999994,Match
2.4,0.0,2.3699999999953434,0.0049049999999994,Match
2.5,0.0,2.4680000000007567,0.0098099999999989,Match
2.6,0.0,2.614000000001397,0.0049049999999994,Match
2.7,0.0,2.665999999997439,-0.0049049999999994,Match
2.8,0.0,2.822999999996682,0.0,Match
2.9,0.0,2.8629999999975557,0.0,Match
3.0,0.0,3.0309999999954016,-0.00981,Match
3.1,0.0,3.061999999998079,-0.0049049999999994,Match
3.2,0.0,3.2399999999979627,-0.0049049999999994,Match
3.3,0.0,3.258999999998196,0.0,Match
3.4,0.0,3.356999999996333,0.0,Match
3.5,0.0,3.459999999999127,-0.00981,Match
3.6,0.0,3.555000000000291,0.0049049999999994,Match
-,-,3.6559999999954016,0.0235439999999995,Insertion
3.7,0.0,3.752000000000408,0.0049049999999994,Match
3.8,0.0,3.856999999996333,-0.00981,Match
3.9,0.0,3.9499999999970896,-0.0235439999999995,Match
-,-,4.076999999997497,-0.01962,Insertion
4.0,0.0,4.148000000001048,-0.0049049999999994,Match
4.1,0.0,4.277999999998428,0.0,Match
4.2,0.0,4.34599999999773,-0.0049049999999994,Match
4.3,0.0,4.481999999996333,-0.0049049999999994,Match
4.4,0.0,4.542999999997846,-0.0049049999999994,Match
4.5,0.0,4.69999999999709,-0.0147149999999994,Match
4.6,-0.1,4.741000000001804,-0.1393019999999999,Match
4.7,-0.2,4.838999999999942,-0.2060100000000002,Match
4.8,-0.3,4.938000000001921,-0.3973049999999998,Match
4.9,-0.4,5.097000000001572,-0.4600890000000005,Match
5.0,-0.5,5.135999999998603,-0.5699610000000004,Match
5.1,-0.6,5.305000000000291,-0.7180920000000005,Match
5.2,-0.7,5.332999999998719,-0.622935,Match
5.3,-0.7,5.514999999999418,-0.7092630000000003,Match
5.4,-0.7,5.529999999998836,-0.6513840000000002,Match
5.5,-0.7,5.629999999997381,-0.7475220000000005,Match
5.6,-0.7,5.727999999995518,-0.7043579999999998,Match
5.7,-0.7,5.826999999997497,-0.6945479999999998,Match
5.8,-0.7,5.925999999999476,-0.6847379999999997,Match
5.9,-0.7,6.057999999997264,-0.6798330000000004,Match
6.0,-0.628571,6.123999999996158,-0.5748659999999999,Match
6.1,-0.528571,6.281999999999243,-0.5415120000000003,Match
6.2,-0.428571,6.320999999996275,-0.4022100000000004,Match
6.3,-0.328571,6.443999999995867,-0.3109769999999995,Match
6.4,-0.228571,6.519000000000233,-0.2207249999999996,Match
6.5,-0.128571,6.618000000002212,-0.0716129999999997,Match
6.6,-0.028571,-,-,Deletion
6.7,0.0,6.735000000000582,-0.00981,Match
6.8,0.0,6.877999999996973,0.01962,Match
6.9,0.0,6.915000000000873,-0.0382590000000001,Match
7.0,0.0,7.10399999999936,0.01962,Match
7.1,0.0,7.1120000000009895,-0.0667080000000002,Match
7.2,0.0,7.210999999995693,-0.00981,Match
7.3,0.0,7.317999999999301,0.0618029999999997,Match
7.4,0.0,7.408999999999651,-0.0284490000000001,Match
7.5,0.0,7.527999999998428,0.0049049999999994,Match
7.6,0.0,7.605999999999767,-0.0333539999999995,Match
7.7,0.0,7.718999999997322,0.0235439999999995,Match
7.8,0.0,7.803999999996449,0.0431639999999996,Match
7.9,0.0,7.915000000000873,-0.01962,Match
8.0,0.0,8.000999999996566,-0.0333539999999995,Match
8.1,0.0,8.18800000000192,0.0147150000000005,Match
8.2,0.0,8.199000000000524,0.0333540000000006,Match
8.3,0.0,8.32499999999709,-0.01962,Match
8.4,0.0,8.396999999997206,-0.0333539999999995,Match
8.5,0.0,8.527999999998428,0.0765180000000003,Match
8.6,0.0,8.593999999997322,-0.0716129999999997,Match
8.7,0.0,8.75499999999738,0.0667079999999991,Match
8.8,0.0,8.79200000000128,-0.0284490000000001,Match
8.9,0.0,8.947999999996682,0.01962,Match
9.0,0.0,8.989999999997963,-0.0235439999999995,Match
9.1,0.0,9.16599999999744,0.01962,Match
9.2,0.0,9.18699999999808,-0.0284490000000001,Match
9.3,0.0,9.284999999996217,0.048068999999999,Match
9.4,0.0,9.385999999998605,-0.01962,Match
9.5,0.0,9.544999999998254,0.0618029999999997,Match
9.6,0.0,9.582000000002154,0.0333540000000006,Match
9.7,0.0,9.760999999998605,-0.0284490000000001,Match
