timestamp(s),s1,s2,s3,s4,s5,s6
8780,28.8,78,115.6,88,90,31.8
8790,27.4,78.5,114.3,88,90,32.4
8800,26,79,113,88,90,33
8810,24.6,79.5,111.8,88.1,90,33.5
8820,23.2,80,110.6,88.2,90,34
8830,21.8,80.5,109.4,88.3,90,34.5
8840,20.4,81,108.2,88.4,90,35
8850,19,81.5,107,88.5,90,35.5
8860,17.6,82,105.8,88.6,90,36
8870,16.2,82.5,104.6,88.7,90,36.5
8880,14.8,83,103.4,88.8,90,37
8890,13.4,83.5,102.2,88.9,90,37.5
8900,12,84,101,89,90,38
8910,10.8,84.6,99.9,89.1,90,38.5
8920,9.6,85.2,98.8,89.2,90,39
8930,8.4,85.8,97.7,89.3,90,39.5
8940,7.2,86.4,96.6,89.4,90,40
8950,6,87,95.5,89.5,90,40.5
8960,4.8,87.6,94.4,89.6,90,41
8970,3.6,88.2,93.3,89.7,90,41.5
8980,2.4,88.8,92.2,89.8,90,42
8990,1.2,89.4,91.1,89.9,90,42.5
9000,0,90,90,90,90,43
9010,0,90,90,90,90,43
9020,0,90,90,90,90,43
9030,0,90,90,90,90,43
9040,0,90,90,90,90,43
9050,0,90,90,90,90,43
9060,0,90,90,90,90,43
9070,0,90,90,90,90,43
9080,0,90,90,90,90,43
9090,0,90,90,90,90,43
9100,0,90,90,90,90,43
9110,0,90,90,90,90,43
9120,0,90,90,90,90,43
9130,0,90,90,90,90,43
9140,0,90,90,90,90,43
9150,0,90,90,90,90,43
9160,0,90,90,90,90,43
9170,0,90,90,90,90,43
9180,0,90,90,90,90,43
9190,0,90,90,90,90,43
9200,0,90,90,90,90,43
9210,0,90,90,90,90,43
9220,0,90,90,90,90,43
9230,0,90,90,90,90,43
9240,0,90,90,90,90,43
9250,0,90,90,90,90,43
9260,0,90,90,90,90,43
9270,0,90,90,90,90,43
9280,0,90,90,90,90,43
9290,0,90,90,90,90,43
9300,0,90,90,90,90,43
9310,0,90,90,90,90,43
9320,0,90,90,90,90,43
9330,0,90,90,90,90,43
9340,0,90,90,90,90,43
9350,0,90,90,90,90,43
9360,0,90,90,90,90,43
9370,0,90,90,90,90,43
9380,0,90,90,90,90,43
9390,0,90,90,90,90,43
9400,0,90,90,90,90,43
9410,0,90,90,90,90,43
9420,0,90,90,90,90,43
9430,0,90,90,90,90,43
9440,0,90,90,90,90,43
9450,0,90,90,90,90,43
9460,0,90,90,90,90,43
9470,0,90,90,90,90,43
9480,0,90,90,90,90,43
9490,0,90,90,90,90,43
9500,0,90,90,90,90,43
9510,0,90,90,90,90,43
9520,0,90,90,90,90,43
9530,0,90,90,90,90,43
9540,0,90,90,90,90,43
9550,0,90,90,90,90,43
9560,0,90,90,90,90,43
9570,0,90,90,90,90,43
9580,0,90,90,90,90,43
9590,0,90,90,90,90,43
9600,0,90,90,90,90,43
9610,0,90,90,90,90,43
9620,0,90,90,90,90,43
9630,0,90,90,90,90,43
9640,0,90,90,90,90,43
9650,0,90,90,90,90,43
9660,0,90,90,90,90,43
9670,0,90,90,90,90,43
9680,0,90,90,90,90,43
9690,0,90,90,90,90,43
9700,0,90,90,90,90,43
9710,0,90,90,90,90,43
9720,0,90,90,90,90,43
9730,0,90,90,90,90,43
9740,0,90,90,90,90,43
9750,0,90,90,90,90,43
9760,0,90,90,90,90,43
9770,0,90,90,90,90,43
9780,0,90,90,90,90,43
9790,0,90,90,90,90,43
9800,0,90,90,90,90,43
9810,0,90,90,90,90,43
9820,0,90,90,90,90,43
9830,0,90,90,90,90,43
9840,0,90,90,90,90,43
9850,0,90,90,90,90,43
9860,0,90,90,90,90,43
9870,0,90,90,90,90,43
9880,0,90,90,90,90,43
9890,0,90,90,90,90,43
9900,0,90,90,90,90,43
9910,0,90,90,90,90,43
9920,0,90,90,90,90,43
9930,0,90,90,90,90,43
9940,0,90,90,90,90,43
9950,0,90,90,90,90,43
9960,0,90,90,90,90,43
9970,0,90,90,90,90,43
9980,0,90,90,90,90,43
9990,0,90,90,90,90,43
10000,0,90,90,90,90,43
10010,0,90,90,90,90,43
10020,0,90,90,90,90,43
10030,0,90,90,90,90,43
10040,0,90,90,90,90,43
10050,0,90,90,90,90,43
10060,0,90,90,90,90,43
10070,0,90,90,90,90,43
10080,0,90,90,90,90,43
10090,0,90,90,90,90,43
10100,0,90,90,90,90,43
10110,0,90,90,90,90,43
10120,0,90,90,90,90,43
10130,0,90,90,90,90,43
10140,0,90,90,90,90,43
10150,0,90,90,90,90,43
10160,0,90,90,90,90,43
10170,0,90,90,90,90,43
10180,0,90,90,90,90,43
10190,0,90,90,90,90,43
10200,0,90,90,90,90,43
10210,0,90,90,90,90,43
10220,0,90,90,90,90,43
10230,0,90,90,90,90,43
10240,0,90,90,90,90,43
10250,0,90,90,90,90,43
10260,0,90,90,90,90,43
10270,0,90,90,90,90,43
10280,0,90,90,90,90,43
10290,0,90,90,90,90,43
10300,0,90,90,90,90,43
10310,0,90,90,90,90,43
10320,0,90,90,90,90,43
10330,0,90,90,90,90,43
10340,0,90,90,90,90,43
10350,0,90,90,90,90,43
10360,0,90,90,90,90,43
10370,0,90,90,90,90,43
10380,0,90,90,90,90,43
10390,0,90,90,90,90,43
10400,0,90,90,90,90,43
10410,0,90,90,90,90,43
10420,0,90,90,90,90,43
10430,0,90,90,90,90,43
10440,0,90,90,90,90,43
10450,0,90,90,90,90,43
10460,0,90,90,90,90,43
10470,0,90,90,90,90,43
10480,0,90,90,90,90,43
10490,0,90,90,90,90,43
10500,0,90,90,90,90,43
10510,0,90,90,90,90,43
10520,0,90,90,90,90,43
10530,0,90,90,90,90,43
10540,0,90,90,90,90,43
10550,0,90,90,90,90,43
10560,0,90,90,90,90,43
10570,0,90,90,90,90,43
10580,0,90,90,90,90,43
10590,0,90,90,90,90,43
10600,0,90,90,90,90,43
10610,0,90,90,90,90,43
10620,0,90,90,90,90,43
10630,0,90,90,90,90,43
10640,0,90,90,90,90,43
10650,0,90,90,90,90,43
10660,0,90,90,90,90,43
10670,0,90,90,90,90,43
10680,0,90,90,90,90,43
10690,0,90,90,90,90,43
10700,0,90,90,90,90,43
10710,0,90,90,90,90,43
10720,0,90,90,90,90,43
10730,0,90,90,90,90,43
10740,0,90,90,90,90,43
10750,0,90,90,90,90,43
10760,0,90,90,90,90,43
10770,0,90,90,90,90,43
10780,0,90,90,90,90,43
10790,0,90,90,90,90,43
10800,0,90,90,90,90,43
10810,0,90,90,90,90,43
10820,0,90,90,90,90,43
10830,0,90,90,90,90,43
10840,0,90,90,90,90,43
10850,0,90,90,90,90,43
10860,0,90,90,90,90,43
10870,0,90,90,90,90,43
10880,0,90,90,90,90,43
10890,0,90,90,90,90,43
10900,0,90,90,90,90,43
10910,0,90,90,90,90,43
10920,0,90,90,90,90,43
10930,0,90,90,90,90,43
10940,0,90,90,90,90,43
10950,0,90,90,90,90,43
10960,0,90,90,90,90,43
10970,0,90,90,90,90,43
10980,0,90,90,90,90,43
10990,0,90,90,90,90,43
11000,0,90,90,90,90,43
11010,0,90,90,90,90,43
11020,0,90,90,90,90,43
11030,0,90,90,90,90,43
11040,0,90,90,90,90,43
11050,0,90,90,90,90,43
11060,0,90,90,90,90,43
11070,0,90,90,90,90,43
11080,0,90,90,90,90,43
11090,0,90,90,90,90,43
11100,0,90,90,90,90,43
11110,0,90,90,90,90,43
11120,0,90,90,90,90,43
11130,0,90,90,90,90,43
11140,0,90,90,90,90,43
11150,0,90,90,90,90,43
11160,0,90,90,90,90,43
11170,0,90,90,90,90,43
11180,0,90,90,90,90,43
11190,0,90,90,90,90,43
11200,0,90,90,90,90,43
11210,0,90,90,90,90,43
11220,0,90,90,90,90,43
11230,0,90,90,90,90,43
11240,0,90,90,90,90,43
11250,0,90,90,90,90,43
11260,0,90,90,90,90,43
11270,0,90,90,90,90,43
11280,0,90,90,90,90,43
11290,0,90,90,90,90,43
11300,0,90,90,90,90,43
11310,0,90,90,90,90,43
11320,0,90,90,90,90,43
11330,0,90,90,90,90,43
11340,0,90,90,90,90,43
11350,0,90,90,90,90,43
11360,0,90,90,90,90,43
11370,0,90,90,90,90,43
11380,0,90,90,90,90,43
11390,0,90,90,90,90,43
11400,0,90,90,90,90,43
11410,0,90,90,90,90,43
11420,0,90,90,90,90,43
11430,0,90,90,90,90,43
11440,0,90,90,90,90,43
11450,0,90,90,90,90,43
11460,0,90,90,90,90,43
11470,0,90,90,90,90,43
11480,0,90,90,90,90,43
11490,0,90,90,90,90,43
11500,0,90,90,90,90,43
11510,0,90,90,90,90,43
11520,0,90,90,90,90,43
11530,0,90,90,90,90,43
11540,0,90,90,90,90,43
11550,0,90,90,90,90,43
11560,0,90,90,90,90,43
11570,0,90,90,90,90,43
11580,0,90,90,90,90,43
11590,0,90,90,90,90,43
11600,0,90,90,90,90,43
11610,0,90,90,90,90,43
11620,0,90,90,90,90,43
11630,0,90,90,90,90,43
11640,0,90,90,90,90,43
11650,0,90,90,90,90,43
11660,0,90,90,90,90,43
11670,0,90,90,90,90,43
11680,0,90,90,90,90,43
11690,0,90,90,90,90,43
11700,0,90,90,90,90,43
11710,0,90,90,90,90,43
11720,0,90,90,90,90,43
11730,0,90,90,90,90,43
11740,0,90,90,90,90,43
11750,0,90,90,90,90,43
11760,0,90,90,90,90,43
11770,0,90,90,90,90,43
11780,0,90,90,90,90,43
11790,0,90,90,90,90,43
11800,0,90,90,90,90,43
11810,0,90,90,90,90,43
11820,0,90,90,90,90,43
11830,0,90,90,90,90,43
11840,0,90,90,90,90,43
11850,0,90,90,90,90,43
11860,0,90,90,90,90,43
11870,0,90,90,90,90,43
11880,0,90,90,90,90,43
11890,0,90,90,90,90,43
11900,0,90,90,90,90,43
11910,0,90,90,90,90,43
11920,0,90,90,90,90,43
11930,0,90,90,90,90,43
11940,0,90,90,90,90,43
11950,0,90,90,90,90,43
11960,0,90,90,90,90,43
11970,0,90,90,90,90,43
11980,0,90,90,90,90,43
11990,0,90,90,90,90,43
12000,0,90,90,90,90,43
12010,0,90,90,90,90,43
12020,0,90,90,90,90,43
12030,0,90,90,90,90,43
12040,0,90,90,90,90,43
12050,0,90,90,90,90,43
12060,0,90,90,90,90,43
12070,0,90,90,90,90,43
12080,0,90,90,90,90,43
12090,0,90,90,90,90,43
12100,0,90,90,90,90,43
12110,0,90,90,90,90,43
12120,0,90,90,90,90,43
12130,0,90,90,90,90,43
12140,0,90,90,90,90,43
12150,0,90,90,90,90,43
12160,0,90,90,90,90,43
12170,0,90,90,90,90,43
12180,0,90,90,90,90,43
12190,0,90,90,90,90,43
12200,0,90,90,90,90,43
12210,0,90,90,90,90,43
12220,0,90,90,90,90,43
12230,0,90,90,90,90,43
12240,0,90,90,90,90,43
12250,0,90,90,90,90,43
12260,0,90,90,90,90,43
12270,0,90,90,90,90,43
12280,0,90,90,90,90,43
12290,0,90,90,90,90,43
12300,0,90,90,90,90,43
12310,0,90,90,90,90,43
12320,0,90,90,90,90,43
12330,0,90,90,90,90,43
12340,0,90,90,90,90,43
12350,0,90,90,90,90,43
12360,0,90,90,90,90,43
12370,0,90,90,90,90,43
12380,0,90,90,90,90,43
12390,0,90,90,90,90,43
12400,0,90,90,90,90,43
12410,0,90,90,90,90,43
12420,0,90,90,90,90,43
12430,0,90,90,90,90,43
12440,0,90,90,90,90,43
12450,0,90,90,90,90,43
12460,0,90,90,90,90,43
12470,0,90,90,90,90,43
12480,0,90,90,90,90,43
12490,0,90,90,90,90,43
12500,0,90,90,90,90,43
12510,0,90,90,90,90,43
12520,0,90,90,90,90,43
12530,0,90,90,90,90,43
12540,0,90,90,90,90,43
12550,0,90,90,90,90,43
12560,0,90,90,90,90,43
12570,0,90,90,90,90,43
12580,0,90,90,90,90,43
12590,0,90,90,90,90,43
12600,0,90,90,90,90,43
12610,0,90,90,90,90,43
12620,0,90,90,90,90,43
12630,0,90,90,90,90,43
12640,0,90,90,90,90,43
12650,0,90,90,90,90,43
12660,0,90,90,90,90,43
12670,0,90,90,90,90,43
12680,0,90,90,90,90,43
12690,0,90,90,90,90,43
12700,0,90,90,90,90,43
12710,0,90,90,90,90,43
12720,0,90,90,90,90,43
12730,0,90,90,90,90,43
12740,0,90,90,90,90,43
12750,0,90,90,90,90,43
12760,0,90,90,90,90,43
12770,0,90,90,90,90,43
12780,0,90,90,90,90,43
12790,0,90,90,90,90,43
12800,0,90,90,90,90,43
12810,0,90,90,90,90,43
12820,0,90,90,90,90,43
12830,0,90,90,90,90,43
12840,0,90,90,90,90,43
12850,0,90,90,90,90,43
12860,0,90,90,90,90,43
12870,0,90,90,90,90,43
12880,0,90,90,90,90,43
12890,0,90,90,90,90,43
12900,0,90,90,90,90,43
12910,0,90,90,90,90,43
12920,0,90,90,90,90,43
12930,0,90,90,90,90,43
12940,0,90,90,90,90,43
12950,0,90,90,90,90,43
12960,0,90,90,90,90,43
12970,0,90,90,90,90,43
12980,0,90,90,90,90,43
12990,0,90,90,90,90,43
13000,0,90,90,90,90,43
13010,0,90,90,90,90,43
13020,0,90,90,90,90,43
13030,0,90,90,90,90,43
13040,0,90,90,90,90,43
13050,0,90,90,90,90,43
13060,0,90,90,90,90,43
13070,0,90,90,90,90,43
13080,0,90,90,90,90,43
13090,0,90,90,90,90,43
13100,0,90,90,90,90,43
13110,0,90,90,90,90,43
13120,0,90,90,90,90,43
13130,0,90,90,90,90,43
13140,0,90,90,90,90,43
13150,0,90,90,90,90,43
13160,0,90,90,90,90,43
13170,0,90,90,90,90,43
13180,0,90,90,90,90,43
13190,0,90,90,90,90,43
13200,0,90,90,90,90,43
13210,0,90,90,90,90,43
13220,0,90,90,90,90,43
13230,0,90,90,90,90,43
13240,0,90,90,90,90,43
13250,0,90,90,90,90,43
13260,0,90,90,90,90,43
13270,0,90,90,90,90,43
13280,0,90,90,90,90,43
13290,0,90,90,90,90,43
13300,0,90,90,90,90,43
13310,0,90,90,90,90,43
13320,0,90,90,90,90,43
13330,0,90,90,90,90,43
13340,0,90,90,90,90,43
13350,0,90,90,90,90,43
13360,0,90,90,90,90,43
13370,0,90,90,90,90,43
13380,0,90,90,90,90,43
13390,0,90,90,90,90,43
13400,0,90,90,90,90,43
13410,1.2,90,90,90,90,43.4
13420,2.4,90,90,90,90,43.8
13430,3.6,90,90,90,90,44.2
13440,4.8,90,90,90,90,44.6
13450,6,90,90,90,90,45
13460,7.2,90,90,90,90,45.4
13470,8.4,90,90,90,90,45.8
13480,9.6,90,90,90,90,46.2
13490,10.8,90,90,90,90,46.6
13500,12,90,90,90,90,47
13510,13.4,90,90,90,90,47.4
13520,14.8,90,90,90,90,47.8
13530,16.2,90,90,90,90,48.2
13540,17.6,90,90,90,90,48.6
13550,19,90,90,90,90,49
13560,20.4,90,90,90,90,49.4
13570,21.8,90,90,90,90,49.8
13580,23.2,90,90,90,90,50.2
13590,24.6,90,90,90,90,50.6
13600,26,90,90,90,90,51
13610,27.4,90,90,90,90,51.5
13620,28.8,90,90,90,90,52
13630,30.2,90,90,90,90,52.5
13640,31.6,90,90,90,90,53
13650,33,90,90,90,90,53.5
13660,34.4,90,90,90,90,54
13670,35.8,90,90,90,90,54.5
13680,37.2,90,90,90,90,55
13690,38.6,90,90,90,90,55.5
13700,40,90,90,90,90,56
13710,41.4,90,90,90,90,56.5
13720,42.8,90,90,90,90,57
13730,44.2,90,90,90,90,57.5
13740,45.6,90,90,90,90,58
13750,47,90,90,90,90,58.5
13760,48.4,90,90,90,90,59
13770,49.8,90,90,90,90,59.5
13780,51.2,90,90,90,90,60
13790,52.6,90,90,90,90,60.5
13800,54,90,90,90,90,61
13810,55.4,90,90,90,90,61.4
13820,56.8,90,90,90,90,61.8
13830,58.2,90,90,90,90,62.2
13840,59.6,90,90,90,90,62.6
13850,61,90,90,90,90,63
13860,62.4,90,90,90,90,63.4
13870,63.8,90,90,90,90,63.8
13880,65.2,90,90,90,90,64.2
13890,66.6,90,90,90,90,64.6
13900,68,90,90,90,90,65
13910,69.3,90,90,90,90,65.5
13920,70.6,90,90,90,90,66
13930,71.9,90,90,90,90,66.5
13940,73.2,90,90,90,90,67
13950,74.5,90,90,90,90,67.5
13960,75.8,90,90,90,90,68
13970,77.1,90,90,90,90,68.5
13980,78.4,90,90,90,90,69
13990,79.7,90,90,90,90,69.5
14000,81,90,90,90,90,70
14010,81.9,90,90,90,90,70.3
14020,82.8,90,90,90,90,70.6
14030,83.7,90,90,90,90,70.9
14040,84.6,90,90,90,90,71.2
14050,85.5,90,90,90,90,71.5
14060,86.4,90,90,90,90,71.8
14070,87.3,90,90,90,90,72.1
14080,88.2,90,90,90,90,72.4
14090,89.1,90,90,90,90,72.7
14100,90,90,90,90,90,73
14110,90,90,90,90,90,73
14120,90,90,90,90,90,73
14130,90,90,90,90,90,73
14140,90,90,90,90,90,73
14150,90,90,90,90,90,73
14160,90,90,90,90,90,73
14170,90,90,90,90,90,73
14180,90,90,90,90,90,73
14190,90,90,90,90,90,73
14200,90,90,90,90,90,73
14210,90,90,90,90,90,73
14220,90,90,90,90,90,73
14230,90,90,90,90,90,73
14240,90,90,90,90,90,73
14250,90,90,90,90,90,73
14260,90,90,90,90,90,73
14270,90,90,90,90,90,73
14280,90,90,90,90,90,73
14290,90,90,90,90,90,73
14300,90,90,90,90,90,73
14310,90,90,90,90,90,73
14320,90,90,90,90,90,73
14330,90,90,90,90,90,73
14340,90,90,90,90,90,73
14350,90,90,90,90,90,73
14360,90,90,90,90,90,73
14370,90,90,90,90,90,73
14380,90,90,90,90,90,73
14390,90,90,90,90,90,73
14400,90,90,90,90,90,73
14410,90,90,90,90,90,73
14420,90,90,90,90,90,73
14430,90,90,90,90,90,73
14440,90,90,90,90,90,73
14450,90,90,90,90,90,73
14460,90,90,90,90,90,73
14470,90,90,90,90,90,73
14480,90,90,90,90,90,73
14490,90,90,90,90,90,73
14500,90,90,90,90,90,73
14510,90,90,90,90,90,73
14520,90,90,90,90,90,73
14530,90,90,90,90,90,73
14540,90,90,90,90,90,73
14550,90,90,90,90,90,73
14560,90,90,90,90,90,73
14570,90,90,90,90,90,73
14580,90,90,90,90,90,73
14590,90,90,90,90,90,73
14600,90,90,90,90,90,73
14610,90,90,90,90,90,73
14620,90,90,90,90,90,73
14630,90,90,90,90,90,73
14640,90,90,90,90,90,73
14650,90,90,90,90,90,73
14660,90,90,90,90,90,73
14670,90,90,90,90,90,73
14680,90,90,90,90,90,73
14690,90,90,90,90,90,73
14700,90,90,90,90,90,73
14710,90,90,90,90,90,73
14720,90,90,90,90,90,73
14730,90,90,90,90,90,73
14740,90,90,90,90,90,73
14750,90,90,90,90,90,73
14760,90,90,90,90,90,73
14770,90,90,90,90,90,73
14780,90,90,90,90,90,73
14790,90,90,90,90,90,73
14800,90,90,90,90,90,73
14810,90,90,90,90,90,73
14820,90,90,90,90,90,73
14830,90,90,90,90,90,73
14840,90,90,90,90,90,73
14850,90,90,90,90,90,73
14860,90,90,90,90,90,73
14870,90,90,90,90,90,73
14880,90,90,90,90,90,73
14890,90,90,90,90,90,73
14900,90,90,90,90,90,73
14910,90,90,90,90,90,73
14920,90,90,90,90,90,73
14930,90,90,90,90,90,73
14940,90,90,90,90,90,73
14950,90,90,90,90,90,73
14960,90,90,90,90,90,73
14970,90,90,90,90,90,73
14980,90,90,90,90,90,73
14990,90,90,90,90,90,73
15000,90,90,90,90,90,73
15010,90,90,90,90,90,73
15020,90,90,90,90,90,73
15030,90,90,90,90,90,73
15040,90,90,90,90,90,73
15050,90,90,90,90,90,73
15060,90,90,90,90,90,73
15070,90,90,90,90,90,73
15080,90,90,90,90,90,73
15090,90,90,90,90,90,73
15100,90,90,90,90,90,73
15110,90,90,90,90,90,73
15120,90,90,90,90,90,73
15130,90,90,90,90,90,73
15140,90,90,90,90,90,73
15150,90,90,90,90,90,73
15160,90,90,90,90,90,73
15170,90,90,90,90,90,73
15180,90,90,90,90,90,73
15190,90,90,90,90,90,73
15200,90,90,90,90,90,73
15210,90,90,90,90,90,73
15220,90,90,90,90,90,73
15230,90,90,90,90,90,73
15240,90,90,90,90,90,73
15250,90,90,90,90,90,73
15260,90,90,90,90,90,73
15270,90,90,90,90,90,73
15280,90,90,90,90,90,73
15290,90,90,90,90,90,73
15300,90,90,90,90,90,73
15310,90,90,90,90,90,73
15320,90,90,90,90,90,73
15330,90,90,90,90,90,73
15340,90,90,90,90,90,73
15350,90,90,90,90,90,73
15360,90,90,90,90,90,73
15370,90,90,90,90,90,73
15380,90,90,90,90,90,73
15390,90,90,90,90,90,73
15400,90,90,90,90,90,73
15410,90,90,90,90,90,73
15420,90,90,90,90,90,73
15430,90,90,90,90,90,73
15440,90,90,90,90,90,73
15450,90,90,90,90,90,73
15460,90,90,90,90,90,73
15470,90,90,90,90,90,73
15480,90,90,90,90,90,73
15490,90,90,90,90,90,73
15500,90,90,90,90,90,73
15510,90,90,90,90,90,73
15520,90,90,90,90,90,73
15530,90,90,90,90,90,73
15540,90,90,90,90,90,73
15550,90,90,90,90,90,73
15560,90,90,90,90,90,73
15570,90,90,90,90,90,73
15580,90,90,90,90,90,73
15590,90,90,90,90,90,73
15600,90,90,90,90,90,73
15610,90,90,90,90,90,73
15620,90,90,90,90,90,73
15630,90,90,90,90,90,73
15640,90,90,90,90,90,73
15650,90,90,90,90,90,73
15660,90,90,90,90,90,73
15670,90,90,90,90,90,73
15680,90,90,90,90,90,73
15690,90,90,90,90,90,73
15700,90,90,90,90,90,73
15710,90,90,90,90,90,73
15720,90,90,90,90,90,73
15730,90,90,90,90,90,73
15740,90,90,90,90,90,73
15750,90,90,90,90,90,73
15760,90,90,90,90,90,73
15770,90,90,90,90,90,73
15780,90,90,90,90,90,73
15790,90,90,90,90,90,73
15800,90,90,90,90,90,73
15810,90,90,90,90,90,73
15820,90,90,90,90,90,73
15830,90,90,90,90,90,73
15840,90,90,90,90,90,73
15850,90,90,90,90,90,73
15860,90,90,90,90,90,73
15870,90,90,90,90,90,73
15880,90,90,90,90,90,73
15890,90,90,90,90,90,73
15900,90,90,90,90,90,73
15910,90,90,90,90,90,73
15920,90,90,90,90,90,73
15930,90,90,90,90,90,73
15940,90,90,90,90,90,73
15950,90,90,90,90,90,73
15960,90,90,90,90,90,73
15970,90,90,90,90,90,73
15980,90,90,90,90,90,73
15990,90,90,90,90,90,73
16000,90,90,90,90,90,73
16010,90,90,90,90,90,73
16020,90,90,90,90,90,73
16030,90,90,90,90,90,73
16040,90,90,90,90,90,73
16050,90,90,90,90,90,73
16060,90,90,90,90,90,73
16070,90,90,90,90,90,73
16080,90,90,90,90,90,73
16090,90,90,90,90,90,73
16100,90,90,90,90,90,73
16110,90,90,90,90,90,73
16120,90,90,90,90,90,73
16130,90,90,90,90,90,73
16140,90,90,90,90,90,73
16150,90,90,90,90,90,73
16160,90,90,90,90,90,73
16170,90,90,90,90,90,73
16180,90,90,90,90,90,73
16190,90,90,90,90,90,73
16200,90,90,90,90,90,73
16210,90,90,90,90,90,73
16220,90,90,90,90,90,73
16230,90,90,90,90,90,73
16240,90,90,90,90,90,73
16250,90,90,90,90,90,73
16260,90,90,90,90,90,73
16270,90,90,90,90,90,73
16280,90,90,90,90,90,73
16290,90,90,90,90,90,73
16300,90,90,90,90,90,73
16310,90,90,90,90,90,73
16320,90,90,90,90,90,73
16330,90,90,90,90,90,73
16340,90,90,90,90,90,73
16350,90,90,90,90,90,73
16360,90,90,90,90,90,73
16370,90,90,90,90,90,73
16380,90,90,90,90,90,73
16390,90,90,90,90,90,73
16400,90,90,90,90,90,73
