timestamp(s),s1,s2,s3,s4,s5,s6,x,y,z,distance_zero
0,90,90,90,90,90,73,0.0,0.0,471,471.0
10.0,90.0,90.0,92.0,91.8,90.0,71.6,-15.19,-0.0,471,471.2448791233704
20.0,90.0,90.0,94.0,93.6,90.0,70.19999999999999,-30.32,-0.0,469,469.9790446392264
30.0,90.0,90.0,96.0,95.39999999999999,90.0,68.79999999999998,-45.33,-0.0,467,469.194851740724
40.0,90.0,90.0,98.0,97.19999999999999,90.0,67.39999999999998,-60.18,-0.0,464,467.88634560115133
50.0,90.0,90.0,100.0,98.99999999999999,90.0,65.99999999999997,-74.79,-0.0,460,466.04028162810135
60.0,90.0,90.0,102.0,100.79999999999998,90.0,64.59999999999997,-89.13,-0.0,455,463.6476646118257
70.0,90.0,90.0,104.0,102.59999999999998,90.0,63.19999999999997,-103.12,-0.0,449,460.68941207716074
80.0,90.0,90.0,106.0,104.39999999999998,90.0,61.79999999999997,-116.72,-0.0,442,457.1515704883885
90.0,90.0,90.0,108.0,106.19999999999997,90.0,60.39999999999997,-129.89,-0.0,435,453.9784269103544
100,90,90,110,108,90,59,-142.56,-0.0,427,450.16924994939404
110.0,90.0,90.0,112.0,109.8,90.0,57.6,-154.7,-0.0,418,445.70852583274643
120.0,90.0,90.0,114.0,111.6,90.0,56.2,-166.25,-0.0,408,440.5712910528783
130.0,90.0,90.0,116.0,113.39999999999999,90.0,54.800000000000004,-177.18,-0.0,398,435.65669098500024
140.0,90.0,90.0,118.0,115.19999999999999,90.0,53.400000000000006,-187.44,-0.0,387,430.0032018485444
150.0,90.0,90.0,120.0,116.99999999999999,90.0,52.00000000000001,-197.0,-0.0,375,423.59650612345706
160.0,90.0,90.0,122.0,118.79999999999998,90.0,50.60000000000001,-205.83,-0.0,363,417.29484648147763
170.0,90.0,90.0,124.0,120.59999999999998,90.0,49.20000000000001,-213.89,-0.0,351,411.0351956949672
180.0,90.0,90.0,126.0,122.39999999999998,90.0,47.80000000000001,-221.16,-0.0,338,403.9254208390455
190.0,90.0,90.0,128.0,124.19999999999997,90.0,46.40000000000001,-227.61,-0.0,325,396.77614860271024
200,90,90,130,126,90,45,-233.21,-0.0,311,388.7260013171231
210.0,90.0,90.0,132.0,127.9,90.0,43.6,-238.02,-0.0,297,380.6080929249929
220.0,90.0,90.0,134.0,129.8,90.0,42.2,-241.92,-0.0,282,371.5498437625832
230.0,90.0,90.0,136.0,131.70000000000002,90.0,40.800000000000004,-244.88,-0.0,268,363.0292197606137
240.0,90.0,90.0,138.0,133.60000000000002,90.0,39.400000000000006,-246.92,-0.0,253,353.52296445917057
250.0,90.0,90.0,140.0,135.50000000000003,90.0,38.00000000000001,-248.02,-0.0,238,343.74106592026504
260.0,90.0,90.0,142.0,137.40000000000003,90.0,36.60000000000001,-248.19,-0.0,223,333.6574232652407
270.0,90.0,90.0,144.0,139.30000000000004,90.0,35.20000000000001,-247.43,-0.0,209,323.88671615242265
280.0,90.0,90.0,146.0,141.20000000000005,90.0,33.80000000000001,-245.75,-0.0,194,313.0959317844932
290.0,90.0,90.0,148.0,143.10000000000005,90.0,32.40000000000001,-243.16,-0.0,180,302.5339412363512
300,90,90,150,145,90,31,-239.69,-0.0,166,291.56010718203544
310.0,90.0,90.0,152.0,146.8,90.0,29.6,-235.51,-0.0,152,280.3015520827525
320.0,90.0,90.0,154.0,148.60000000000002,90.0,28.200000000000003,-230.52,-0.0,139,269.1848257238881
330.0,90.0,90.0,156.0,150.40000000000003,90.0,26.800000000000004,-224.75,-0.0,126,257.659780524629
340.0,90.0,90.0,158.0,152.20000000000005,90.0,25.400000000000006,-218.24,-0.0,114,246.2208309627762
350.0,90.0,90.0,160.0,154.00000000000006,90.0,24.000000000000007,-211.0,-0.0,102,234.3608329051593
360.0,90.0,90.0,162.0,155.80000000000007,90.0,22.60000000000001,-203.09,-0.0,91,222.54560903329457
370.0,90.0,90.0,164.0,157.60000000000008,90.0,21.20000000000001,-194.53,-0.0,80,210.33763548162273
380.0,90.0,90.0,166.0,159.4000000000001,90.0,19.80000000000001,-185.36,-0.0,70,198.1371484603531
390.0,90.0,90.0,168.0,161.2000000000001,90.0,18.400000000000013,-175.64,-0.0,60,185.6055214695942
400,90,90,170,163,90,17,-165.4,-0.0,52,173.3815445772704
410.0,90.0,90.0,171.0,163.9,90.0,16.3,-160.1,-0.0,47,166.8562555015544
420.0,90.0,90.0,172.0,164.8,90.0,15.600000000000001,-154.69,-0.0,44,160.82598079912339
430.0,90.0,90.0,173.0,165.70000000000002,90.0,14.900000000000002,-149.17,-0.0,40,154.43992003364932
440.0,90.0,90.0,174.0,166.60000000000002,90.0,14.200000000000003,-143.56,-0.0,36,148.0049782946506
450.0,90.0,90.0,175.0,167.50000000000003,90.0,13.500000000000004,-137.85,-0.0,33,141.74492054391226
460.0,90.0,90.0,176.0,168.40000000000003,90.0,12.800000000000004,-132.05,-0.0,30,135.41492716831482
470.0,90.0,90.0,177.0,169.30000000000004,90.0,12.100000000000005,-126.18,-0.0,27,129.03639951579555
480.0,90.0,90.0,178.0,170.20000000000005,90.0,11.400000000000006,-120.23,-0.0,24,122.60201017927888
490.0,90.0,90.0,179.0,171.10000000000005,90.0,10.700000000000006,-114.22,-0.0,21,116.13444105862825
500,90,90,180,172,90,10,-108.14,-0.0,19,109.79644620842699
510.0,90.0,90.0,180.0,172.0,90.0,10.0,-108.14,-0.0,19,109.79644620842699
520.0,90.0,90.0,180.0,172.0,90.0,10.0,-108.14,-0.0,19,109.79644620842699
