timestamp(s),s1,s2,s3,s4,s5,s6,x,y,z,distance_zero
7840,90,83.4,103.2,89,90,73,-18.14,0,469,469.3506787
7860,90,83.6,102.8,89,90,73,-17.49,0,469,469.3260062
7880,90,83.8,102.4,89,90,73,-16.84,0,469,469.3022327
7900,90,85,100,89,90,73,-12.96,0,470,470.1786486
7920,90,85.2,99.6,89,90,73,-12.32,0,470,470.1614429
7940,90,85.4,99.2,89,90,73,-11.67,0,470,470.1448595
7960,90,85.6,98.8,89,90,73,-11.02,0,470,470.1291742
7980,90,85.8,98.4,89,90,73,-10.37,0,470,470.114387
8000,90,87,96,89,90,73,-6.49,0,471,471.0447114
8020,90,87.1,95.6,89,90,73,-5.23,0,471,471.0290362
8040,90,87.2,95.2,89,90,73,-3.97,0,471,471.016731
8060,90,87.3,94.8,89,90,73,-2.71,0,471,471.0077962
8080,90,87.4,94.4,89,90,73,-1.45,0,471,471.0022319
8100,90,88,92,89,90,73,6.11,0,471,471.039629
8120,89.9,88.1,91.8,89,90,73,6.44,-0.01,471,471.0440252
8140,89.8,88.2,91.6,89,90,73,6.76,-0.02,471,471.0485092
8160,89.7,88.3,91.4,89,90,73,7.09,-0.04,471,471.0533618
8180,89.6,88.4,91.2,89,90,73,7.41,-0.05,471,471.0582879
8200,89,89,90,89,90,73,9.36,-0.16,471,471.0930218
8220,88.6,88.9,90.4,89,90,73,8.1,-0.2,471,471.069687
8240,88.2,88.8,90.8,89,90,73,6.83,-0.21,471,471.0495653
8260,87.8,88.7,91.2,89,90,73,5.57,-0.21,471,471.0329808
8280,87.4,88.6,91.6,89,90,73,4.31,-0.2,471,471.0197619
8300,85,88,94,89,90,73,-3.23,0.28,471,471.0111584
8320,84.5,87.8,94.4,89,90,73,-3.87,0.37,471,471.0160441
8340,84,87.6,94.8,89,90,73,-4.52,0.47,471,471.0219223
