mad_timestamp(s),mad_s1,mad_s2,mad_s3,mad_s4,mad_s5,mad_s6,low,init_gap,cont_gap,frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-3.0,1.7763568394002505e-15,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-2.0,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-1.9,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-1.7999999999999998,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-1.6999999999999997,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-1.5999999999999996,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-1.4999999999999996,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-1.3999999999999995,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-1.2999999999999994,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-1.1999999999999993,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-1.0999999999999992,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-0.9999999999999991,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-0.899999999999999,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-0.7999999999999989,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-0.6999999999999988,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-0.5999999999999988,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-0.49999999999999867,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-0.3999999999999986,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-0.2999999999999985,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-0.1999999999999984,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,-0.09999999999999831,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.5,1.7763568394002505e-15,0.19999999999996732,0.19999999999996732,1.5,0.5,3,2,0.15000000000000568,0.04999999999996163,0.19999999999996732,0.15000000000000568,0.04999999999996163,0.19999999999996732,0.3003003003002931,0.20020020020020018,99.4994994994995
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-2.0,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-1.9,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-1.7999999999999998,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-1.6999999999999997,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-1.5999999999999996,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-1.4999999999999996,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-1.3999999999999995,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-1.2999999999999994,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-1.1999999999999993,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-1.0999999999999992,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-0.9999999999999991,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-0.899999999999999,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-0.7999999999999989,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-0.6999999999999988,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-0.5999999999999988,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-0.49999999999999867,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-0.3999999999999986,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-0.2999999999999985,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-0.1999999999999984,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,-0.09999999999999831,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-2.0,1.7763568394002505e-15,0.10000000000004405,0.10000000000004405,2.5,0.5,5,2,0.06666666666670078,0.047140452079107185,0.10000000000004405,0.06666666666670078,0.047140452079107185,0.10000000000004405,0.40040040040038605,0.3003003003003003,99.2992992992993
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-2.0,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-1.9,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-1.7999999999999998,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-1.6999999999999997,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-1.5999999999999996,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-1.4999999999999996,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-1.3999999999999995,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-1.2999999999999994,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-1.1999999999999993,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-1.0999999999999992,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-0.9999999999999991,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-0.899999999999999,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-0.7999999999999989,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-0.6999999999999988,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-0.5999999999999988,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-0.49999999999999867,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-0.3999999999999986,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-0.2999999999999985,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-0.1999999999999984,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,-0.09999999999999831,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.5,1.7763568394002505e-15,0.19999999999999574,0.19999999999999574,13.842105263157896,20.123992378553456,263,19,0.08387096774193117,0.07227534355613793,0.19999999999999574,0.08387096774193117,0.07227534355613793,0.19999999999999574,13.313313313313301,3.1031031031031033,83.58358358358359
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.0,-2.0,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.0,-1.9,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.0,-1.7999999999999998,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.0,-1.6999999999999997,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.0,-1.5999999999999996,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.0,-1.4999999999999996,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
0.2,0.2,0.2,0.2,0.2,0.2,0.2,50,-1.0,-1.3999999999999995,0.10000000000004405,0.10000000000004405,1.0,0.0,1,1,0.10000000000004405,0.0,0.10000000000004405,0.10000000000004405,0.0,0.10000000000004405,0.20020020020020013,0.10010010010010009,99.69969969969969
