timestamp(s),temperature(degrees)
0,22.8125
3,22.807046
6,22.8014633
9,22.79604359
12,22.84297602
15,23.44039199
18,23.9975943
21,24.03299638
24,24.5881152
27,24.62167725
30,25.17491278
33,25.20664741
36,25.75801521
39,25.78792563
42,26.33741299
45,26.37726263
48,26.91300088
51,26.93932131
54,27.53762156
57,28.07209832
60,28.10232704
63,27.94679901
66,28.18459139
69,28.07138431
72,28.08183677
75,28.1796141
78,27.9781012
81,28.10526227
84,28.0831657
87,28.2007551
90,28.12283912
93,28.12053111
96,28.19441023
99,28.20759933
102,27.99315031
105,28.06846589
108,28.18138845
111,28.14693394
114,28.15004354
117,28.19913169
120,27.94297749
123,28.18722834
126,27.97486859
129,27.95754679
132,28.02047764
135,28.14090023
138,28.13917873
141,28.19870645
144,27.98957994
147,28.02615959
150,27.9949226
153,28.00784432
156,28.14460534
159,28.07931317
162,28.21629028
165,28.09249918
168,28.19679575
171,28.01693464
174,28.11327074
177,28.20164481
180,28.10862297
183,27.98164225
186,28.0464545
189,28.12255354
192,28.04101656
195,27.95579945
198,28.04133588
201,28.19909471
204,28.07689589
207,28.000131
210,27.97091578
213,28.04552162
216,27.94308451
219,28.22147437
222,28.10130798
225,28.07884723
228,28.11647675
231,28.19857458
234,28.15864631
237,28.19543427
240,28.21934463
243,28.20341516
246,28.15639651
249,28.0943001
252,28.09424122
255,28.09813168
258,28.12038831
261,27.94341659
264,28.17576457
267,28.03448651
270,28.12305428
273,28.20562081
276,28.12752677
279,28.08769777
282,27.95668268
285,28.22110502
288,27.98895886
291,28.10210657
294,28.08113029
297,27.94352783
300,27.97929
303,28.04814644
306,27.9427718
309,28.02308167
312,27.94771422
315,28.1779876
318,27.98577591
321,28.06791976
324,27.98102675
327,28.17218185
330,28.10098866
333,28.20748052
336,28.11351445
339,28.21223303
342,28.02253676
345,28.00637995
348,28.04102946
351,28.03766467
354,28.05784462
357,28.16967087
360,27.9583619
363,28.21300061
366,28.04351965
369,28.18595651
372,28.08030756
375,28.03580752
378,28.07734455
381,28.06142337
384,28.0597171
387,27.98730984
390,27.99258693
393,28.17717306
396,28.10022067
399,28.18492688
402,28.19006241
405,28.122271
408,28.03912158
411,28.00570395
414,28.20746638
417,28.07774875
420,28.12051631
423,28.02296317
426,28.07445061
429,28.1921612
432,28.19354531
435,28.10487338
438,27.98364843
441,28.21427314
444,28.08899674
447,28.10648746
450,27.94808844
453,28.16648336
456,28.06182168
459,28.04179593
462,28.21987153
465,28.10168445
468,28.07831556
471,28.02540763
474,27.98414571
477,28.02087551
480,28.01484316
483,28.17975537
486,28.15312525
489,27.96871828
492,28.17874345
495,28.04308335
498,28.03360568
501,28.08000541
504,27.98273614
507,28.133699
510,28.17121379
513,28.02123544
516,27.9600804
519,28.00608452
522,27.98084128
525,28.15039453
528,27.98154655
531,28.13453961
534,28.22169347
537,27.9445993
540,28.09982028
543,28.20257327
546,28.18699167
549,27.969705
552,28.19516524
555,28.01961437
558,28.06077925
561,28.18875736
564,28.20181771
567,28.09496791
570,28.09881587
573,28.07710721
576,27.98215604
579,28.04976472
582,28.15290535
585,28.13390658
588,28.00962456
591,28.08644173
594,28.17322954
597,28.14870469
600,28.05519253
603,28.02871328
606,28.17947557
609,27.94771111
612,28.0159964
615,27.95142429
618,28.221929
621,28.04562372
624,28.07786151
627,28.0242098
630,28.20649151
633,27.97760189
636,28.07403725
639,27.94727343
642,27.96309053
645,28.16944886
648,28.0993677
651,28.11294369
654,27.98379745
657,28.11447817
660,28.05740321
663,27.99767735
666,28.03244164
669,28.20103121
672,28.20230042
675,28.04475474
678,28.0860245
681,28.08663572
684,28.13164661
687,28.03712088
690,28.01015555
693,28.00413995
696,28.02542113
699,28.09214572
702,28.12834211
705,28.19809994
708,28.16613205
711,28.08471887
714,28.13011329
717,27.99945802
720,28.12102109
723,28.03071427
726,27.94204912
729,28.15333689
732,28.12915444
735,28.16169842
738,27.94883813
741,27.94902098
744,28.00062369
747,28.08821762
750,28.03508121
753,28.14324646
756,28.2095367
759,28.19245461
762,28.0270518
765,28.00175022
768,28.0439446
771,28.10730744
774,28.08097674
777,28.21925504
780,28.14170835
783,28.16785059
786,28.22118294
789,28.07143799
792,27.97685285
795,28.03148401
798,28.02807935
801,28.02788579
804,27.96266947
807,28.19644347
810,28.02713388
813,28.07499187
816,28.04269898
819,28.1553281
822,28.15974991
825,28.1857102
828,28.06577834
831,28.03790144
834,28.05059941
837,27.95870281
840,28.03023963
843,28.0514397
846,28.06406657
849,27.98751416
852,28.15840268
855,28.03421536
858,28.1403265
861,28.05420685
864,28.02727348
867,28.0646103
870,28.05387385
873,28.15956021
876,27.95058691
879,27.93992822
882,27.9461365
885,28.03046123
888,27.97104836
891,28.07125026
894,28.08665826
897,28.09321061
900,28.05325519
903,27.93795209
906,27.93923555
909,27.99881779
912,28.16944562
915,27.96426882
918,28.02290942
921,28.14330887
924,28.14270739
927,28.19687255
930,28.14380148
933,28.16335556
936,28.14596586
939,28.13319343
942,28.07979078
945,28.18775546
948,28.18452195
951,28.06827121
954,28.16800862
957,28.01701049
960,28.15032883
963,28.03788952
966,28.01528701
969,28.14122067
972,28.14116961
975,28.08190764
978,28.12330516
981,28.16964574
984,27.997688
987,28.02406637
990,28.08287043
993,28.08378738
996,28.07716366
999,28.14445532
1002,28.19708232
1005,27.95355154
1008,28.01967824
1011,28.05049259
1014,28.04326869
1017,27.98569368
1020,28.1027102
1023,28.0906948
1026,28.19317649
1029,27.99976986
1032,28.09275308
1035,28.10859234
1038,28.07034033
1041,28.10199161
1044,27.97450791
1047,28.04637026
1050,28.04814538
1053,28.1085168
1056,28.08960846
1059,27.96769749
1062,28.07638718
1065,28.02268623
1068,28.03773184
1071,28.03581643
1074,27.94967161
1077,28.12239579
1080,27.95930753
1083,28.11017281
1086,28.00199644
1089,28.02160809
1092,28.10297419
1095,28.12574672
1098,27.97190801
1101,28.15761383
1104,28.13441243
1107,28.19932976
1110,28.14451165
1113,28.1257814
1116,27.940331
1119,28.20403025
1122,28.13427888
1125,28.0031268
1128,28.13009578
1131,28.19952696
1134,28.0354199
1137,28.17977188
1140,28.0512127
1143,28.18551711
1146,28.07047852
1149,28.09278983
1152,28.08384298
1155,28.06399119
1158,28.16509146
1161,28.10146724
1164,28.10686277
1167,27.94185877
1170,28.19111483
1173,28.02926365
1176,28.10288655
1179,28.15095516
1182,28.19493636
1185,27.99422525
1188,27.99693627
1191,28.10290241
1194,27.96942649
1197,28.03997819
1200,28.1413111
1203,27.93525881
1206,27.96663543
1209,27.94016532
1212,27.98709047
1215,28.16770357
1218,28.05184916
1221,27.97846784
1224,28.10585386
1227,28.09912407
1230,27.98558668
1233,28.1053563
1236,28.18216331
1239,28.06243913
1242,28.10377442
1245,27.99815392
1248,27.97914722
1251,27.94410823
1254,27.96332483
1257,28.07750728
1260,28.00763679
1263,28.06764773
1266,28.04856301
1269,28.16181908
1272,28.16019282
1275,28.19206052
1278,28.13787308
1281,28.11905278
1284,27.97094399
1287,27.9572613
1290,28.17475496
1293,28.13563635
1296,28.18229937
1299,28.02408675
1302,27.94413891
1305,28.06288662
1308,27.97962346
1311,28.19626452
1314,27.96143115
1317,28.04119892
1320,28.07842762
1323,28.09903104
1326,28.00159035
1329,27.94873953
1332,28.16974328
1335,27.96709041
1338,28.186608
1341,27.96790125
1344,28.17548647
1347,27.98179502
1350,28.05332485
1353,28.02018148
1356,28.06254151
1359,28.03210801
1362,27.93607619
1365,28.00852798
1368,28.10967281
1371,28.10164741
1374,28.05125475
1377,28.08904189
1380,28.12625271
1383,27.95721771
1386,27.96577332
1389,28.01881232
1392,28.15038437
1395,28.10630991
1398,28.16570148
1401,28.1282084
1404,28.19847568
1407,27.99459777
1410,28.16284304
1413,27.95691093
1416,28.13701275
1419,27.97902199
1422,28.01808051
1425,27.93669093
1428,28.1519781
1431,28.07817256
1434,28.15077676
1437,28.06963376
1440,28.20079159
1443,28.16512014
1446,28.10148078
1449,28.07151455
1452,28.09003592
1455,28.20683105
1458,28.16933393
1461,28.07784573
1464,28.16846958
1467,28.0809205
1470,28.01440722
1473,27.94177925
1476,28.09314993
1479,28.07606219
1482,28.05385815
1485,28.07061828
1488,28.06992341
1491,27.93469087
1494,28.20184722
1497,28.08905651
1500,28.19362116
1503,28.14984017
1506,28.01356193
1509,28.01446404
1512,28.09217472
1515,28.11414584
1518,28.05151065
1521,27.94326089
1524,28.12680748
1527,28.18263478
1530,28.09932624
1533,28.14478694
1536,28.00151127
1539,28.19965126
1542,28.14203524
1545,27.93216728
1548,28.08615965
1551,28.11806754
1554,28.15415974
1557,28.11322374
1560,28.04681957
1563,27.97347785
1566,27.96947412
1569,28.04615365
1572,28.02984761
1575,27.95331636
1578,28.19581678
1581,27.99638977
1584,28.14363229
1587,28.2038954
1590,27.98364117
1593,28.19814749
1596,28.14014065
1599,28.02199211
1602,28.11272933
1605,28.06770865
1608,28.15676059
1611,27.99522156
1614,28.10412011
1617,28.05773785
1620,28.16682476
1623,27.93381141
1626,28.10268366
1629,28.03881866
1632,28.12919906
1635,28.1791621
1638,27.93417203
1641,28.06994998
1644,28.12729637
1647,28.10747228
1650,27.98105726
1653,28.10701229
1656,28.20950576
1659,28.03285294
1662,28.03137724
1665,28.13185537
1668,28.08110596
1671,28.01231383
1674,28.03922167
1677,27.97156178
1680,28.04215689
1683,28.14624726
1686,28.16617792
1689,28.06118247
1692,28.1578319
1695,28.0004304
1698,28.03071062
1701,27.94761308
1704,27.99681699
1707,28.12515679
1710,28.13474182
1713,28.10975164
1716,28.06580221
1719,28.15328826
1722,28.17630943
1725,28.12782616
1728,27.97050163
1731,28.01057852
1734,28.16294419
1737,28.10521549
1740,28.15306271
1743,28.0401732
1746,28.11142045
1749,28.17900937
1752,28.18363685
1755,28.11968323
1758,28.20617744
1761,28.05667575
1764,27.93328141
1767,27.94278524
1770,27.94889372
1773,28.0709977
1776,28.12034124
1779,28.13550046
1782,28.09285856
1785,28.16802617
1788,28.08027146
1791,28.01798624
1794,28.1220943
1797,28.00372718
1800,27.93844731
1803,28.20742127
1806,28.03750447
1809,28.05546528
1812,28.15355526
1815,28.10290619
1818,28.1419647
1821,28.2072721
1824,28.19219344
1827,28.19635219
1830,28.07113197
1833,28.2092026
1836,27.96153662
1839,27.96255722
1842,27.95299688
1845,28.18128011
1848,28.11798996
1851,28.01645972
1854,28.07470062
1857,28.18151357
1860,28.11191075
1863,28.16625802
1866,27.9532949
1869,28.11981943
1872,28.1127926
1875,27.97266802
1878,28.16306483
1881,28.11629617
1884,27.9622597
1887,28.19781225
