timestamp(s),temperature(degrees)
0,22.5935
3,22.66970721
6,22.75990261
9,22.90627164
12,23.09534866
15,23.33352417
18,23.60486314
21,23.92074963
24,24.26163807
27,24.61279814
30,24.92685654
33,25.22281739
36,25.48720395
39,25.73578339
42,25.95741891
45,26.16552725
48,26.35060638
51,26.52396242
54,26.67768642
57,26.82124672
60,26.97766332
63,27.1834909
66,27.42440461
69,27.71007573
72,28.02247509
75,28.37561097
78,28.7483346
81,29.12799117
84,29.46596722
87,29.78297179
90,30.06443726
93,30.32856997
96,30.56163564
99,30.77888538
102,30.97049285
105,31.14832564
108,31.30442259
111,31.47885236
114,31.69003907
117,31.94598488
120,32.23017728
123,32.55505576
126,32.90098397
129,33.28392584
132,33.65216582
135,34.00060134
138,34.30058619
141,34.58401067
144,34.83349532
147,35.06558624
150,35.2681809
153,35.45571343
156,35.61827136
159,35.76670821
162,35.89483134
165,36.01073897
168,36.10950164
171,36.19754395
174,36.27118401
177,36.33539725
180,36.38838346
183,36.43220594
186,36.46609163
189,36.49256104
192,36.51167671
195,36.52406324
198,36.52899177
201,36.52801017
204,36.52166441
207,36.51079957
210,36.49481756
213,36.47406169
216,36.44995951
219,36.42153178
222,36.39056103
225,36.35565331
228,36.31888149
231,36.27851586
234,36.2357093
237,36.19192355
240,36.14493646
243,36.097413
246,36.0477156
249,35.99704318
252,35.94363869
255,35.89117927
258,35.83533417
261,35.77996175
264,35.72217202
267,35.66509463
270,35.60573134
273,35.54729058
276,35.48747329
279,35.42867745
282,35.3670193
285,35.30736128
288,35.24491692
291,35.18382495
294,35.12162535
297,35.06005857
300,34.99500575
303,34.93484215
306,34.87202201
309,34.80999877
312,34.74706216
315,34.68573262
318,34.6219194
321,34.55985775
324,34.49616985
327,34.43422751
330,34.3715139
333,34.3097676
336,34.24722478
339,34.18572976
342,34.12347863
345,34.06281256
348,34.00026055
351,33.94011448
354,33.87851488
357,33.81871296
360,33.75742744
363,33.69720774
366,33.63558989
369,33.57660232
372,33.51621741
375,33.45761374
378,33.39765129
381,33.33794853
384,33.27921557
387,33.22077027
390,33.16176283
393,33.10150523
396,33.04607478
399,32.98933705
402,32.93128631
405,32.87404908
408,32.8167318
411,32.76097788
414,32.70393856
417,32.64788622
420,32.59140248
423,32.53664242
426,32.48065305
429,32.42637898
432,32.37088773
435,32.31565058
438,32.26209768
441,32.2088138
444,32.15431406
447,32.10152062
