timestamp(s),accel(m/s2),speed(m/s),position(m)
315,0,0,331.32
315.1,0,0,331.42
315.2,0,0,331.52
315.3,0,0,331.62
315.4,0,0,331.72
315.5,0,0,331.82
315.6,0,0,331.92
315.7,0,0,332.02
315.8,0,0,332.12
315.9,0,0,332.22
316,0,0,332.32
316.1,0,0,332.42
316.2,0,0,332.52
316.3,0,0,332.62
316.4,0,0,332.72
316.5,0,0,332.82
316.6,0,0,332.92
316.7,0,0,333.02
316.8,0,0,333.12
316.9,0,0,333.22
317,0,0,333.32
317.1,0,0,333.42
317.2,0,0,333.52
317.3,0,0,333.62
317.4,0,0,333.72
317.5,0,0,333.82
317.6,0,0,333.92
317.7,0,0,334.02
317.8,0,0,334.12
317.9,0,0,334.22
318,0,0,334.32
318.1,0,0,334.42
318.2,0,0,334.52
318.3,0,0,334.62
318.4,0,0,334.72
318.5,0,0,334.82
318.6,0,0,334.92
318.7,0,0,335.02
318.8,0,0,335.12
318.9,0,0,335.22
319,0,0,335.32
319.1,0,0,335.42
319.2,0,0,335.52
319.3,0,0,335.62
319.4,0,0,335.72
319.5,0,0,335.82
319.6,0,0,335.92
319.7,0,0,336.02
319.8,0,0,336.12
319.9,0,0,336.22
320,0,0,336.32
320.1,0,0,336.42
320.2,0,0,336.52
320.3,0,0,336.62
320.4,0,0,336.72
320.5,0,0,336.82
320.6,0,0,336.92
320.7,0,0,337.02
320.8,0,0,337.12
320.9,0,0,337.22
321,0,0,337.32
321.1,0,0,337.42
321.2,0,0,337.52
321.3,0,0,337.62
321.4,0,0,337.72
321.5,0,0,337.82
321.6,0,0,337.92
321.7,0,0,338.02
321.8,0,0,338.12
321.9,0,0,338.22
322,0,0,338.32
322.1,0,0,338.42
322.2,0,0,338.52
322.3,0,0,338.62
322.4,0,0,338.72
322.5,0,0,338.82
322.6,0,0,338.92
322.7,0,0,339.02
322.8,0,0,339.12
322.9,0,0,339.22
323,0,0,339.32
323.1,0,0,339.42
323.2,0,0,339.52
323.3,0,0,339.62
323.4,0,0,339.72
323.5,0,0,339.82
323.6,0,0,339.92
323.7,0,0,340.02
323.8,0,0,340.12
323.9,0,0,340.22
324,0,0,340.32
324.1,0,0,340.42
324.2,0,0,340.52
324.3,0,0,340.62
324.4,0,0,340.72
324.5,0,0,340.82
324.6,0,0,340.92
324.7,0,0,341.02
324.8,0,0,341.12
324.9,0,0,341.22
325,0,0,341.32
325.1,0,0,341.42
325.2,0,0,341.52
325.3,0,0,341.62
325.4,0,0,341.72
325.5,0,0,341.82
325.6,0,0,341.92
325.7,0,0,342.02
325.8,0,0,342.12
325.9,0,0,342.22
326,0,0,342.32
326.1,0,0,342.42
326.2,0,0,342.52
326.3,0,0,342.62
326.4,0,0,342.72
326.5,0,0,342.82
326.6,0,0,342.92
326.7,0,0,343.02
326.8,0,0,343.12
326.9,0,0,343.22
327,0,0,343.32
327.1,0,0,343.42
327.2,0,0,343.52
327.3,0,0,343.62
327.4,0,0,343.72
327.5,0,0,343.82
327.6,0,0,343.92
327.7,0,0,344.02
327.8,0,0,344.12
327.9,0,0,344.22
328,0,0,344.32
328.1,0,0,344.42
328.2,0,0,344.52
328.3,0,0,344.62
328.4,0,0,344.72
328.5,0,0,344.82
328.6,0,0,344.92
328.7,0,0,345.02
328.8,0,0,345.12
328.9,0,0,345.22
329,0,0,345.32
329.1,0,0,345.42
329.2,0,0,345.52
329.3,0,0,345.62
329.4,0,0,345.72
329.5,0,0,345.82
329.6,0,0,345.92
329.7,0,0,346.02
329.8,0,0,346.12
329.9,0,0,346.22
330,0,0,346.32
330.1,0,0,346.42
330.2,0,0,346.52
330.3,0,0,346.62
330.4,0,0,346.72
330.5,0,0,346.82
330.6,0,0,346.92
330.7,0,0,347.02
330.8,0,0,347.12
330.9,0,0,347.22
331,0,0,347.32
331.1,0,0,347.42
331.2,0,0,347.52
331.3,0,0,347.62
331.4,0,0,347.72
331.5,0,0,347.82
331.6,0,0,347.92
331.7,0,0,348.02
331.8,0,0,348.12
331.9,0,0,348.22
332,0,0,348.32
332.1,0,0,348.42
332.2,0,0,348.52
332.3,0,0,348.62
332.4,0,0,348.72
332.5,0,0,348.82
332.6,0,0,348.92
332.7,0,0,349.02
332.8,0,0,349.12
332.9,0,0,349.22
333,0,0,349.32
333.1,0,0,349.42
333.2,0,0,349.52
333.3,0,0,349.62
333.4,0,0,349.72
333.5,0,0,349.82
333.6,0,0,349.92
333.7,0,0,350.02
333.8,0,0,350.12
333.9,0,0,350.22
334,0,0,350.32
334.1,0,0,350.42
334.2,0,0,350.52
334.3,0,0,350.62
334.4,0,0,350.72
334.5,0,0,350.82
334.6,0,0,350.92
334.7,0,0,351.02
334.8,0,0,351.12
334.9,0,0,351.22
335,0,0,351.32
335.1,0,0,351.42
335.2,0,0,351.52
335.3,0,0,351.62
335.4,0,0,351.72
335.5,0,0,351.82
335.6,0,0,351.92
335.7,0,0,352.02
335.8,0,0,352.12
335.9,0,0,352.22
336,0,0,352.32
336.1,0,0,352.42
336.2,0,0,352.52
336.3,0,0,352.62
336.4,0,0,352.72
336.5,0,0,352.82
336.6,0,0,352.92
336.7,0,0,353.02
336.8,0,0,353.12
336.9,0,0,353.22
337,0,0,353.32
337.1,0,0,353.42
337.2,0,0,353.52
337.3,0,0,353.62
337.4,0,0,353.72
337.5,0,0,353.82
337.6,0,0,353.92
337.7,0,0,354.02
337.8,0,0,354.12
337.9,0,0,354.22
338,0,0,354.32
338.1,0,0,354.42
338.2,0,0,354.52
338.3,0,0,354.62
338.4,0,0,354.72
338.5,0,0,354.82
338.6,0,0,354.92
338.7,0,0,355.02
338.8,0,0,355.12
338.9,0,0,355.22
339,0,0,355.32
339.1,0,0,355.42
339.2,0,0,355.52
339.3,0,0,355.62
339.4,0,0,355.72
339.5,0,0,355.82
339.6,0,0,355.92
339.7,0,0,356.02
339.8,0,0,356.12
339.9,0,0,356.22
340,0,0,356.32
340.1,0,0,356.42
340.2,0,0,356.52
340.3,0,0,356.62
340.4,0,0,356.72
340.5,0,0,356.82
340.6,0,0,356.92
340.7,0,0,357.02
340.8,0,0,357.12
340.9,0,0,357.22
341,0,0,357.32
341.1,0,0,357.42
341.2,0,0,357.52
341.3,0,0,357.62
341.4,0,0,357.72
341.5,0,0,357.82
341.6,0,0,357.92
341.7,0,0,358.02
341.8,0,0,358.12
341.9,0,0,358.22
342,0,0,358.32
342.1,0,0,358.42
342.2,0,0,358.52
342.3,0,0,358.62
342.4,0,0,358.72
342.5,0,0,358.82
342.6,0,0,358.92
342.7,0,0,359.02
342.8,0,0,359.12
342.9,0,0,359.22
343,0,0,359.32
343.1,0,0,359.42
343.2,0,0,359.52
343.3,0,0,359.62
343.4,0,0,359.72
343.5,0,0,359.82
343.6,0,0,359.92
343.7,0,0,360.02
343.8,0,0,360.12
343.9,0,0,360.22
344,0,0,360.32
344.1,0,0,360.42
344.2,0,0,360.52
344.3,0,0,360.62
344.4,0,0,360.72
344.5,0,0,360.82
344.6,0,0,360.92
344.7,0,0,361.02
344.8,0,0,361.12
344.9,0,0,361.22
345,0,0,361.32
345.1,0,0,361.42
345.2,0,0,361.52
345.3,0,0,361.62
345.4,0,0,361.72
345.5,0,0,361.82
345.6,0,0,361.92
345.7,0,0,362.02
345.8,0,0,362.12
345.9,0,0,362.22
346,0,0,362.32
346.1,0,0,362.42
346.2,0,0,362.52
346.3,0,0,362.62
346.4,0,0,362.72
346.5,0,0,362.82
346.6,0,0,362.92
346.7,0,0,363.02
346.8,0,0,363.12
346.9,0,0,363.22
347,0,0,363.32
347.1,0,0,363.42
347.2,0,0,363.52
347.3,0,0,363.62
347.4,0,0,363.72
347.5,0,0,363.82
347.6,0,0,363.92
347.7,0,0,364.02
347.8,0,0,364.12
347.9,0,0,364.22
348,0,0,364.32
348.1,0,0,364.42
348.2,0,0,364.52
348.3,0,0,364.62
348.4,0,0,364.72
348.5,0,0,364.82
348.6,0,0,364.92
348.7,0,0,365.02
348.8,0,0,365.12
348.9,0,0,365.22
349,0,0,365.32
349.1,0,0,365.42
349.2,0,0,365.52
349.3,0,0,365.62
349.4,0,0,365.72
349.5,0,0,365.82
349.6,0,0,365.92
349.7,0,0,366.02
349.8,0,0,366.12
349.9,0,0,366.22
350,0,0,366.32
350.1,0,0,366.42
350.2,0,0,366.52
350.3,0,0,366.62
350.4,0,0,366.72
350.5,0,0,366.82
350.6,0,0,366.92
350.7,0,0,367.02
350.8,0,0,367.12
350.9,0,0,367.22
351,0,0,367.32
351.1,0,0,367.42
351.2,0,0,367.52
351.3,0,0,367.62
351.4,0,0,367.72
351.5,0,0,367.82
351.6,0,0,367.92
351.7,0,0,368.02
351.8,0,0,368.12
351.9,0,0,368.22
352,0,0,368.32
352.1,0,0,368.42
352.2,0,0,368.52
352.3,0,0,368.62
352.4,0,0,368.72
352.5,0,0,368.82
352.6,0,0,368.92
352.7,0,0,369.02
352.8,0,0,369.12
352.9,0,0,369.22
353,0,0,369.32
353.1,0,0,369.42
353.2,0,0,369.52
353.3,0,0,369.62
353.4,0,0,369.72
353.5,0,0,369.82
353.6,0,0,369.92
353.7,0,0,370.02
353.8,0,0,370.12
353.9,0,0,370.22
354,0,0,370.32
354.1,0,0,370.42
354.2,0,0,370.52
354.3,0,0,370.62
354.4,0,0,370.72
354.5,0,0,370.82
354.6,0,0,370.92
354.7,0,0,371.02
354.8,0,0,371.12
354.9,0,0,371.22
355,0,0,371.32
355.1,0,0,371.42
355.2,0,0,371.52
355.3,0,0,371.62
355.4,0,0,371.72
355.5,0,0,371.82
355.6,0,0,371.92
355.7,0,0,372.02
355.8,0,0,372.12
355.9,0,0,372.22
356,0,0,372.32
356.1,0,0,372.42
356.2,0,0,372.52
356.3,0,0,372.62
356.4,0,0,372.72
356.5,0,0,372.82
356.6,0,0,372.92
356.7,0,0,373.02
356.8,0,0,373.12
356.9,0,0,373.22
357,0,0,373.32
357.1,0,0,373.42
357.2,0,0,373.52
357.3,0,0,373.62
357.4,0,0,373.72
357.5,0,0,373.82
357.6,0,0,373.92
357.7,0,0,374.02
357.8,0,0,374.12
357.9,0,0,374.22
358,0,0,374.32
358.1,0,0,374.42
358.2,0,0,374.52
358.3,0,0,374.62
358.4,0,0,374.72
358.5,0,0,374.82
358.6,0,0,374.92
358.7,0,0,375.02
358.8,0,0,375.12
358.9,0,0,375.22
359,0,0,375.32
359.1,0,0,375.42
359.2,0,0,375.52
359.3,0,0,375.62
359.4,0,0,375.72
359.5,0,0,375.82
359.6,0,0,375.92
359.7,0,0,376.02
359.8,0,0,376.12
359.9,0,0,376.22
360,0,0,376.32
360.1,0,0,376.42
360.2,0,0,376.52
360.3,0,0,376.62
360.4,0,0,376.72
360.5,0,0,376.82
360.6,0,0,376.92
360.7,0,0,377.02
360.8,0,0,377.12
360.9,0,0,377.22
361,0,0,377.32
361.1,0,0,377.42
361.2,0,0,377.52
361.3,0,0,377.62
361.4,0,0,377.72
361.5,0,0,377.82
361.6,0,0,377.92
361.7,0,0,378.02
361.8,0,0,378.12
361.9,0,0,378.22
362,0,0,378.32
362.1,0,0,378.42
362.2,0,0,378.52
362.3,0,0,378.62
362.4,0,0,378.72
362.5,0,0,378.82
362.6,0,0,378.92
362.7,0,0,379.02
362.8,0,0,379.12
362.9,0,0,379.22
363,0,0,379.32
363.1,0,0,379.42
363.2,0,0,379.52
363.3,0,0,379.62
363.4,0,0,379.72
363.5,0,0,379.82
363.6,0,0,379.92
363.7,0,0,380.02
363.8,0,0,380.12
363.9,0,0,380.22
364,0,0,380.32
364.1,0,0,380.42
364.2,0,0,380.52
364.3,0,0,380.62
364.4,0,0,380.72
364.5,0,0,380.82
364.6,0,0,380.92
364.7,0,0,381.02
364.8,0,0,381.12
364.9,0,0,381.22
365,0,0,381.32
365.1,0,0,381.42
365.2,0,0,381.52
365.3,0,0,381.62
365.4,0,0,381.72
365.5,0,0,381.82
365.6,0,0,381.92
365.7,0,0,382.02
365.8,0,0,382.12
365.9,0,0,382.22
366,0,0,382.32
366.1,0,0,382.42
366.2,0,0,382.52
366.3,0,0,382.62
366.4,0,0,382.72
366.5,0,0,382.82
366.6,0,0,382.92
366.7,0,0,383.02
366.8,0,0,383.12
366.9,0,0,383.22
367,0,0,383.32
367.1,0,0,383.42
367.2,0,0,383.52
367.3,0,0,383.62
367.4,0,0,383.72
367.5,0,0,383.82
367.6,0,0,383.92
367.7,0,0,384.02
367.8,0,0,384.12
367.9,0,0,384.22
368,0,0,384.32
368.1,0,0,384.42
368.2,0,0,384.52
368.3,0,0,384.62
368.4,0,0,384.72
368.5,0,0,384.82
368.6,0,0,384.92
368.7,0,0,385.02
368.8,0,0,385.12
368.9,0,0,385.22
369,0,0,385.32
369.1,0,0,385.42
369.2,0,0,385.52
369.3,0,0,385.62
369.4,0,0,385.72
369.5,0,0,385.82
369.6,0,0,385.92
369.7,0,0,386.02
369.8,0,0,386.12
369.9,0,0,386.22
370,0,0,386.32
370.1,0,0,386.42
370.2,0,0,386.52
370.3,0,0,386.62
370.4,0,0,386.72
370.5,0,0,386.82
370.6,0,0,386.92
370.7,0,0,387.02
370.8,0,0,387.12
370.9,0,0,387.22
371,0,0,387.32
371.1,0,0,387.42
371.2,0,0,387.52
371.3,0,0,387.62
371.4,0,0,387.72
371.5,0,0,387.82
371.6,0,0,387.92
371.7,0,0,388.02
371.8,0,0,388.12
371.9,0,0,388.22
372,0,0,388.32
372.1,0,0,388.42
372.2,0,0,388.52
372.3,0,0,388.62
372.4,0,0,388.72
372.5,0,0,388.82
372.6,0,0,388.92
372.7,0,0,389.02
372.8,0,0,389.12
372.9,0,0,389.22
373,0,0,389.32
373.1,0,0,389.42
373.2,0,0,389.52
373.3,0,0,389.62
373.4,0,0,389.72
373.5,0,0,389.82
373.6,0,0,389.92
373.7,0,0,390.02
373.8,0,0,390.12
373.9,0,0,390.22
374,0,0,390.32
374.1,0,0,390.42
374.2,0,0,390.52
374.3,0,0,390.62
374.4,0,0,390.72
374.5,0,0,390.82
374.6,0,0,390.92
374.7,0,0,391.02
374.8,0,0,391.12
374.9,0,0,391.22
375,0,0,391.32
375.1,0,0,391.42
375.2,0,0,391.52
375.3,0,0,391.62
375.4,0,0,391.72
375.5,0,0,391.82
375.6,0,0,391.92
375.7,0,0,392.02
375.8,0,0,392.12
375.9,0,0,392.22
376,0,0,392.32
376.1,0,0,392.42
376.2,0,0,392.52
376.3,0,0,392.62
376.4,0,0,392.72
376.5,0,0,392.82
376.6,0,0,392.92
376.7,0,0,393.02
376.8,0,0,393.12
376.9,0,0,393.22
377,0,0,393.32
377.1,0,0,393.42
377.2,0,0,393.52
377.3,0,0,393.62
377.4,0,0,393.72
377.5,0,0,393.82
377.6,0,0,393.92
377.7,0,0,394.02
377.8,0,0,394.12
377.9,0,0,394.22
378,0,0,394.32
378.1,0,0,394.42
378.2,0,0,394.52
378.3,0,0,394.62
378.4,0,0,394.72
378.5,0,0,394.82
378.6,0,0,394.92
378.7,0,0,395.02
378.8,0,0,395.12
378.9,0,0,395.22
379,0,0,395.32
379.1,0,0,395.42
379.2,0,0,395.52
379.3,0,0,395.62
379.4,0,0,395.72
379.5,0,0,395.82
379.6,0,0,395.92
379.7,0,0,396.02
379.8,0,0,396.12
379.9,0,0,396.22
380,0,0,396.32
380.1,0,0,396.42
380.2,0,0,396.52
380.3,0,0,396.62
380.4,0,0,396.72
380.5,0,0,396.82
380.6,0,0,396.92
380.7,0,0,397.02
380.8,0,0,397.12
380.9,0,0,397.22
381,0,0,397.32
381.1,0,0,397.42
381.2,0,0,397.52
381.3,0,0,397.62
381.4,0,0,397.72
381.5,0,0,397.82
381.6,0,0,397.92
381.7,0,0,398.02
381.8,0,0,398.12
381.9,0,0,398.22
382,0,0,398.32
382.1,0,0,398.42
382.2,0,0,398.52
382.3,0,0,398.62
382.4,0,0,398.72
382.5,0,0,398.82
382.6,0,0,398.92
382.7,0,0,399.02
382.8,0,0,399.12
382.9,0,0,399.22
383,0,0,399.32
383.1,0,0,399.42
383.2,0,0,399.52
383.3,0,0,399.62
383.4,0,0,399.72
383.5,0,0,399.82
383.6,0,0,399.92
383.7,0,0,400.02
383.8,0,0,400.12
383.9,0,0,400.22
384,0,0,400.32
384.1,0,0,400.42
384.2,0,0,400.52
384.3,0,0,400.62
384.4,0,0,400.72
384.5,0,0,400.82
384.6,0,0,400.92
384.7,0,0,401.02
384.8,0,0,401.12
384.9,0,0,401.22
385,0,0,401.32
385.1,0,0,401.42
385.2,0,0,401.52
385.3,0,0,401.62
385.4,0,0,401.72
385.5,0,0,401.82
385.6,0,0,401.92
385.7,0,0,402.02
385.8,0,0,402.12
385.9,0,0,402.22
386,0,0,402.32
386.1,0,0,402.42
386.2,0,0,402.52
386.3,0,0,402.62
386.4,0,0,402.72
386.5,0,0,402.82
386.6,0,0,402.92
386.7,0,0,403.02
386.8,0,0,403.12
386.9,0,0,403.22
387,0,0,403.32
387.1,0,0,403.42
387.2,0,0,403.52
387.3,0,0,403.62
387.4,0,0,403.72
387.5,0,0,403.82
387.6,0,0,403.92
387.7,0,0,404.02
387.8,0,0,404.12
387.9,0,0,404.22
388,0,0,404.32
388.1,0,0,404.42
388.2,0,0,404.52
388.3,0,0,404.62
388.4,0,0,404.72
388.5,0,0,404.82
388.6,0,0,404.92
388.7,0,0,405.02
388.8,0,0,405.12
388.9,0,0,405.22
389,0,0,405.32
389.1,0,0,405.42
389.2,0,0,405.52
389.3,0,0,405.62
389.4,0,0,405.72
389.5,0,0,405.82
389.6,0,0,405.92
389.7,0,0,406.02
389.8,0,0,406.12
389.9,0,0,406.22
390,0,0,406.32
390.1,0,0,406.42
390.2,0,0,406.52
390.3,0,0,406.62
390.4,0,0,406.72
390.5,0,0,406.82
390.6,0,0,406.92
390.7,0,0,407.02
390.8,0,0,407.12
390.9,0,0,407.22
391,0,0,407.32
391.1,0,0,407.42
391.2,0,0,407.52
391.3,0,0,407.62
391.4,0,0,407.72
391.5,0,0,407.82
391.6,0,0,407.92
391.7,0,0,408.02
391.8,0,0,408.12
391.9,0,0,408.22
392,0,0,408.32
392.1,0,0,408.42
392.2,0,0,408.52
392.3,0,0,408.62
392.4,0,0,408.72
392.5,0,0,408.82
392.6,0,0,408.92
392.7,0,0,409.02
392.8,0,0,409.12
392.9,0,0,409.22
393,0,0,409.32
393.1,0,0,409.42
393.2,0,0,409.52
393.3,0,0,409.62
393.4,0,0,409.72
393.5,0,0,409.82
393.6,0,0,409.92
393.7,0,0,410.02
393.8,0,0,410.12
393.9,0,0,410.22
394,0,0,410.32
394.1,0,0,410.42
394.2,0,0,410.52
394.3,0,0,410.62
394.4,0,0,410.72
394.5,0,0,410.82
394.6,0,0,410.92
394.7,0,0,411.02
394.8,0,0,411.12
394.9,0,0,411.22
395,0,0,411.32
395.1,0,0,411.42
395.2,0,0,411.52
395.3,0,0,411.62
395.4,0,0,411.72
395.5,0,0,411.82
395.6,0,0,411.92
395.7,0,0,412.02
395.8,0,0,412.12
395.9,0,0,412.22
396,0,0,412.32
396.1,0,0,412.42
396.2,0,0,412.52
396.3,0,0,412.62
396.4,0,0,412.72
396.5,0,0,412.82
396.6,0,0,412.92
396.7,0,0,413.02
396.8,0,0,413.12
396.9,0,0,413.22
397,0,0,413.32
397.1,0,0,413.42
397.2,0,0,413.52
397.3,0,0,413.62
397.4,0,0,413.72
397.5,0,0,413.82
397.6,0,0,413.92
397.7,0,0,414.02
397.8,0,0,414.12
397.9,0,0,414.22
398,0,0,414.32
398.1,0,0,414.42
398.2,0,0,414.52
398.3,0,0,414.62
398.4,0,0,414.72
398.5,0,0,414.82
398.6,0,0,414.92
398.7,0,0,415.02
398.8,0,0,415.12
398.9,0,0,415.22
399,0,0,415.32
399.1,0,0,415.42
399.2,0,0,415.52
399.3,0,0,415.62
399.4,0,0,415.72
399.5,0,0,415.82
399.6,0,0,415.92
399.7,0,0,416.02
399.8,0,0,416.12
399.9,0,0,416.22
400,0,0,416.32
400.1,0,0,416.42
400.2,0,0,416.52
400.3,0,0,416.62
400.4,0,0,416.72
400.5,0,0,416.82
400.6,0,0,416.92
400.7,0,0,417.02
400.8,0,0,417.12
400.9,0,0,417.22
401,0,0,417.32
401.1,0,0,417.42
401.2,0,0,417.52
401.3,0,0,417.62
401.4,0,0,417.72
401.5,0,0,417.82
401.6,0,0,417.92
401.7,0,0,418.02
401.8,0,0,418.12
401.9,0,0,418.22
402,0,0,418.32
402.1,0,0,418.42
402.2,0,0,418.52
402.3,0,0,418.62
402.4,0,0,418.72
402.5,0,0,418.82
402.6,0,0,418.92
402.7,0,0,419.02
402.8,0,0,419.12
402.9,0,0,419.22
403,0,0,419.32
403.1,0,0,419.42
403.2,0,0,419.52
403.3,0,0,419.62
403.4,0,0,419.72
403.5,0,0,419.82
403.6,0,0,419.92
403.7,0,0,420.02
403.8,0,0,420.12
403.9,0,0,420.22
404,0,0,420.32
404.1,0,0,420.42
404.2,0,0,420.52
404.3,0,0,420.62
404.4,0,0,420.72
404.5,0,0,420.82
404.6,0,0,420.92
404.7,0,0,421.02
404.8,0,0,421.12
404.9,0,0,421.22
405,0,0,421.32
405.1,0,0,421.42
405.2,0,0,421.52
405.3,0,0,421.62
405.4,0,0,421.72
405.5,0,0,421.82
405.6,0,0,421.92
405.7,0,0,422.02
405.8,0,0,422.12
405.9,0,0,422.22
406,0,0,422.32
406.1,0,0,422.42
406.2,0,0,422.52
406.3,0,0,422.62
406.4,0,0,422.72
406.5,0,0,422.82
406.6,0,0,422.92
406.7,0,0,423.02
406.8,0,0,423.12
406.9,0,0,423.22
407,0,0,423.32
407.1,0,0,423.42
407.2,0,0,423.52
407.3,0,0,423.62
407.4,0,0,423.72
407.5,0,0,423.82
407.6,0,0,423.92
407.7,0,0,424.02
407.8,0,0,424.12
407.9,0,0,424.22
408,0,0,424.32
408.1,0,0,424.42
408.2,0,0,424.52
408.3,0,0,424.62
408.4,0,0,424.72
408.5,0,0,424.82
408.6,0,0,424.92
408.7,0,0,425.02
408.8,0,0,425.12
408.9,0,0,425.22
409,0,0,425.32
409.1,0,0,425.42
409.2,0,0,425.52
409.3,0,0,425.62
409.4,0,0,425.72
409.5,0,0,425.82
409.6,0,0,425.92
409.7,0,0,426.02
409.8,0,0,426.12
409.9,0,0,426.22
410,0,0,426.32
410.1,0,0,426.42
410.2,0,0,426.52
410.3,0,0,426.62
410.4,0,0,426.72
410.5,0,0,426.82
410.6,0,0,426.92
410.7,0,0,427.02
410.8,0,0,427.12
410.9,0,0,427.22
411,0,0,427.32
411.1,0,0,427.42
411.2,0,0,427.52
411.3,0,0,427.62
411.4,0,0,427.72
411.5,0,0,427.82
411.6,0,0,427.92
411.7,0,0,428.02
411.8,0,0,428.12
411.9,0,0,428.22
412,0,0,428.32
412.1,0,0,428.42
412.2,0,0,428.52
412.3,0,0,428.62
412.4,0,0,428.72
412.5,0,0,428.82
412.6,0,0,428.92
412.7,0,0,429.02
412.8,0,0,429.12
412.9,0,0,429.22
413,0,0,429.32
413.1,0,0,429.42
413.2,0,0,429.52
413.3,0,0,429.62
413.4,0,0,429.72
413.5,0,0,429.82
413.6,0,0,429.92
413.7,0,0,430.02
413.8,0,0,430.12
413.9,0,0,430.22
414,0,0,430.32
414.1,0,0,430.42
414.2,0,0,430.52
414.3,0,0,430.62
414.4,0,0,430.72
414.5,0,0,430.82
414.6,0,0,430.92
414.7,0,0,431.02
414.8,0,0,431.12
414.9,0,0,431.22
415,0,0,431.32
415.1,0,0,431.42
415.2,0,0,431.52
415.3,0,0,431.62
415.4,0,0,431.72
415.5,0,0,431.82
415.6,0,0,431.92
415.7,0,0,432.02
415.8,0,0,432.12
415.9,0,0,432.22
416,0,0,432.32
416.1,0,0,432.42
416.2,0,0,432.52
416.3,0,0,432.62
416.4,0,0,432.72
416.5,0,0,432.82
416.6,0,0,432.92
416.7,0,0,433.02
416.8,0,0,433.12
416.9,0,0,433.22
417,0,0,433.32
417.1,0,0,433.42
417.2,0,0,433.52
417.3,0,0,433.62
417.4,0,0,433.72
417.5,0,0,433.82
417.6,0,0,433.92
417.7,0,0,434.02
417.8,0,0,434.12
417.9,0,0,434.22
418,0,0,434.32
418.1,0,0,434.42
418.2,0,0,434.52
418.3,0,0,434.62
418.4,0,0,434.72
418.5,0,0,434.82
418.6,0,0,434.92
418.7,0,0,435.02
418.8,0,0,435.12
418.9,0,0,435.22
419,0,0,435.32
419.1,0,0,435.42
419.2,0,0,435.52
419.3,0,0,435.62
419.4,0,0,435.72
419.5,0,0,435.82
419.6,0,0,435.92
419.7,0,0,436.02
419.8,0,0,436.12
419.9,0,0,436.22
420,0,0,436.32
420.1,0,0,436.42
420.2,0,0,436.52
420.3,0,0,436.62
420.4,0,0,436.72
420.5,0,0,436.82
420.6,0,0,436.92
420.7,0,0,437.02
420.8,0,0,437.12
420.9,0,0,437.22
421,0,0,437.32
421.1,0,0,437.42
421.2,0,0,437.52
421.3,0,0,437.62
421.4,0,0,437.72
421.5,0,0,437.82
421.6,0,0,437.92
421.7,0,0,438.02
421.8,0,0,438.12
421.9,0,0,438.22
422,0,0,438.32
422.1,0,0,438.42
422.2,0,0,438.52
422.3,0,0,438.62
422.4,0,0,438.72
422.5,0,0,438.82
422.6,0,0,438.92
422.7,0,0,439.02
422.8,0,0,439.12
422.9,0,0,439.22
423,0,0,439.32
423.1,0,0,439.42
423.2,0,0,439.52
423.3,0,0,439.62
423.4,0,0,439.72
423.5,0,0,439.82
423.6,0,0,439.92
423.7,0,0,440.02
423.8,0,0,440.12
423.9,0,0,440.22
424,0,0,440.32
424.1,0,0,440.42
424.2,0,0,440.52
424.3,0,0,440.62
424.4,0,0,440.72
424.5,0,0,440.82
424.6,0,0,440.92
424.7,0,0,441.02
424.8,0,0,441.12
424.9,0,0,441.22
425,0,0,441.32
425.1,0,0,441.42
425.2,0,0,441.52
425.3,0,0,441.62
425.4,0,0,441.72
425.5,0,0,441.82
425.6,0,0,441.92
425.7,0,0,442.02
425.8,0,0,442.12
425.9,0,0,442.22
426,0,0,442.32
426.1,0,0,442.42
426.2,0,0,442.52
426.3,0,0,442.62
426.4,0,0,442.72
426.5,0,0,442.82
426.6,0,0,442.92
426.7,0,0,443.02
426.8,0,0,443.12
426.9,0,0,443.22
427,0,0,443.32
427.1,0,0,443.42
427.2,0,0,443.52
427.3,0,0,443.62
427.4,0,0,443.72
427.5,0,0,443.82
427.6,0,0,443.92
427.7,0,0,444.02
427.8,0,0,444.12
427.9,0,0,444.22
428,0,0,444.32
428.1,0,0,444.42
428.2,0,0,444.52
428.3,0,0,444.62
428.4,0,0,444.72
428.5,0,0,444.82
428.6,0,0,444.92
428.7,0,0,445.02
428.8,0,0,445.12
428.9,0,0,445.22
429,0,0,445.32
429.1,0,0,445.42
429.2,0,0,445.52
429.3,0,0,445.62
429.4,0,0,445.72
429.5,0,0,445.82
429.6,0,0,445.92
429.7,0,0,446.02
429.8,0,0,446.12
429.9,0,0,446.22
430,0,0,446.32
430.1,0,0,446.42
430.2,0,0,446.52
430.3,0,0,446.62
430.4,0,0,446.72
430.5,0,0,446.82
430.6,0,0,446.92
430.7,0,0,447.02
430.8,0,0,447.12
430.9,0,0,447.22
431,0,0,447.32
431.1,0,0,447.42
431.2,0,0,447.52
431.3,0,0,447.62
431.4,0,0,447.72
431.5,0,0,447.82
431.6,0,0,447.92
431.7,0,0,448.02
431.8,0,0,448.12
431.9,0,0,448.22
432,0,0,448.32
432.1,0,0,448.42
432.2,0,0,448.52
432.3,0,0,448.62
432.4,0,0,448.72
432.5,0,0,448.82
432.6,0,0,448.92
432.7,0,0,449.02
432.8,0,0,449.12
432.9,0,0,449.22
433,0,0,449.32
433.1,0,0,449.42
433.2,0,0,449.52
433.3,0,0,449.62
