timestamp(s),accel(m/s2),speed(m/s),position(m)
1191.4	0.2085	0.976	1207.72
1191.5	0.139	0.976	1207.82
1191.6	0.0695	0.976	1207.92
1191.7	0	0.976	1208.02
1191.8	0	0.976	1208.12
1191.9	0	0.976	1208.22
1192	0	0.976	1208.32
1192.1	0	0.976	1208.42
1192.2	0	0.976	1208.52
1192.3	0	0.976	1208.62
1192.4	0	0.976	1208.72
1192.5	0	0.976	1208.82
1192.6	0	0.976	1208.92
1192.7	0	0.976	1209.02
1192.8	0	0.976	1209.12
1192.9	0	0.976	1209.22
1193	0	0.976	1209.32
1193.1	0	0.976	1209.42
1193.2	0	0.976	1209.52
1193.3	0	0.976	1209.62
1193.4	-0.0695	0.96905	1209.72
1193.5	-0.139	0.95515	1209.82
1193.6	-0.2085	0.9343	1209.92
1193.7	-0.278	0.9065	1210.02
1193.8	-0.3475	0.87175	1210.12
1193.9	-0.417	0.83005	1210.22
1194	-0.4865	0.7814	1210.32
1194.1	-0.556	0.7258	1210.42
1194.2	-0.556	0.6702	1210.52
1194.3	-0.556	0.6146	1210.62
1194.4	-0.556	0.559	1210.72
1194.5	-0.556	0.5034	1210.82
1194.6	-0.556	0.4478	1210.92
1194.7	-0.556	0.3922	1211.02
1194.8	-0.556	0.3366	1211.12
1194.9	-0.556	0.281	1211.22
1195	-0.4865	0.23235	1211.32
1195.1	-0.417	0.19065	1211.42
1195.2	-0.3475	0.1559	1211.52
1195.3	-0.278	0.1281	1211.62
1195.4	-0.2085	0.10725	1211.72
1195.5	-0.139	0.09335	1211.82
1195.6	-0.0695	0.0864	1211.92
1195.7	0	0	1212.02
1195.8	0	0	1212.12
1195.9	0	0	1212.22
1196	0	0	1212.32
1196.1	0	0	1212.42
1196.2	0	0	1212.52
1196.3	0	0	1212.62
1196.4	0	0	1212.72
1196.5	0	0	1212.82
1196.6	0	0	1212.92
1196.7	0	0	1213.02
1196.8	0	0	1213.12
1196.9	0	0	1213.22
1197	0	0	1213.32
1197.1	0	0	1213.42
1197.2	0	0	1213.52
1197.3	0	0	1213.62
1197.4	0	0	1213.72
1197.5	0	0	1213.82
1197.6	0	0	1213.92
1197.7	0	0	1214.02
1197.8	0	0	1214.12
1197.9	0	0	1214.22
1198	0	0	1214.32
1198.1	0	0	1214.42
1198.2	0	0	1214.52
1198.3	0	0	1214.62
1198.4	0	0	1214.72
1198.5	0	0	1214.82
1198.6	0	0	1214.92
1198.7	0	0	1215.02
1198.8	0	0	1215.12
1198.9	0	0	1215.22
1199	0	0	1215.32
1199.1	0	0	1215.42
1199.2	0	0	1215.52
1199.3	0	0	1215.62
1199.4	0	0	1215.72
1199.5	0	0	1215.82
1199.6	0	0	1215.92
1199.7	0	0	1216.02
1199.8	0	0	1216.12
1199.9	0	0	1216.22
1200	0	0	1216.32
1200.1	0	0	1216.42
1200.2	0	0	1216.52
1200.3	0	0	1216.62
1200.4	0	0	1216.72
1200.5	0	0	1216.82
1200.6	0	0	1216.92
1200.7	0	0	1217.02
1200.8	0	0	1217.12
1200.9	0	0	1217.22
1201	0	0	1217.32
1201.1	0	0	1217.42
1201.2	0	0	1217.52
1201.3	0	0	1217.62
1201.4	0	0	1217.72
1201.5	0	0	1217.82
1201.6	0	0	1217.92
1201.7	0	0	1218.02
1201.8	0	0	1218.12
1201.9	0	0	1218.22
1202	0	0	1218.32
1202.1	0	0	1218.42
1202.2	0	0	1218.52
1202.3	0	0	1218.62
1202.4	0	0	1218.72
1202.5	0	0	1218.82
1202.6	0	0	1218.92
1202.7	0	0	1219.02
1202.8	0	0	1219.12
1202.9	0	0	1219.22
1203	0	0	1219.32
1203.1	0	0	1219.42
1203.2	0	0	1219.52
1203.3	0	0	1219.62
1203.4	0	0	1219.72
1203.5	0	0	1219.82
1203.6	0	0	1219.92
1203.7	0	0	1220.02
1203.8	0	0	1220.12
1203.9	0	0	1220.22
1204	0	0	1220.32
1204.1	0	0	1220.42
1204.2	0	0	1220.52
1204.3	0	0	1220.62
1204.4	0	0	1220.72
1204.5	0	0	1220.82
1204.6	0	0	1220.92
1204.7	0	0	1221.02
1204.8	0	0	1221.12
1204.9	0	0	1221.22
1205	0	0	1221.32
1205.1	0	0	1221.42
1205.2	0	0	1221.52
1205.3	0	0	1221.62
1205.4	0	0	1221.72
1205.5	0	0	1221.82
1205.6	0	0	1221.92
1205.7	0	0	1222.02
1205.8	0	0	1222.12
1205.9	0	0	1222.22
1206	0	0	1222.32
1206.1	0	0	1222.42
1206.2	0	0	1222.52
1206.3	0	0	1222.62
1206.4	0	0	1222.72
1206.5	0	0	1222.82
1206.6	0	0	1222.92
1206.7	0	0	1223.02
1206.8	0	0	1223.12
1206.9	0	0	1223.22
1207	0	0	1223.32
1207.1	0	0	1223.42
1207.2	0	0	1223.52
1207.3	0	0	1223.62
1207.4	0	0	1223.72
1207.5	0	0	1223.82
1207.6	0	0	1223.92
1207.7	0	0	1224.02
1207.8	0	0	1224.12
1207.9	0	0	1224.22
1208	0	0	1224.32
1208.1	0	0	1224.42
1208.2	0	0	1224.52
1208.3	0	0	1224.62
1208.4	0	0	1224.72
1208.5	0	0	1224.82
1208.6	0	0	1224.92
1208.7	0	0	1225.02
1208.8	0	0	1225.12
1208.9	0	0	1225.22
1209	0	0	1225.32
1209.1	0	0	1225.42
1209.2	0	0	1225.52
1209.3	0	0	1225.62
1209.4	0	0	1225.72
1209.5	0	0	1225.82
1209.6	0	0	1225.92
1209.7	0	0	1226.02
1209.8	0	0	1226.12
1209.9	0	0	1226.22
1210	0	0	1226.32
1210.1	0	0	1226.42
1210.2	0	0	1226.52
1210.3	0	0	1226.62
1210.4	0	0	1226.72
1210.5	0	0	1226.82
1210.6	0	0	1226.92
1210.7	0	0	1227.02
1210.8	0	0	1227.12
1210.9	0	0	1227.22
1211	0	0	1227.32
1211.1	0	0	1227.42
1211.2	0	0	1227.52
1211.3	0	0	1227.62
1211.4	0	0	1227.72
1211.5	0	0	1227.82
1211.6	0	0	1227.92
1211.7	0	0	1228.02
1211.8	0	0	1228.12
1211.9	0	0	1228.22
1212	0	0	1228.32
1212.1	0	0	1228.42
1212.2	0	0	1228.52
1212.3	0	0	1228.62
1212.4	0	0	1228.72
1212.5	0	0	1228.82
1212.6	0	0	1228.92
1212.7	0	0	1229.02
1212.8	0	0	1229.12
1212.9	0	0	1229.22
1213	0	0	1229.32
1213.1	0	0	1229.42
1213.2	0	0	1229.52
1213.3	0	0	1229.62
1213.4	0	0	1229.72
1213.5	0	0	1229.82
1213.6	0	0	1229.92
1213.7	0	0	1230.02
1213.8	0	0	1230.12
1213.9	0	0	1230.22
1214	0	0	1230.32
1214.1	0	0	1230.42
1214.2	0	0	1230.52
1214.3	0	0	1230.62
1214.4	0	0	1230.72
1214.5	0	0	1230.82
1214.6	0	0	1230.92
1214.7	0	0	1231.02
1214.8	0	0	1231.12
1214.9	0	0	1231.22
1215	0	0	1231.32
1215.1	0	0	1231.42
1215.2	0	0	1231.52
1215.3	0	0	1231.62
1215.4	0	0	1231.72
1215.5	0	0	1231.82
1215.6	0	0	1231.92
1215.7	0	0	1232.02
1215.8	0	0	1232.12
1215.9	0	0	1232.22
1216	0	0	1232.32
1216.1	0	0	1232.42
1216.2	0	0	1232.52
1216.3	0	0	1232.62
1216.4	0	0	1232.72
1216.5	0	0	1232.82
1216.6	0	0	1232.92
1216.7	0	0	1233.02
1216.8	0	0	1233.12
1216.9	0	0	1233.22
1217	0	0	1233.32
1217.1	0	0	1233.42
1217.2	0	0	1233.52
1217.3	0	0	1233.62
1217.4	0	0	1233.72
1217.5	0	0	1233.82
1217.6	0	0	1233.92
1217.7	0	0	1234.02
1217.8	0	0	1234.12
1217.9	0	0	1234.22
1218	0	0	1234.32
1218.1	0	0	1234.42
1218.2	0	0	1234.52
1218.3	0	0	1234.62
1218.4	0	0	1234.72
1218.5	0	0	1234.82
1218.6	0	0	1234.92
1218.7	0	0	1235.02
1218.8	0	0	1235.12
1218.9	0	0	1235.22
1219	0	0	1235.32
1219.1	0	0	1235.42
1219.2	0	0	1235.52
1219.3	0	0	1235.62
1219.4	0	0	1235.72
1219.5	0	0	1235.82
1219.6	0	0	1235.92
1219.7	0	0	1236.02
1219.8	0	0	1236.12
1219.9	0	0	1236.22
1220	0	0	1236.32
1220.1	0	0	1236.42
1220.2	0	0	1236.52
1220.3	0	0	1236.62
1220.4	0	0	1236.72
1220.5	0	0	1236.82
1220.6	0	0	1236.92
1220.7	0	0	1237.02
1220.8	0	0	1237.12
1220.9	0	0	1237.22
1221	0	0	1237.32
1221.1	0	0	1237.42
1221.2	0	0	1237.52
1221.3	0	0	1237.62
1221.4	0	0	1237.72
1221.5	0	0	1237.82
1221.6	0	0	1237.92
1221.7	0	0	1238.02
1221.8	0	0	1238.12
1221.9	0	0	1238.22
1222	0	0	1238.32
1222.1	0	0	1238.42
1222.2	0	0	1238.52
1222.3	0	0	1238.62
1222.4	0	0	1238.72
1222.5	0	0	1238.82
1222.6	0	0	1238.92
1222.7	0	0	1239.02
1222.8	0	0	1239.12
1222.9	0	0	1239.22
1223	0	0	1239.32
1223.1	0	0	1239.42
1223.2	0	0	1239.52
1223.3	0	0	1239.62
1223.4	0	0	1239.72
1223.5	0	0	1239.82
1223.6	0	0	1239.92
1223.7	0	0	1240.02
1223.8	0	0	1240.12
1223.9	0	0	1240.22
1224	0	0	1240.32
1224.1	0	0	1240.42
1224.2	0	0	1240.52
1224.3	0	0	1240.62
1224.4	0	0	1240.72
1224.5	0	0	1240.82
1224.6	0	0	1240.92
1224.7	0	0	1241.02
1224.8	0	0	1241.12
1224.9	0	0	1241.22
1225	0	0	1241.32
1225.1	0	0	1241.42
1225.2	0	0	1241.52
1225.3	0	0	1241.62
1225.4	0	0	1241.72
1225.5	0	0	1241.82
1225.6	0	0	1241.92
1225.7	0	0	1242.02
1225.8	0	0	1242.12
1225.9	0	0	1242.22
1226	0	0	1242.32
1226.1	0	0	1242.42
1226.2	0	0	1242.52
1226.3	0	0	1242.62
1226.4	0	0	1242.72
1226.5	0	0	1242.82
1226.6	0	0	1242.92
1226.7	0	0	1243.02
1226.8	0	0	1243.12
1226.9	0	0	1243.22
1227	0	0	1243.32
1227.1	0	0	1243.42
1227.2	0	0	1243.52
1227.3	0	0	1243.62
1227.4	0	0	1243.72
1227.5	0	0	1243.82
1227.6	0	0	1243.92
1227.7	0	0	1244.02
1227.8	0	0	1244.12
1227.9	0	0	1244.22
1228	0	0	1244.32
1228.1	0	0	1244.42
1228.2	0	0	1244.52
1228.3	0	0	1244.62
1228.4	0	0	1244.72
1228.5	0	0	1244.82
1228.6	0	0	1244.92
1228.7	0	0	1245.02
1228.8	0	0	1245.12
1228.9	0	0	1245.22
1229	0	0	1245.32
1229.1	0	0	1245.42
1229.2	0	0	1245.52
1229.3	0	0	1245.62
1229.4	0	0	1245.72
1229.5	0	0	1245.82
1229.6	0	0	1245.92
1229.7	0	0	1246.02
1229.8	0	0	1246.12
1229.9	0	0	1246.22
1230	0	0	1246.32
1230.1	0	0	1246.42
1230.2	0	0	1246.52
1230.3	0	0	1246.62
1230.4	0	0	1246.72
1230.5	0	0	1246.82
1230.6	0	0	1246.92
1230.7	0	0	1247.02
1230.8	0	0	1247.12
1230.9	0	0	1247.22
1231	0	0	1247.32
1231.1	0	0	1247.42
1231.2	0	0	1247.52
1231.3	0	0	1247.62
1231.4	0	0	1247.72
1231.5	0	0	1247.82
1231.6	0	0	1247.92
1231.7	0	0	1248.02
1231.8	0	0	1248.12
1231.9	0	0	1248.22
1232	0	0	1248.32
1232.1	0	0	1248.42
1232.2	0	0	1248.52
1232.3	0	0	1248.62
1232.4	0	0	1248.72
1232.5	0	0	1248.82
1232.6	0	0	1248.92
1232.7	0	0	1249.02
1232.8	0	0	1249.12
1232.9	0	0	1249.22
1233	0	0	1249.32
1233.1	0	0	1249.42
1233.2	0	0	1249.52
1233.3	0	0	1249.62
1233.4	0	0	1249.72
1233.5	0	0	1249.82
1233.6	0	0	1249.92
1233.7	0	0	1250.02
1233.8	0	0	1250.12
1233.9	0	0	1250.22
1234	0	0	1250.32
1234.1	0	0	1250.42
1234.2	0	0	1250.52
1234.3	0	0	1250.62
1234.4	0	0	1250.72
1234.5	0	0	1250.82
1234.6	0	0	1250.92
1234.7	0	0	1251.02
1234.8	0	0	1251.12
1234.9	0	0	1251.22
1235	0	0	1251.32
1235.1	0	0	1251.42
1235.2	0	0	1251.52
1235.3	0	0	1251.62
1235.4	0	0	1251.72
1235.5	0	0	1251.82
1235.6	0	0	1251.92
1235.7	0	0	1252.02
1235.8	0	0	1252.12
1235.9	0	0	1252.22
1236	0	0	1252.32
1236.1	0	0	1252.42
1236.2	0	0	1252.52
1236.3	0	0	1252.62
1236.4	0	0	1252.72
1236.5	0	0	1252.82
1236.6	0	0	1252.92
1236.7	0	0	1253.02
1236.8	0	0	1253.12
1236.9	0	0	1253.22
1237	0	0	1253.32
1237.1	0	0	1253.42
1237.2	0	0	1253.52
1237.3	0	0	1253.62
1237.4	0	0	1253.72
1237.5	0	0	1253.82
1237.6	0	0	1253.92
1237.7	0	0	1254.02
1237.8	0	0	1254.12
1237.9	0	0	1254.22
1238	0	0	1254.32
1238.1	0	0	1254.42
1238.2	0	0	1254.52
1238.3	0	0	1254.62
1238.4	0	0	1254.72
1238.5	0	0	1254.82
1238.6	0	0	1254.92
1238.7	0	0	1255.02
1238.8	0	0	1255.12
1238.9	0	0	1255.22
1239	0	0	1255.32
1239.1	0	0	1255.42
1239.2	0	0	1255.52
1239.3	0	0	1255.62
1239.4	0	0	1255.72
1239.5	0	0	1255.82
1239.6	0	0	1255.92
1239.7	0	0	1256.02
1239.8	0	0	1256.12
1239.9	0	0	1256.22
1240	0	0	1256.32
1240.1	0	0	1256.42
1240.2	0	0	1256.52
1240.3	0	0	1256.62
1240.4	0	0	1256.72
1240.5	0	0	1256.82
1240.6	0	0	1256.92
1240.7	0	0	1257.02
1240.8	0	0	1257.12
1240.9	0	0	1257.22
1241	0	0	1257.32
1241.1	0	0	1257.42
1241.2	0	0	1257.52
1241.3	0	0	1257.62
1241.4	0	0	1257.72
1241.5	0	0	1257.82
1241.6	0	0	1257.92
1241.7	0	0	1258.02
1241.8	0	0	1258.12
1241.9	0	0	1258.22
1242	0	0	1258.32
1242.1	0	0	1258.42
1242.2	0	0	1258.52
1242.3	0	0	1258.62
1242.4	0	0	1258.72
1242.5	0	0	1258.82
1242.6	0	0	1258.92
1242.7	0	0	1259.02
1242.8	0	0	1259.12
1242.9	0	0	1259.22
1243	0	0	1259.32
1243.1	0	0	1259.42
1243.2	0	0	1259.52
1243.3	0	0	1259.62
1243.4	0	0	1259.72
1243.5	0	0	1259.82
1243.6	0	0	1259.92
1243.7	0	0	1260.02
1243.8	0	0	1260.12
1243.9	0	0	1260.22
1244	0	0	1260.32
1244.1	0	0	1260.42
1244.2	0	0	1260.52
1244.3	0	0	1260.62
1244.4	0	0	1260.72
1244.5	0	0	1260.82
1244.6	0	0	1260.92
1244.7	0	0	1261.02
1244.8	0	0	1261.12
1244.9	0	0	1261.22
1245	0	0	1261.32
1245.1	0	0	1261.42
1245.2	0	0	1261.52
1245.3	0	0	1261.62
1245.4	0	0	1261.72
1245.5	0	0	1261.82
1245.6	0	0	1261.92
1245.7	0	0	1262.02
1245.8	0	0	1262.12
1245.9	0	0	1262.22
1246	0	0	1262.32
1246.1	0	0	1262.42
1246.2	0	0	1262.52
1246.3	0	0	1262.62
1246.4	0	0	1262.72
1246.5	0	0	1262.82
1246.6	0	0	1262.92
1246.7	0	0	1263.02
1246.8	0	0	1263.12
1246.9	0	0	1263.22
1247	0	0	1263.32
1247.1	0	0	1263.42
1247.2	0	0	1263.52
1247.3	0	0	1263.62
1247.4	0	0	1263.72
1247.5	0	0	1263.82
1247.6	0	0	1263.92
1247.7	0	0	1264.02
1247.8	0	0	1264.12
1247.9	0	0	1264.22
1248	0	0	1264.32
1248.1	0	0	1264.42
1248.2	0	0	1264.52
1248.3	0	0	1264.62
1248.4	0	0	1264.72
1248.5	0	0	1264.82
1248.6	0	0	1264.92
1248.7	0	0	1265.02
1248.8	0	0	1265.12
1248.9	0	0	1265.22
1249	0	0	1265.32
1249.1	0	0	1265.42
1249.2	0	0	1265.52
1249.3	0	0	1265.62
1249.4	0	0	1265.72
1249.5	0	0	1265.82
1249.6	0	0	1265.92
1249.7	0	0	1266.02
1249.8	0	0	1266.12
1249.9	0	0	1266.22
1250	0	0	1266.32
1250.1	0	0	1266.42
1250.2	0	0	1266.52
1250.3	0	0	1266.62
1250.4	0	0	1266.72
1250.5	0	0	1266.82
1250.6	0	0	1266.92
1250.7	0	0	1267.02
1250.8	0	0	1267.12
1250.9	0	0	1267.22
1251	0	0	1267.32
1251.1	0	0	1267.42
1251.2	0	0	1267.52
1251.3	0	0	1267.62
1251.4	0	0	1267.72
1251.5	0	0	1267.82
1251.6	0	0	1267.92
1251.7	0	0	1268.02
1251.8	0	0	1268.12
1251.9	0	0	1268.22
1252	0	0	1268.32
1252.1	0	0	1268.42
1252.2	0	0	1268.52
1252.3	0	0	1268.62
1252.4	0	0	1268.72
1252.5	0	0	1268.82
1252.6	0	0	1268.92
1252.7	0	0	1269.02
1252.8	0	0	1269.12
1252.9	0	0	1269.22
1253	0	0	1269.32
1253.1	0	0	1269.42
1253.2	0	0	1269.52
1253.3	0	0	1269.62
1253.4	0	0	1269.72
1253.5	0	0	1269.82
1253.6	0	0	1269.92
1253.7	0	0	1270.02
1253.8	0	0	1270.12
1253.9	0	0	1270.22
1254	0	0	1270.32
1254.1	0	0	1270.42
1254.2	0	0	1270.52
1254.3	0	0	1270.62
1254.4	0	0	1270.72
1254.5	0	0	1270.82
1254.6	0	0	1270.92
1254.7	0	0	1271.02
1254.8	0	0	1271.12
1254.9	0	0	1271.22
1255	0	0	1271.32
1255.1	0	0	1271.42
1255.2	0	0	1271.52
1255.3	0	0	1271.62
1255.4	0	0	1271.72
1255.5	0	0	1271.82
1255.6	0	0	1271.92
1255.7	0	0	1272.02
1255.8	0	0	1272.12
1255.9	0	0	1272.22
1256	0	0	1272.32
1256.1	0	0	1272.42
1256.2	0	0	1272.52
1256.3	0	0	1272.62
1256.4	0	0	1272.72
1256.5	0	0	1272.82
1256.6	0	0	1272.92
1256.7	0	0	1273.02
1256.8	0	0	1273.12
1256.9	0	0	1273.22
1257	0	0	1273.32
1257.1	0	0	1273.42
1257.2	0	0	1273.52
1257.3	0	0	1273.62
1257.4	0	0	1273.72
1257.5	0	0	1273.82
1257.6	0	0	1273.92
1257.7	0	0	1274.02
1257.8	0	0	1274.12
1257.9	0	0	1274.22
1258	0	0	1274.32
1258.1	0	0	1274.42
1258.2	0	0	1274.52
1258.3	0	0	1274.62
1258.4	0	0	1274.72
1258.5	0	0	1274.82
1258.6	0	0	1274.92
1258.7	0	0	1275.02
1258.8	0	0	1275.12
1258.9	0	0	1275.22
1259	0	0	1275.32
1259.1	0	0	1275.42
1259.2	0	0	1275.52
1259.3	0	0	1275.62
1259.4	0	0	1275.72
1259.5	0	0	1275.82
1259.6	0	0	1275.92
1259.7	0	0	1276.02
1259.8	0	0	1276.12
1259.9	0	0	1276.22
1260	0	0	1276.32
1260.1	0	0	1276.42
1260.2	0	0	1276.52
1260.3	0	0	1276.62
1260.4	0	0	1276.72
1260.5	0	0	1276.82
1260.6	0	0	1276.92
1260.7	0	0	1277.02
1260.8	0	0	1277.12
1260.9	0	0	1277.22
1261	0	0	1277.32
1261.1	0	0	1277.42
1261.2	0	0	1277.52
1261.3	0	0	1277.62
1261.4	0	0	1277.72
1261.5	0	0	1277.82
1261.6	0	0	1277.92
1261.7	0	0	1278.02
1261.8	0	0	1278.12
1261.9	0	0	1278.22
1262	0	0	1278.32
1262.1	0	0	1278.42
1262.2	0	0	1278.52
1262.3	0	0	1278.62
1262.4	0	0	1278.72
1262.5	0	0	1278.82
1262.6	0	0	1278.92
1262.7	0	0	1279.02
1262.8	0	0	1279.12
1262.9	0	0	1279.22
1263	0	0	1279.32
1263.1	0	0	1279.42
1263.2	0	0	1279.52
1263.3	0	0	1279.62
1263.4	0	0	1279.72
1263.5	0	0	1279.82
1263.6	0	0	1279.92
1263.7	0	0	1280.02
1263.8	0	0	1280.12
1263.9	0	0	1280.22
1264	0	0	1280.32
1264.1	0	0	1280.42
1264.2	0	0	1280.52
1264.3	0	0	1280.62
1264.4	0	0	1280.72
1264.5	0	0	1280.82
1264.6	0	0	1280.92
1264.7	0	0	1281.02
1264.8	0	0	1281.12
1264.9	0	0	1281.22
1265	0	0	1281.32
1265.1	0	0	1281.42
1265.2	0	0	1281.52
1265.3	0	0	1281.62
1265.4	0	0	1281.72
1265.5	0	0	1281.82
1265.6	0	0	1281.92
1265.7	0	0	1282.02
1265.8	0	0	1282.12
1265.9	0	0	1282.22
1266	0	0	1282.32
1266.1	0	0	1282.42
1266.2	0	0	1282.52
1266.3	0	0	1282.62
1266.4	0	0	1282.72
1266.5	0	0	1282.82
1266.6	0	0	1282.92
1266.7	0	0	1283.02
1266.8	0	0	1283.12
1266.9	0	0	1283.22
1267	0	0	1283.32
1267.1	0	0	1283.42
1267.2	0	0	1283.52
1267.3	0	0	1283.62
1267.4	0	0	1283.72
1267.5	0	0	1283.82
1267.6	0	0	1283.92
1267.7	0	0	1284.02
1267.8	0	0	1284.12
1267.9	0	0	1284.22
1268	0	0	1284.32
1268.1	0	0	1284.42
1268.2	0	0	1284.52
1268.3	0	0	1284.62
1268.4	0	0	1284.72
1268.5	0	0	1284.82
1268.6	0	0	1284.92
1268.7	0	0	1285.02
1268.8	0	0	1285.12
1268.9	0	0	1285.22
1269	0	0	1285.32
1269.1	0	0	1285.42
1269.2	0	0	1285.52
1269.3	0	0	1285.62
1269.4	0	0	1285.72
1269.5	0	0	1285.82
1269.6	0	0	1285.92
1269.7	0	0	1286.02
1269.8	0	0	1286.12
1269.9	0	0	1286.22
1270	0	0	1286.32
1270.1	0	0	1286.42
1270.2	0	0	1286.52
1270.3	0	0	1286.62
1270.4	0	0	1286.72
1270.5	0	0	1286.82
1270.6	0	0	1286.92
1270.7	0	0	1287.02
1270.8	0	0	1287.12
1270.9	0	0	1287.22
1271	0	0	1287.32
1271.1	0	0	1287.42
1271.2	0	0	1287.52
1271.3	0	0	1287.62
1271.4	0	0	1287.72
1271.5	0	0	1287.82
1271.6	0	0	1287.92
1271.7	0	0	1288.02
1271.8	0	0	1288.12
1271.9	0	0	1288.22
1272	0	0	1288.32
1272.1	0	0	1288.42
1272.2	0	0	1288.52
1272.3	0	0	1288.62
1272.4	0	0	1288.72
1272.5	0	0	1288.82
1272.6	0	0	1288.92
1272.7	0	0	1289.02
1272.8	0	0	1289.12
1272.9	0	0	1289.22
1273	0	0	1289.32
1273.1	0	0	1289.42
1273.2	0	0	1289.52
1273.3	0	0	1289.62
1273.4	0	0	1289.72
1273.5	0	0	1289.82
1273.6	0	0	1289.92
1273.7	0	0	1290.02
1273.8	0	0	1290.12
1273.9	0	0	1290.22
1274	0	0	1290.32
1274.1	0	0	1290.42
1274.2	0	0	1290.52
1274.3	0	0	1290.62
1274.4	0	0	1290.72
1274.5	0	0	1290.82
1274.6	0	0	1290.92
1274.7	0	0	1291.02
1274.8	0	0	1291.12
1274.9	0	0	1291.22
1275	0	0	1291.32
1275.1	0	0	1291.42
1275.2	0	0	1291.52
1275.3	0	0	1291.62
1275.4	0	0	1291.72
1275.5	0	0	1291.82
1275.6	0	0	1291.92
1275.7	0	0	1292.02
1275.8	0	0	1292.12
1275.9	0	0	1292.22
1276	0	0	1292.32
1276.1	0	0	1292.42
1276.2	0	0	1292.52
1276.3	0	0	1292.62
1276.4	0	0	1292.72
1276.5	0	0	1292.82
1276.6	0	0	1292.92
1276.7	0	0	1293.02
1276.8	0	0	1293.12
1276.9	0	0	1293.22
1277	0	0	1293.32
1277.1	0	0	1293.42
1277.2	0	0	1293.52
1277.3	0	0	1293.62
1277.4	0	0	1293.72
1277.5	0	0	1293.82
1277.6	0	0	1293.92
1277.7	0	0	1294.02
1277.8	0	0	1294.12
1277.9	0	0	1294.22
1278	0	0	1294.32
1278.1	0	0	1294.42
1278.2	0	0	1294.52
1278.3	0	0	1294.62
1278.4	0	0	1294.72
1278.5	0	0	1294.82
1278.6	0	0	1294.92
1278.7	0	0	1295.02
1278.8	0	0	1295.12
1278.9	0	0	1295.22
1279	0	0	1295.32
1279.1	0	0	1295.42
1279.2	0	0	1295.52
1279.3	0	0	1295.62
1279.4	0	0	1295.72
1279.5	0	0	1295.82
1279.6	0	0	1295.92
1279.7	0	0	1296.02
1279.8	0	0	1296.12
1279.9	0	0	1296.22
1280	0	0	1296.32
1280.1	0	0	1296.42
1280.2	0	0	1296.52
1280.3	0	0	1296.62
1280.4	0	0	1296.72
1280.5	0	0	1296.82
1280.6	0	0	1296.92
1280.7	0	0	1297.02
1280.8	0	0	1297.12
1280.9	0	0	1297.22
1281	0	0	1297.32
1281.1	0	0	1297.42
1281.2	0	0	1297.52
1281.3	0	0	1297.62
1281.4	0	0	1297.72
1281.5	0	0	1297.82
1281.6	0	0	1297.92
1281.7	0	0	1298.02
1281.8	0	0	1298.12
1281.9	0	0	1298.22
1282	0	0	1298.32
1282.1	0	0	1298.42
1282.2	0	0	1298.52
1282.3	0	0	1298.62
1282.4	0	0	1298.72
1282.5	0	0	1298.82
1282.6	0	0	1298.92
1282.7	0	0	1299.02
1282.8	0	0	1299.12
1282.9	0	0	1299.22
1283	0	0	1299.32
1283.1	0	0	1299.42
1283.2	0	0	1299.52
1283.3	0	0	1299.62
1283.4	0	0	1299.72
1283.5	0	0	1299.82
1283.6	0	0	1299.92
1283.7	0	0	1300.02
1283.8	0	0	1300.12
1283.9	0	0	1300.22
1284	0	0	1300.32
1284.1	0	0	1300.42
1284.2	0	0	1300.52
1284.3	0	0	1300.62
1284.4	0	0	1300.72
1284.5	0	0	1300.82
1284.6	0	0	1300.92
1284.7	0	0	1301.02
1284.8	0	0	1301.12
1284.9	0	0	1301.22
1285	0	0	1301.32
1285.1	0	0	1301.42
1285.2	0	0	1301.52
1285.3	0	0	1301.62
1285.4	0	0	1301.72
1285.5	0	0	1301.82
1285.6	0	0	1301.92
1285.7	0	0	1302.02
1285.8	0	0	1302.12
1285.9	0	0	1302.22
1286	0	0	1302.32
1286.1	0	0	1302.42
1286.2	0	0	1302.52
1286.3	0	0	1302.62
1286.4	0	0	1302.72
1286.5	0	0	1302.82
1286.6	0	0	1302.92
1286.7	0	0	1303.02
1286.8	0	0	1303.12
1286.9	0	0	1303.22
1287	0	0	1303.32
1287.1	0	0	1303.42
1287.2	0	0	1303.52
1287.3	0	0	1303.62
1287.4	0	0	1303.72
1287.5	0	0	1303.82
1287.6	0	0	1303.92
1287.7	0	0	1304.02
1287.8	0	0	1304.12
1287.9	0	0	1304.22
1288	0	0	1304.32
1288.1	0	0	1304.42
1288.2	0	0	1304.52
1288.3	0	0	1304.62
1288.4	0	0	1304.72
1288.5	0	0	1304.82
1288.6	0	0	1304.92
1288.7	0	0	1305.02
1288.8	0	0	1305.12
1288.9	0	0	1305.22
1289	0	0	1305.32
1289.1	0	0	1305.42
1289.2	0	0	1305.52
1289.3	0	0	1305.62
1289.4	0	0	1305.72
1289.5	0	0	1305.82
1289.6	0	0	1305.92
1289.7	0	0	1306.02
1289.8	0	0	1306.12
1289.9	0	0	1306.22
1290	0	0	1306.32
1290.1	0	0	1306.42
1290.2	0	0	1306.52
1290.3	0	0	1306.62
1290.4	0	0	1306.72
1290.5	0	0	1306.82
1290.6	0	0	1306.92
1290.7	0	0	1307.02
1290.8	0	0	1307.12
1290.9	0	0	1307.22
1291	0	0	1307.32
1291.1	0	0	1307.42
