timestamp(s),accel(m/s2),events,average_time_between_events,normalized_average_time_between_events
72.003,-0.00981,-,6.115,0.982645027
72.102,-0.01962,-,6.115,0.982645027
72.201,-0.01962,-,6.115,0.982645027
72.299,0.00981,-,6.115,0.982645027
72.398,-0.01962,-,6.115,0.982645027
72.498,-0.00981,-,6.115,0.982645027
72.596,-0.01962,-,6.115,0.982645027
72.717,-0.00981,-,6.115,0.982645027
72.793,-0.00981,-,6.115,0.982645027
72.892,-0.004905,-,6.115,0.982645027
72.99,0,-,6.115,0.982645027
73.093,-0.01962,-,6.115,0.982645027
73.188,-0.004905,-,6.115,0.982645027
73.311,-0.023544,-,6.115,0.982645027
73.386,-0.01962,-,6.115,0.982645027
73.485,-0.043164,-,6.115,0.982645027
73.583,-0.004905,-,6.115,0.982645027
73.7,0.014715,-,6.115,0.982645027
73.78,-0.01962,-,6.115,0.982645027
73.879,-0.014715,-,6.115,0.982645027
73.978,-0.033354,-,6.115,0.982645027
74.084,-0.01962,-,6.115,0.982645027
74.175,-0.004905,-,6.115,0.982645027
74.302,-0.028449,-,6.115,0.982645027
74.373,0,-,6.115,0.982645027
74.472,-0.043164,-,6.115,0.982645027
74.571,-0.004905,-,6.115,0.982645027
74.67,-0.01962,-,6.115,0.982645027
74.768,-0.004905,-,6.115,0.982645027
74.9,-0.014715,-,6.115,0.982645027
74.966,0,-,6.115,0.982645027
75.065,-0.004905,-,6.115,0.982645027
75.164,-0.00981,-,6.115,0.982645027
75.304,-0.004905,-,6.115,0.982645027
75.361,-0.004905,-,6.115,0.982645027
75.46,-0.00981,-,6.115,0.982645027
75.558,-0.014715,-,6.115,0.982645027
75.658,-0.023544,-,6.115,0.982645027
75.763,-0.01962,-,6.115,0.982645027
75.855,-0.014715,-,6.115,0.982645027
75.983,-0.01962,-,6.115,0.982645027
76.052,-0.004905,-,6.115,0.982645027
76.152,-0.00981,-,6.115,0.982645027
76.25,-0.00981,-,6.115,0.982645027
76.367,-0.004905,-,6.115,0.982645027
76.447,-0.014715,-,6.115,0.982645027
76.582,-0.00981,-,6.115,0.982645027
76.645,-0.014715,-,6.115,0.982645027
76.744,-0.014715,-,6.115,0.982645027
76.842,-0.00981,-,6.115,0.982645027
76.956,0.004905,-,6.115,0.982645027
77.04,-0.00981,-,6.115,0.982645027
77.176,-0.004905,-,6.115,0.982645027
77.238,-0.00981,-,6.115,0.982645027
77.336,0,-,6.115,0.982645027
77.436,-0.014715,-,6.115,0.982645027
77.557,-0.014715,-,6.115,0.982645027
77.633,0,-,6.115,0.982645027
77.732,-0.00981,-,6.115,0.982645027
77.831,-0.01962,-,6.115,0.982645027
77.96,-0.00981,-,6.115,0.982645027
78.028,-0.014715,-,6.115,0.982645027
78.127,-0.014715,-,6.115,0.982645027
78.226,-0.014715,-,6.115,0.982645027
78.324,-0.01962,-,6.115,0.982645027
78.423,-0.004905,-,6.115,0.982645027
78.563,-0.00981,-,6.115,0.982645027
78.621,-0.01962,-,6.115,0.982645027
78.72,-0.01962,-,6.115,0.982645027
78.818,-0.01962,-,6.115,0.982645027
78.917,-0.014715,-,6.115,0.982645027
79.016,-0.014715,-,6.115,0.982645027
79.115,-0.00981,-,6.115,0.982645027
79.213,-0.014715,-,6.115,0.982645027
79.312,-0.01962,-,6.115,0.982645027
79.411,-0.023544,-,6.115,0.982645027
79.509,-0.004905,-,6.115,0.982645027
79.614,-0.028449,-,6.115,0.982645027
79.707,-0.01962,-,6.115,0.982645027
79.805,0.004905,-,6.115,0.982645027
79.905,-0.004905,-,6.115,0.982645027
80.003,-0.00981,-,6.115,0.982645027
80.102,-0.028449,-,6.115,0.982645027
80.211,-0.023544,-,6.115,0.982645027
80.3,0.01962,-,6.115,0.982645027
80.433,-0.00981,-,6.115,0.982645027
80.497,-0.00981,-,6.115,0.982645027
80.597,0,-,6.115,0.982645027
80.695,0.004905,-,6.115,0.982645027
80.821,0.004905,-,6.115,0.982645027
80.893,-0.038259,-,6.115,0.982645027
80.991,-0.023544,-,6.115,0.982645027
81.09,-0.014715,-,6.115,0.982645027
81.188,-0.01962,-,6.115,0.982645027
81.287,-0.01962,-,6.115,0.982645027
81.412,0,-,6.115,0.982645027
81.485,-0.004905,-,6.115,0.982645027
81.583,-0.023544,-,6.115,0.982645027
81.682,-0.004905,-,6.115,0.982645027
81.781,-0.014715,-,6.115,0.982645027
81.88,-0.014715,-,6.115,0.982645027
82.002,0.004905,-,6.115,0.982645027
82.077,-0.028449,-,6.115,0.982645027
82.176,0.004905,-,6.115,0.982645027
82.275,-0.004905,-,6.115,0.982645027
82.373,0,-,6.115,0.982645027
82.473,-0.00981,-,6.115,0.982645027
82.571,0.004905,-,6.115,0.982645027
82.67,-0.004905,-,6.115,0.982645027
82.768,0,-,6.115,0.982645027
82.891,-0.033354,-,6.115,0.982645027
82.966,-0.004905,-,6.115,0.982645027
83.064,-0.004905,-,6.115,0.982645027
83.164,0,-,6.115,0.982645027
83.271,-0.00981,-,6.115,0.982645027
83.361,-0.014715,-,6.115,0.982645027
83.501,-0.00981,-,6.115,0.982645027
83.559,-0.014715,-,6.115,0.982645027
83.669,-0.014715,-,6.115,0.982645027
83.756,-0.01962,-,6.115,0.982645027
83.887,-0.014715,-,6.115,0.982645027
83.954,-0.004905,-,6.115,0.982645027
84.052,-0.028449,-,6.115,0.982645027
84.151,-0.004905,-,6.115,0.982645027
84.25,0,-,6.115,0.982645027
84.349,-0.01962,-,6.115,0.982645027
84.48,-0.004905,-,6.115,0.982645027
84.546,-0.00981,-,6.115,0.982645027
84.645,-0.004905,-,6.115,0.982645027
84.744,-0.00981,-,6.115,0.982645027
84.843,0,-,6.115,0.982645027
84.941,-0.00981,-,6.115,0.982645027
85.062,-0.014715,-,6.115,0.982645027
85.139,-0.023544,-,6.115,0.982645027
85.237,-0.01962,-,6.115,0.982645027
85.336,-0.014715,-,6.115,0.982645027
85.435,-0.004905,-,6.115,0.982645027
85.534,-0.004905,-,6.115,0.982645027
85.632,-0.00981,-,6.115,0.982645027
85.735,-0.00981,-,6.115,0.982645027
85.831,-0.014715,-,6.115,0.982645027
85.929,-0.014715,-,6.115,0.982645027
86.028,-0.014715,-,6.115,0.982645027
86.126,-0.01962,-,6.115,0.982645027
86.225,0,-,6.115,0.982645027
86.359,-0.00981,-,6.115,0.982645027
86.423,-0.014715,Down,6.115,0.982645027
86.523,-0.043164,-,6.115,0.982645027
86.621,-0.244269,-,6.115,0.982645027
86.743,-0.306072,-,6.115,0.982645027
86.819,-0.455184,-,6.115,0.982645027
86.918,-0.565056,-,6.115,0.982645027
87.016,-0.541512,-,6.115,0.982645027
87.123,-0.775971,-,6.115,0.982645027
87.214,-0.694548,-,6.115,0.982645027
87.34,-0.737712,-,6.115,0.982645027
87.411,-0.714168,-,6.115,0.982645027
87.51,-0.699453,-,6.115,0.982645027
87.609,-0.709263,-,6.115,0.982645027
87.707,-0.694548,-,6.115,0.982645027
87.807,-0.704358,-,6.115,0.982645027
87.905,-0.714168,-,6.115,0.982645027
88.004,-0.521892,-,6.115,0.982645027
88.103,-0.455184,-,6.115,0.982645027
88.201,-0.354141,-,6.115,0.982645027
88.3,-0.272718,-,6.115,0.982645027
88.4,-0.162846,-,6.115,0.982645027
88.498,-0.01962,-,6.115,0.982645027
88.597,0.004905,-,6.115,0.982645027
88.696,-0.00981,-,6.115,0.982645027
88.799,-0.066708,-,6.115,0.982645027
88.893,0.061803,-,6.115,0.982645027
88.992,-0.101043,-,6.115,0.982645027
89.091,0.048069,-,6.115,0.982645027
89.191,-0.066708,-,6.115,0.982645027
89.288,-0.01962,-,6.115,0.982645027
89.402,-0.004905,-,6.115,0.982645027
89.485,-0.071613,-,6.115,0.982645027
89.585,0.023544,-,6.115,0.982645027
89.684,-0.048069,-,6.115,0.982645027
89.782,0.033354,-,6.115,0.982645027
89.881,-0.043164,-,6.115,0.982645027
90.003,-0.033354,-,6.115,0.982645027
90.078,0.023544,-,6.115,0.982645027
90.177,0.01962,Brake,6.115,0.982645027
90.275,0.01962,-,6.115,0.982645027
90.388,0.148131,-,6.115,0.982645027
90.472,0.315882,-,6.115,0.982645027
90.604,0.349236,-,6.115,0.982645027
90.669,0.469899,-,6.115,0.982645027
90.768,0.555246,-,6.115,0.982645027
90.867,0.709263,-,6.115,0.982645027
90.996,0.661194,-,6.115,0.982645027
91.065,0.742617,-,6.115,0.982645027
91.163,0.661194,-,6.115,0.982645027
91.262,0.718092,-,6.115,0.982645027
91.391,0.666099,-,6.115,0.982645027
91.459,0.704358,-,6.115,0.982645027
91.557,0.679833,-,6.115,0.982645027
91.657,0.560151,-,6.115,0.982645027
91.755,0.464994,-,6.115,0.982645027
91.853,0.335502,-,6.115,0.982645027
91.953,0.292338,-,6.115,0.982645027
92.051,0.119682,-,6.115,0.982645027
92.15,0.057879,-,6.115,0.982645027
92.249,-0.043164,-,6.115,0.982645027
92.347,0.048069,-,6.115,0.982645027
92.462,-0.052974,-,6.115,0.982645027
92.544,-0.004905,-,6.115,0.982645027
92.643,-0.004905,Arrival,6.14125,0.986863249
92.742,0.028449,-,6.14125,0.986863249
92.841,-0.028449,-,6.14125,0.986863249
92.939,-0.038259,-,6.14125,0.986863249
93.05,0.00981,-,6.14125,0.986863249
93.137,0.014715,-,6.14125,0.986863249
93.271,-0.01962,-,6.14125,0.986863249
93.334,-0.023544,-,6.14125,0.986863249
93.433,-0.033354,-,6.14125,0.986863249
93.531,0.014715,-,6.14125,0.986863249
93.637,-0.004905,-,6.14125,0.986863249
93.729,-0.033354,-,6.14125,0.986863249
93.857,-0.023544,-,6.14125,0.986863249
93.927,0.004905,-,6.14125,0.986863249
94.025,0.028449,-,6.14125,0.986863249
94.123,-0.048069,-,6.14125,0.986863249
94.227,-0.01962,-,6.14125,0.986863249
94.321,-0.00981,-,6.14125,0.986863249
94.446,0.023544,-,6.14125,0.986863249
94.518,-0.038259,-,6.14125,0.986863249
94.617,-0.048069,-,6.14125,0.986863249
94.715,0.023544,-,6.14125,0.986863249
94.839,0.153036,-,6.14125,0.986863249
94.912,0.162846,-,6.14125,0.986863249
95.012,0.224649,-,6.14125,0.986863249
95.111,0.066708,-,6.14125,0.986863249
95.209,0.066708,-,6.14125,0.986863249
95.309,-0.023544,-,6.14125,0.986863249
95.407,0.004905,-,6.14125,0.986863249
95.505,-0.00981,-,6.14125,0.986863249
95.604,0,-,6.14125,0.986863249
95.703,-0.014715,-,6.14125,0.986863249
95.801,-0.00981,-,6.14125,0.986863249
95.901,-0.00981,-,6.14125,0.986863249
95.999,-0.01962,-,6.14125,0.986863249
96.105,-0.01962,-,6.14125,0.986863249
96.197,-0.014715,-,6.14125,0.986863249
96.321,-0.014715,-,6.14125,0.986863249
96.394,-0.014715,-,6.14125,0.986863249
96.493,-0.01962,-,6.14125,0.986863249
96.592,0,-,6.14125,0.986863249
96.692,-0.00981,-,6.14125,0.986863249
96.789,-0.028449,-,6.14125,0.986863249
96.914,0,-,6.14125,0.986863249
96.987,-0.014715,-,6.14125,0.986863249
97.086,-0.023544,-,6.14125,0.986863249
97.185,-0.00981,-,6.14125,0.986863249
97.29,-0.057879,-,6.14125,0.986863249
97.382,-0.01962,-,6.14125,0.986863249
97.527,-0.00981,-,6.14125,0.986863249
97.58,-0.033354,-,6.14125,0.986863249
97.69,-0.014715,-,6.14125,0.986863249
97.778,-0.014715,-,6.14125,0.986863249
97.906,-0.033354,-,6.14125,0.986863249
97.975,-0.00981,-,6.14125,0.986863249
98.073,0.00981,-,6.14125,0.986863249
98.173,-0.014715,-,6.14125,0.986863249
98.272,-0.033354,-,6.14125,0.986863249
98.37,-0.028449,-,6.14125,0.986863249
98.468,0.023544,-,6.14125,0.986863249
98.567,-0.028449,-,6.14125,0.986863249
98.666,-0.048069,-,6.14125,0.986863249
98.765,-0.01962,-,6.14125,0.986863249
98.864,-0.014715,-,6.14125,0.986863249
98.963,0.004905,-,6.14125,0.986863249
99.062,-0.028449,-,6.14125,0.986863249
99.16,-0.028449,-,6.14125,0.986863249
99.259,-0.014715,-,6.14125,0.986863249
99.365,-0.023544,-,6.14125,0.986863249
99.456,-0.004905,-,6.14125,0.986863249
99.555,-0.00981,-,6.14125,0.986863249
99.653,-0.01962,-,6.14125,0.986863249
99.757,-0.014715,-,6.14125,0.986863249
99.851,-0.01962,-,6.14125,0.986863249
99.977,-0.014715,-,6.14125,0.986863249
100.049,-0.01962,-,6.14125,0.986863249
100.149,-0.014715,-,6.14125,0.986863249
100.246,-0.00981,-,6.14125,0.986863249
100.351,-0.00981,-,6.14125,0.986863249
100.444,-0.014715,-,6.14125,0.986863249
100.576,-0.014715,-,6.14125,0.986863249
100.642,-0.004905,-,6.14125,0.986863249
100.74,0.01962,-,6.14125,0.986863249
100.84,-0.014715,-,6.14125,0.986863249
100.964,-0.00981,-,6.14125,0.986863249
101.037,-0.01962,-,6.14125,0.986863249
101.136,-0.00981,-,6.14125,0.986863249
101.235,-0.004905,-,6.14125,0.986863249
101.346,-0.004905,-,6.14125,0.986863249
101.432,-0.023544,-,6.14125,0.986863249
101.565,0,-,6.14125,0.986863249
101.63,0,-,6.14125,0.986863249
101.729,-0.00981,-,6.14125,0.986863249
101.828,-0.00981,-,6.14125,0.986863249
101.927,-0.01962,-,6.14125,0.986863249
102.025,-0.01962,-,6.14125,0.986863249
102.124,-0.014715,-,6.14125,0.986863249
102.223,0.004905,-,6.14125,0.986863249
102.321,-0.00981,-,6.14125,0.986863249
102.42,-0.00981,-,6.14125,0.986863249
102.52,-0.014715,-,6.14125,0.986863249
102.618,-0.014715,-,6.14125,0.986863249
102.716,0,-,6.14125,0.986863249
102.815,-0.00981,-,6.14125,0.986863249
102.914,-0.00981,-,6.14125,0.986863249
103.013,-0.014715,-,6.14125,0.986863249
103.113,-0.014715,-,6.14125,0.986863249
103.215,-0.014715,-,6.14125,0.986863249
103.31,-0.023544,-,6.14125,0.986863249
103.439,-0.00981,-,6.14125,0.986863249
103.507,-0.043164,-,6.14125,0.986863249
103.606,-0.023544,-,6.14125,0.986863249
103.704,-0.028449,-,6.14125,0.986863249
103.827,-0.048069,-,6.14125,0.986863249
103.902,-0.028449,-,6.14125,0.986863249
104,-0.028449,-,6.14125,0.986863249
104.1,-0.00981,-,6.14125,0.986863249
104.232,-0.00981,-,6.14125,0.986863249
104.297,-0.01962,-,6.14125,0.986863249
104.4,-0.028449,-,6.14125,0.986863249
104.495,-0.00981,-,6.14125,0.986863249
104.631,-0.004905,-,6.14125,0.986863249
104.692,-0.023544,-,6.14125,0.986863249
104.791,-0.038259,-,6.14125,0.986863249
104.89,-0.028449,-,6.14125,0.986863249
105.004,-0.01962,-,6.14125,0.986863249
105.088,-0.004905,-,6.14125,0.986863249
105.218,0.014715,-,6.14125,0.986863249
105.285,-0.00981,-,6.14125,0.986863249
105.384,-0.004905,-,6.14125,0.986863249
105.482,-0.014715,-,6.14125,0.986863249
105.582,-0.028449,-,6.14125,0.986863249
105.68,-0.014715,-,6.14125,0.986863249
105.779,0,-,6.14125,0.986863249
105.878,-0.033354,-,6.14125,0.986863249
105.977,0.004905,-,6.14125,0.986863249
106.075,-0.028449,-,6.14125,0.986863249
106.174,-0.00981,-,6.14125,0.986863249
106.273,0.004905,-,6.14125,0.986863249
106.372,-0.004905,-,6.14125,0.986863249
106.471,-0.004905,-,6.14125,0.986863249
106.569,-0.038259,-,6.14125,0.986863249
106.691,-0.01962,-,6.14125,0.986863249
106.766,-0.004905,-,6.14125,0.986863249
106.865,0,-,6.14125,0.986863249
106.964,-0.014715,-,6.14125,0.986863249
107.063,-0.014715,-,6.14125,0.986863249
107.162,-0.004905,-,6.14125,0.986863249
107.284,0,-,6.14125,0.986863249
107.359,-0.004905,-,6.14125,0.986863249
107.458,-0.014715,-,6.14125,0.986863249
107.556,-0.00981,-,6.14125,0.986863249
107.673,0,-,6.14125,0.986863249
107.755,-0.004905,-,6.14125,0.986863249
107.853,-0.00981,-,6.14125,0.986863249
107.951,-0.01962,-,6.14125,0.986863249
108.05,-0.00981,-,6.14125,0.986863249
108.15,-0.004905,-,6.14125,0.986863249
108.276,-0.00981,-,6.14125,0.986863249
108.347,-0.01962,-,6.14125,0.986863249
108.445,-0.01962,-,6.14125,0.986863249
108.544,-0.00981,-,6.14125,0.986863249
108.643,-0.00981,-,6.14125,0.986863249
108.742,-0.01962,-,6.14125,0.986863249
108.87,-0.028449,-,6.14125,0.986863249
108.939,-0.014715,-,6.14125,0.986863249
109.039,-0.014715,-,6.14125,0.986863249
109.136,-0.00981,-,6.14125,0.986863249
109.236,-0.01962,-,6.14125,0.986863249
109.335,-0.014715,-,6.14125,0.986863249
109.433,0.014715,-,6.14125,0.986863249
109.548,-0.00981,-,6.14125,0.986863249
109.632,0,-,6.14125,0.986863249
109.729,0,-,6.14125,0.986863249
109.828,-0.014715,-,6.14125,0.986863249
109.933,-0.00981,-,6.14125,0.986863249
110.026,-0.01962,-,6.14125,0.986863249
110.153,-0.014715,-,6.14125,0.986863249
110.224,-0.023544,-,6.14125,0.986863249
110.322,-0.01962,-,6.14125,0.986863249
110.421,-0.00981,-,6.14125,0.986863249
110.542,-0.00981,-,6.14125,0.986863249
110.619,-0.00981,-,6.14125,0.986863249
110.718,-0.014715,-,6.14125,0.986863249
110.817,-0.004905,Up,6.14125,0.986863249
110.921,-0.00981,-,6.14125,0.986863249
111.014,0.119682,-,6.14125,0.986863249
111.144,0.244269,-,6.14125,0.986863249
111.212,0.354141,-,6.14125,0.986863249
111.31,0.503253,-,6.14125,0.986863249
111.41,0.536607,-,6.14125,0.986863249
111.514,0.737712,-,6.14125,0.986863249
111.607,0.714168,-,6.14125,0.986863249
111.732,0.722997,-,6.14125,0.986863249
111.805,0.709263,-,6.14125,0.986863249
111.903,0.699453,-,6.14125,0.986863249
112.002,0.699453,-,6.14125,0.986863249
112.101,0.699453,-,6.14125,0.986863249
112.199,0.694548,-,6.14125,0.986863249
112.323,0.737712,-,6.14125,0.986863249
112.397,0.61803,-,6.14125,0.986863249
112.496,0.455184,-,6.14125,0.986863249
112.594,0.407115,-,6.14125,0.986863249
112.694,0.244269,-,6.14125,0.986863249
112.791,0.172656,-,6.14125,0.986863249
112.891,0.134397,-,6.14125,0.986863249
112.991,-0.086328,-,6.14125,0.986863249
113.088,0.00981,-,6.14125,0.986863249
113.203,0.023544,-,6.14125,0.986863249
113.286,-0.023544,-,6.14125,0.986863249
113.385,0,-,6.14125,0.986863249
113.483,-0.052974,-,6.14125,0.986863249
113.591,-0.004905,-,6.14125,0.986863249
113.682,0.028449,-,6.14125,0.986863249
113.81,-0.038259,-,6.14125,0.986863249
113.878,-0.066708,-,6.14125,0.986863249
113.977,-0.023544,-,6.14125,0.986863249
114.076,-0.028449,-,6.14125,0.986863249
114.195,0.014715,-,6.14125,0.986863249
114.274,-0.033354,-,6.14125,0.986863249
114.372,0.00981,Brake,6.14125,0.986863249
114.471,-0.081423,-,6.14125,0.986863249
114.572,0.076518,-,6.14125,0.986863249
114.668,-0.104967,-,6.14125,0.986863249
114.804,-0.162846,-,6.14125,0.986863249
114.865,-0.349236,-,6.14125,0.986863249
114.966,-0.368856,-,6.14125,0.986863249
115.063,-0.503253,-,6.14125,0.986863249
115.197,-0.61803,-,6.14125,0.986863249
115.261,-0.666099,-,6.14125,0.986863249
115.36,-0.732807,-,6.14125,0.986863249
115.458,-0.646479,-,6.14125,0.986863249
115.588,-0.709263,-,6.14125,0.986863249
115.656,-0.714168,-,6.14125,0.986863249
115.754,-0.714168,-,6.14125,0.986863249
115.854,-0.704358,-,6.14125,0.986863249
115.952,-0.718092,-,6.14125,0.986863249
116.05,-0.60822,-,6.14125,0.986863249
116.15,-0.478728,-,6.14125,0.986863249
116.249,-0.388476,-,6.14125,0.986863249
116.347,-0.277623,-,6.14125,0.986863249
116.445,-0.191295,-,6.14125,0.986863249
116.544,-0.048069,-,6.14125,0.986863249
116.643,-0.01962,-,6.14125,0.986863249
116.742,0.004905,Arrival,6.098,0.979913225
116.848,-0.076518,-,6.098,0.979913225
116.94,0.038259,-,6.098,0.979913225
117.038,-0.004905,-,6.098,0.979913225
117.137,0,-,6.098,0.979913225
117.235,-0.048069,-,6.098,0.979913225
117.334,-0.00981,-,6.098,0.979913225
117.439,0.00981,-,6.098,0.979913225
117.532,0,-,6.098,0.979913225
117.63,-0.043164,-,6.098,0.979913225
117.73,-0.004905,-,6.098,0.979913225
117.828,-0.004905,-,6.098,0.979913225
117.927,0.023544,-,6.098,0.979913225
118.036,-0.038259,-,6.098,0.979913225
118.124,-0.014715,-,6.098,0.979913225
118.258,0.004905,-,6.098,0.979913225
118.322,-0.014715,-,6.098,0.979913225
118.421,-0.028449,-,6.098,0.979913225
118.52,-0.043164,-,6.098,0.979913225
118.64,0.00981,-,6.098,0.979913225
118.717,0.004905,-,6.098,0.979913225
118.816,0.00981,-,6.098,0.979913225
118.915,-0.052974,-,6.098,0.979913225
119.013,-0.014715,-,6.098,0.979913225
119.112,0.01962,-,6.098,0.979913225
119.211,-0.023544,-,6.098,0.979913225
119.309,-0.043164,-,6.098,0.979913225
119.408,-0.119682,-,6.098,0.979913225
119.507,-0.177561,-,6.098,0.979913225
119.605,-0.258984,-,6.098,0.979913225
119.704,-0.157941,-,6.098,0.979913225
119.803,-0.096138,-,6.098,0.979913225
119.902,-0.01962,-,6.098,0.979913225
120.001,-0.014715,-,6.098,0.979913225
120.099,-0.028449,-,6.098,0.979913225
120.198,-0.01962,-,6.098,0.979913225
120.297,-0.01962,-,6.098,0.979913225
120.396,-0.014715,-,6.098,0.979913225
120.509,-0.00981,-,6.098,0.979913225
120.593,-0.004905,-,6.098,0.979913225
120.692,-0.023544,-,6.098,0.979913225
120.79,-0.01962,-,6.098,0.979913225
120.889,-0.00981,-,6.098,0.979913225
120.988,-0.014715,-,6.098,0.979913225
121.093,-0.00981,-,6.098,0.979913225
121.186,-0.023544,-,6.098,0.979913225
121.316,-0.023544,-,6.098,0.979913225
121.382,-0.014715,-,6.098,0.979913225
121.486,-0.023544,-,6.098,0.979913225
121.581,-0.01962,-,6.098,0.979913225
121.718,-0.00981,-,6.098,0.979913225
121.778,-0.01962,-,6.098,0.979913225
121.877,0,-,6.098,0.979913225
121.976,-0.01962,-,6.098,0.979913225
122.081,-0.038259,-,6.098,0.979913225
122.173,-0.00981,-,6.098,0.979913225
122.296,-0.014715,-,6.098,0.979913225
122.37,-0.023544,-,6.098,0.979913225
122.47,-0.023544,-,6.098,0.979913225
122.568,0.004905,-,6.098,0.979913225
122.667,0,-,6.098,0.979913225
122.766,0.00981,-,6.098,0.979913225
122.864,-0.014715,-,6.098,0.979913225
122.963,-0.00981,-,6.098,0.979913225
123.062,0.014715,-,6.098,0.979913225
123.166,-0.014715,-,6.098,0.979913225
123.259,-0.014715,-,6.098,0.979913225
123.358,-0.023544,-,6.098,0.979913225
123.457,-0.023544,-,6.098,0.979913225
123.555,-0.01962,-,6.098,0.979913225
123.654,-0.00981,-,6.098,0.979913225
123.759,0.00981,-,6.098,0.979913225
123.851,0,-,6.098,0.979913225
123.991,-0.014715,-,6.098,0.979913225
124.049,-0.00981,-,6.098,0.979913225
124.149,-0.004905,-,6.098,0.979913225
124.247,-0.004905,-,6.098,0.979913225
124.36,-0.014715,-,6.098,0.979913225
124.444,0.004905,-,6.098,0.979913225
124.542,-0.00981,-,6.098,0.979913225
124.64,-0.004905,-,6.098,0.979913225
124.75,-0.01962,-,6.098,0.979913225
124.839,0,-,6.098,0.979913225
124.973,-0.004905,-,6.098,0.979913225
125.038,-0.014715,-,6.098,0.979913225
125.141,-0.01962,-,6.098,0.979913225
125.233,-0.014715,-,6.098,0.979913225
125.363,-0.023544,-,6.098,0.979913225
125.43,-0.014715,-,6.098,0.979913225
125.529,-0.00981,-,6.098,0.979913225
125.627,-0.014715,-,6.098,0.979913225
125.726,-0.00981,-,6.098,0.979913225
125.825,-0.00981,-,6.098,0.979913225
125.962,-0.014715,-,6.098,0.979913225
126.022,-0.014715,-,6.098,0.979913225
126.121,-0.014715,-,6.098,0.979913225
126.22,-0.014715,-,6.098,0.979913225
126.353,-0.004905,-,6.098,0.979913225
126.417,-0.00981,-,6.098,0.979913225
126.516,-0.014715,-,6.098,0.979913225
126.614,-0.00981,-,6.098,0.979913225
126.713,-0.00981,-,6.098,0.979913225
126.812,-0.00981,-,6.098,0.979913225
126.911,-0.014715,-,6.098,0.979913225
127.009,-0.00981,-,6.098,0.979913225
127.108,-0.014715,-,6.098,0.979913225
127.207,-0.014715,-,6.098,0.979913225
127.306,-0.014715,-,6.098,0.979913225
127.404,-0.014715,-,6.098,0.979913225
127.503,-0.01962,-,6.098,0.979913225
127.63,-0.014715,-,6.098,0.979913225
127.701,0,-,6.098,0.979913225
127.799,-0.014715,-,6.098,0.979913225
127.898,-0.00981,-,6.098,0.979913225
128.003,-0.01962,-,6.098,0.979913225
128.095,-0.048069,-,6.098,0.979913225
128.223,-0.01962,-,6.098,0.979913225
128.293,-0.023544,-,6.098,0.979913225
128.391,0.01962,-,6.098,0.979913225
128.49,0.00981,-,6.098,0.979913225
128.589,-0.023544,-,6.098,0.979913225
128.687,-0.014715,-,6.098,0.979913225
128.81,-0.004905,-,6.098,0.979913225
128.885,-0.00981,-,6.098,0.979913225
128.984,-0.00981,-,6.098,0.979913225
129.082,0,-,6.098,0.979913225
129.18,-0.004905,-,6.098,0.979913225
129.279,-0.028449,-,6.098,0.979913225
129.378,-0.004905,-,6.098,0.979913225
129.477,-0.004905,-,6.098,0.979913225
129.576,-0.01962,-,6.098,0.979913225
129.674,-0.00981,-,6.098,0.979913225
129.773,-0.00981,-,6.098,0.979913225
129.872,0,-,6.098,0.979913225
129.97,-0.004905,-,6.098,0.979913225
130.08,0,-,6.098,0.979913225
130.168,-0.033354,-,6.098,0.979913225
130.266,-0.023544,-,6.098,0.979913225
130.365,-0.01962,-,6.098,0.979913225
130.47,-0.00981,-,6.098,0.979913225
130.562,-0.01962,-,6.098,0.979913225
130.686,-0.004905,-,6.098,0.979913225
130.76,-0.014715,-,6.098,0.979913225
130.858,-0.004905,-,6.098,0.979913225
130.957,-0.01962,-,6.098,0.979913225
131.077,-0.00981,-,6.098,0.979913225
131.154,0.004905,-,6.098,0.979913225
131.253,-0.00981,-,6.098,0.979913225
131.351,0,-,6.098,0.979913225
131.45,-0.023544,-,6.098,0.979913225
131.549,-0.014715,-,6.098,0.979913225
131.671,-0.00981,-,6.098,0.979913225
131.746,-0.01962,-,6.098,0.979913225
131.844,-0.028449,-,6.098,0.979913225
131.943,-0.023544,-,6.098,0.979913225
132.066,-0.01962,-,6.098,0.979913225
132.141,-0.023544,-,6.098,0.979913225
132.239,-0.00981,-,6.098,0.979913225
132.338,-0.01962,-,6.098,0.979913225
132.436,-0.01962,-,6.098,0.979913225
132.535,-0.004905,-,6.098,0.979913225
132.635,0,-,6.098,0.979913225
132.733,-0.01962,-,6.098,0.979913225
132.831,-0.00981,-,6.098,0.979913225
132.934,0.004905,-,6.098,0.979913225
133.029,-0.004905,-,6.098,0.979913225
133.128,-0.014715,-,6.098,0.979913225
133.226,-0.004905,-,6.098,0.979913225
133.324,-0.01962,-,6.098,0.979913225
133.423,-0.014715,-,6.098,0.979913225
133.543,-0.004905,-,6.098,0.979913225
133.621,-0.014715,-,6.098,0.979913225
133.719,-0.00981,-,6.098,0.979913225
133.817,-0.00981,-,6.098,0.979913225
133.928,-0.00981,-,6.098,0.979913225
134.015,-0.014715,-,6.098,0.979913225
134.114,-0.01962,-,6.098,0.979913225
134.213,-0.014715,-,6.098,0.979913225
134.312,-0.023544,-,6.098,0.979913225
134.41,-0.00981,-,6.098,0.979913225
134.511,-0.01962,-,6.098,0.979913225
