timestamp(s),accel(m/s2),events,average_time_between_events,normalized_average_time_between_events
134.609,-0.004905,-,6.098,0.979913225
134.727,-0.004905,-,6.098,0.979913225
134.806,-0.038259,-,6.098,0.979913225
134.904,-0.038259,-,6.098,0.979913225
135.003,0,-,6.098,0.979913225
135.103,-0.01962,Up,6.098,0.979913225
135.201,0,-,6.098,0.979913225
135.324,0.057879,-,6.098,0.979913225
135.399,0.220725,-,6.098,0.979913225
135.497,0.272718,-,6.098,0.979913225
135.596,0.435564,-,6.098,0.979913225
135.728,0.551322,-,6.098,0.979913225
135.793,0.61803,-,6.098,0.979913225
135.892,0.761256,-,6.098,0.979913225
135.991,0.671004,-,6.098,0.979913225
136.09,0.737712,-,6.098,0.979913225
136.188,0.679833,-,6.098,0.979913225
136.318,0.722997,-,6.098,0.979913225
136.387,0.689643,-,6.098,0.979913225
136.485,0.661194,-,6.098,0.979913225
136.584,0.709263,-,6.098,0.979913225
136.682,0.641574,-,6.098,0.979913225
136.781,0.498348,-,6.098,0.979913225
136.88,0.42183,-,6.098,0.979913225
136.979,0.320787,-,6.098,0.979913225
137.077,0.201105,-,6.098,0.979913225
137.184,0.109872,-,6.098,0.979913225
137.275,0.014715,-,6.098,0.979913225
137.405,-0.023544,-,6.098,0.979913225
137.473,-0.01962,-,6.098,0.979913225
137.571,-0.01962,-,6.098,0.979913225
137.67,-0.004905,-,6.098,0.979913225
137.792,-0.033354,-,6.098,0.979913225
137.868,0.01962,-,6.098,0.979913225
138.005,-0.101043,-,6.098,0.979913225
138.065,0.043164,-,6.098,0.979913225
138.164,-0.048069,-,6.098,0.979913225
138.263,0.086328,-,6.098,0.979913225
138.379,-0.091233,-,6.098,0.979913225
138.461,0.004905,-,6.098,0.979913225
138.559,-0.043164,-,6.098,0.979913225
138.658,0.023544,-,6.098,0.979913225
138.774,-0.028449,-,6.098,0.979913225
138.856,-0.01962,Brake,6.098,0.979913225
138.997,0,-,6.098,0.979913225
139.053,-0.048069,-,6.098,0.979913225
139.159,-0.234459,-,6.098,0.979913225
139.251,-0.277623,-,6.098,0.979913225
139.38,-0.40221,-,6.098,0.979913225
139.449,-0.503253,-,6.098,0.979913225
139.547,-0.569961,-,6.098,0.979913225
139.646,-0.732807,-,6.098,0.979913225
139.745,-0.679833,-,6.098,0.979913225
139.844,-0.679833,-,6.098,0.979913225
139.943,-0.694548,-,6.098,0.979913225
140.041,-0.709263,-,6.098,0.979913225
140.14,-0.679833,-,6.098,0.979913225
140.238,-0.684738,-,6.098,0.979913225
140.337,-0.666099,-,6.098,0.979913225
140.437,-0.551322,-,6.098,0.979913225
140.535,-0.460089,-,6.098,0.979913225
140.635,-0.363951,-,6.098,0.979913225
140.733,-0.267813,-,6.098,0.979913225
140.832,-0.096138,-,6.098,0.979913225
140.931,-0.086328,-,6.098,0.979913225
141.033,0.004905,-,6.098,0.979913225
141.128,-0.043164,-,6.098,0.979913225
141.227,0.052974,Arrival,6.102333333,0.980609567
141.326,-0.043164,-,6.102333333,0.980609567
141.429,-0.01962,-,6.102333333,0.980609567
141.523,-0.014715,-,6.102333333,0.980609567
141.646,0.01962,-,6.102333333,0.980609567
141.721,0,-,6.102333333,0.980609567
141.82,-0.048069,-,6.102333333,0.980609567
141.919,-0.023544,-,6.102333333,0.980609567
142.02,0.023544,-,6.102333333,0.980609567
142.116,0.00981,-,6.102333333,0.980609567
142.24,-0.01962,-,6.102333333,0.980609567
142.314,-0.048069,-,6.102333333,0.980609567
142.413,0.023544,-,6.102333333,0.980609567
142.511,0.014715,-,6.102333333,0.980609567
142.61,-0.004905,-,6.102333333,0.980609567
142.709,-0.033354,-,6.102333333,0.980609567
142.844,0.00981,-,6.102333333,0.980609567
142.907,0.028449,-,6.102333333,0.980609567
143.006,-0.023544,-,6.102333333,0.980609567
143.104,-0.028449,-,6.102333333,0.980609567
143.203,-0.00981,-,6.102333333,0.980609567
143.302,0.038259,-,6.102333333,0.980609567
143.438,-0.01962,-,6.102333333,0.980609567
143.499,-0.052974,-,6.102333333,0.980609567
143.598,-0.086328,-,6.102333333,0.980609567
143.696,-0.148131,-,6.102333333,0.980609567
143.795,-0.20601,-,6.102333333,0.980609567
143.894,-0.162846,-,6.102333333,0.980609567
143.992,-0.104967,-,6.102333333,0.980609567
144.092,-0.043164,-,6.102333333,0.980609567
144.19,-0.004905,-,6.102333333,0.980609567
144.289,-0.01962,-,6.102333333,0.980609567
144.387,-0.00981,-,6.102333333,0.980609567
144.51,-0.004905,-,6.102333333,0.980609567
144.585,-0.014715,-,6.102333333,0.980609567
144.685,0,-,6.102333333,0.980609567
144.782,-0.004905,-,6.102333333,0.980609567
144.885,-0.00981,-,6.102333333,0.980609567
144.98,-0.00981,-,6.102333333,0.980609567
145.112,-0.004905,-,6.102333333,0.980609567
145.178,-0.014715,-,6.102333333,0.980609567
145.277,-0.004905,-,6.102333333,0.980609567
145.375,-0.004905,-,6.102333333,0.980609567
145.487,-0.033354,-,6.102333333,0.980609567
145.573,-0.00981,-,6.102333333,0.980609567
145.707,-0.00981,-,6.102333333,0.980609567
145.771,-0.023544,-,6.102333333,0.980609567
145.869,-0.004905,-,6.102333333,0.980609567
145.968,-0.014715,-,6.102333333,0.980609567
146.09,0.004905,-,6.102333333,0.980609567
146.166,-0.00981,-,6.102333333,0.980609567
146.264,-0.014715,-,6.102333333,0.980609567
146.363,0,-,6.102333333,0.980609567
146.462,-0.004905,-,6.102333333,0.980609567
146.561,0.004905,-,6.102333333,0.980609567
146.66,-0.004905,-,6.102333333,0.980609567
146.759,-0.023544,-,6.102333333,0.980609567
146.89,-0.023544,-,6.102333333,0.980609567
146.956,-0.01962,-,6.102333333,0.980609567
147.055,-0.014715,-,6.102333333,0.980609567
147.152,-0.033354,-,6.102333333,0.980609567
147.252,0.038259,-,6.102333333,0.980609567
147.351,0.004905,-,6.102333333,0.980609567
147.487,0,-,6.102333333,0.980609567
147.548,0.004905,-,6.102333333,0.980609567
147.647,0.004905,-,6.102333333,0.980609567
147.768,-0.004905,-,6.102333333,0.980609567
147.845,0,-,6.102333333,0.980609567
147.943,-0.014715,-,6.102333333,0.980609567
148.042,-0.028449,-,6.102333333,0.980609567
148.144,-0.014715,-,6.102333333,0.980609567
148.24,-0.014715,-,6.102333333,0.980609567
148.375,-0.004905,-,6.102333333,0.980609567
148.438,-0.014715,-,6.102333333,0.980609567
148.55,-0.00981,-,6.102333333,0.980609567
148.635,0.004905,-,6.102333333,0.980609567
148.733,-0.014715,-,6.102333333,0.980609567
148.832,-0.00981,-,6.102333333,0.980609567
148.933,-0.014715,-,6.102333333,0.980609567
149.03,-0.014715,-,6.102333333,0.980609567
149.16,-0.014715,-,6.102333333,0.980609567
149.228,-0.014715,-,6.102333333,0.980609567
149.326,-0.01962,-,6.102333333,0.980609567
149.425,-0.028449,-,6.102333333,0.980609567
149.55,-0.00981,-,6.102333333,0.980609567
149.623,0,-,6.102333333,0.980609567
149.722,-0.014715,-,6.102333333,0.980609567
149.82,-0.004905,-,6.102333333,0.980609567
149.918,-0.014715,-,6.102333333,0.980609567
150.018,-0.023544,-,6.102333333,0.980609567
150.117,-0.014715,-,6.102333333,0.980609567
150.215,-0.014715,-,6.102333333,0.980609567
150.314,-0.01962,-,6.102333333,0.980609567
150.412,-0.014715,-,6.102333333,0.980609567
150.552,-0.00981,-,6.102333333,0.980609567
150.61,-0.01962,-,6.102333333,0.980609567
150.708,-0.014715,-,6.102333333,0.980609567
150.808,-0.00981,-,6.102333333,0.980609567
150.906,-0.01962,-,6.102333333,0.980609567
151.005,-0.004905,-,6.102333333,0.980609567
151.104,-0.023544,-,6.102333333,0.980609567
151.22,-0.00981,-,6.102333333,0.980609567
151.301,-0.00981,-,6.102333333,0.980609567
151.399,-0.00981,-,6.102333333,0.980609567
151.498,-0.01962,-,6.102333333,0.980609567
151.614,-0.01962,-,6.102333333,0.980609567
151.697,-0.00981,-,6.102333333,0.980609567
151.795,-0.014715,-,6.102333333,0.980609567
151.894,-0.01962,-,6.102333333,0.980609567
151.993,-0.004905,-,6.102333333,0.980609567
152.091,-0.014715,-,6.102333333,0.980609567
152.214,-0.01962,-,6.102333333,0.980609567
152.289,-0.00981,-,6.102333333,0.980609567
152.386,0.014715,-,6.102333333,0.980609567
152.485,-0.014715,-,6.102333333,0.980609567
152.591,-0.014715,-,6.102333333,0.980609567
152.683,-0.01962,-,6.102333333,0.980609567
152.811,-0.014715,-,6.102333333,0.980609567
152.881,-0.023544,-,6.102333333,0.980609567
152.979,-0.004905,-,6.102333333,0.980609567
153.078,0,-,6.102333333,0.980609567
153.177,-0.023544,-,6.102333333,0.980609567
153.276,-0.038259,-,6.102333333,0.980609567
153.404,-0.023544,-,6.102333333,0.980609567
153.473,-0.01962,-,6.102333333,0.980609567
153.572,-0.00981,-,6.102333333,0.980609567
153.671,-0.00981,-,6.102333333,0.980609567
153.77,-0.01962,-,6.102333333,0.980609567
153.868,0,-,6.102333333,0.980609567
153.967,-0.004905,-,6.102333333,0.980609567
154.065,-0.014715,-,6.102333333,0.980609567
154.163,0.014715,-,6.102333333,0.980609567
154.264,-0.014715,-,6.102333333,0.980609567
154.362,-0.00981,-,6.102333333,0.980609567
154.484,-0.014715,-,6.102333333,0.980609567
154.559,-0.00981,-,6.102333333,0.980609567
154.658,-0.00981,-,6.102333333,0.980609567
154.757,-0.00981,-,6.102333333,0.980609567
154.882,-0.014715,-,6.102333333,0.980609567
154.954,0,-,6.102333333,0.980609567
155.053,-0.00981,-,6.102333333,0.980609567
155.151,-0.028449,-,6.102333333,0.980609567
155.255,-0.01962,-,6.102333333,0.980609567
155.35,-0.014715,-,6.102333333,0.980609567
155.47,-0.004905,-,6.102333333,0.980609567
155.547,0.00981,-,6.102333333,0.980609567
155.685,-0.033354,-,6.102333333,0.980609567
155.745,-0.00981,-,6.102333333,0.980609567
155.844,-0.00981,-,6.102333333,0.980609567
155.942,-0.004905,-,6.102333333,0.980609567
156.065,-0.00981,-,6.102333333,0.980609567
156.14,-0.00981,-,6.102333333,0.980609567
156.239,-0.004905,-,6.102333333,0.980609567
156.337,-0.004905,-,6.102333333,0.980609567
156.465,0,-,6.102333333,0.980609567
156.535,0.004905,-,6.102333333,0.980609567
156.634,-0.004905,-,6.102333333,0.980609567
156.733,-0.00981,-,6.102333333,0.980609567
156.832,-0.01962,-,6.102333333,0.980609567
156.93,-0.00981,-,6.102333333,0.980609567
157.05,-0.004905,-,6.102333333,0.980609567
157.128,-0.004905,-,6.102333333,0.980609567
157.227,-0.01962,-,6.102333333,0.980609567
157.325,-0.01962,-,6.102333333,0.980609567
157.424,-0.014715,-,6.102333333,0.980609567
157.522,-0.043164,-,6.102333333,0.980609567
157.622,-0.033354,-,6.102333333,0.980609567
157.721,-0.014715,-,6.102333333,0.980609567
157.819,-0.01962,-,6.102333333,0.980609567
157.922,-0.014715,-,6.102333333,0.980609567
158.017,-0.00981,-,6.102333333,0.980609567
158.116,-0.014715,-,6.102333333,0.980609567
158.214,-0.014715,-,6.102333333,0.980609567
158.313,-0.004905,-,6.102333333,0.980609567
158.412,-0.00981,-,6.102333333,0.980609567
158.524,-0.014715,-,6.102333333,0.980609567
158.609,-0.00981,-,6.102333333,0.980609567
158.708,-0.01962,-,6.102333333,0.980609567
158.807,-0.071613,-,6.102333333,0.980609567
158.907,-0.048069,-,6.102333333,0.980609567
159.004,-0.023544,-,6.102333333,0.980609567
159.127,-0.01962,-,6.102333333,0.980609567
159.202,-0.01962,-,6.102333333,0.980609567
159.3,-0.014715,-,6.102333333,0.980609567
159.399,-0.01962,-,6.102333333,0.980609567
159.513,-0.014715,-,6.102333333,0.980609567
159.597,-0.00981,-,6.102333333,0.980609567
159.739,-0.00981,-,6.102333333,0.980609567
159.794,-0.00981,Up,6.102333333,0.980609567
159.893,0.004905,-,6.102333333,0.980609567
159.992,0.234459,-,6.102333333,0.980609567
160.09,0.272718,-,6.102333333,0.980609567
160.19,0.430659,-,6.102333333,0.980609567
160.288,0.526797,-,6.102333333,0.980609567
160.387,0.593505,-,6.102333333,0.980609567
160.486,0.752427,-,6.102333333,0.980609567
160.584,0.671004,-,6.102333333,0.980609567
160.683,0.704358,-,6.102333333,0.980609567
160.782,0.709263,-,6.102333333,0.980609567
160.881,0.661194,-,6.102333333,0.980609567
160.98,0.737712,-,6.102333333,0.980609567
161.079,0.709263,-,6.102333333,0.980609567
161.177,0.714168,-,6.102333333,0.980609567
161.276,0.656289,-,6.102333333,0.980609567
161.375,0.574866,-,6.102333333,0.980609567
161.474,0.435564,-,6.102333333,0.980609567
161.575,0.359046,-,6.102333333,0.980609567
161.672,0.263889,-,6.102333333,0.980609567
161.787,0.109872,-,6.102333333,0.980609567
161.869,0.076518,-,6.102333333,0.980609567
162.006,-0.038259,-,6.102333333,0.980609567
162.066,-0.028449,-,6.102333333,0.980609567
162.165,0.052974,-,6.102333333,0.980609567
162.264,-0.014715,-,6.102333333,0.980609567
162.38,0.043164,-,6.102333333,0.980609567
162.462,-0.048069,-,6.102333333,0.980609567
162.6,-0.033354,-,6.102333333,0.980609567
162.66,0.01962,-,6.102333333,0.980609567
162.768,-0.033354,-,6.102333333,0.980609567
162.857,0.048069,-,6.102333333,0.980609567
162.988,-0.076518,-,6.102333333,0.980609567
163.055,0.028449,-,6.102333333,0.980609567
163.154,-0.01962,-,6.102333333,0.980609567
163.252,0.033354,-,6.102333333,0.980609567
163.351,-0.01962,-,6.102333333,0.980609567
163.45,-0.028449,-,6.102333333,0.980609567
163.549,-0.043164,Brake,6.102333333,0.980609567
163.647,-0.014715,-,6.102333333,0.980609567
163.747,-0.162846,-,6.102333333,0.980609567
163.845,-0.277623,-,6.102333333,0.980609567
163.944,-0.407115,-,6.102333333,0.980609567
164.043,-0.464994,-,6.102333333,0.980609567
164.183,-0.569961,-,6.102333333,0.980609567
164.24,-0.709263,-,6.102333333,0.980609567
164.339,-0.732807,-,6.102333333,0.980609567
164.437,-0.727902,-,6.102333333,0.980609567
164.537,-0.766161,-,6.102333333,0.980609567
164.635,-0.709263,-,6.102333333,0.980609567
164.734,-0.694548,-,6.102333333,0.980609567
164.832,-0.714168,-,6.102333333,0.980609567
164.931,-0.699453,-,6.102333333,0.980609567
165.029,-0.569961,-,6.102333333,0.980609567
165.129,-0.464994,-,6.102333333,0.980609567
165.227,-0.430659,-,6.102333333,0.980609567
165.326,-0.244269,-,6.102333333,0.980609567
165.424,-0.210915,-,6.102333333,0.980609567
165.523,-0.057879,-,6.102333333,0.980609567
165.655,-0.033354,-,6.102333333,0.980609567
165.721,0.004905,-,6.102333333,0.980609567
165.822,0.038259,Arrival,6.091714286,0.978903147
165.919,-0.081423,-,6.091714286,0.978903147
166.043,0.014715,-,6.091714286,0.978903147
166.115,-0.023544,-,6.091714286,0.978903147
166.215,0.033354,-,6.091714286,0.978903147
166.313,-0.061803,-,6.091714286,0.978903147
166.427,-0.014715,-,6.091714286,0.978903147
166.511,0,-,6.091714286,0.978903147
166.649,0,-,6.091714286,0.978903147
166.709,-0.028449,-,6.091714286,0.978903147
166.817,-0.043164,-,6.091714286,0.978903147
166.907,0.00981,-,6.091714286,0.978903147
167.033,0,-,6.091714286,0.978903147
167.104,-0.014715,-,6.091714286,0.978903147
167.202,-0.023544,-,6.091714286,0.978903147
167.301,-0.00981,-,6.091714286,0.978903147
167.4,0.028449,-,6.091714286,0.978903147
167.499,-0.01962,-,6.091714286,0.978903147
167.632,-0.028449,-,6.091714286,0.978903147
167.697,-0.00981,-,6.091714286,0.978903147
167.795,0.004905,-,6.091714286,0.978903147
167.894,0.004905,-,6.091714286,0.978903147
167.993,-0.052974,-,6.091714286,0.978903147
168.092,-0.004905,-,6.091714286,0.978903147
168.19,-0.086328,-,6.091714286,0.978903147
168.288,-0.1962,-,6.091714286,0.978903147
168.388,-0.282528,-,6.091714286,0.978903147
168.501,-0.182466,-,6.091714286,0.978903147
168.585,-0.091233,-,6.091714286,0.978903147
168.684,-0.023544,-,6.091714286,0.978903147
168.783,-0.01962,-,6.091714286,0.978903147
168.882,-0.023544,-,6.091714286,0.978903147
168.98,-0.00981,-,6.091714286,0.978903147
169.092,-0.00981,-,6.091714286,0.978903147
169.178,-0.00981,-,6.091714286,0.978903147
169.276,-0.014715,-,6.091714286,0.978903147
169.375,-0.014715,-,6.091714286,0.978903147
169.489,-0.004905,-,6.091714286,0.978903147
169.574,-0.00981,-,6.091714286,0.978903147
169.706,-0.014715,-,6.091714286,0.978903147
169.77,-0.004905,-,6.091714286,0.978903147
169.869,-0.00981,-,6.091714286,0.978903147
169.968,-0.00981,-,6.091714286,0.978903147
170.067,0,-,6.091714286,0.978903147
170.166,-0.014715,-,6.091714286,0.978903147
170.298,-0.004905,-,6.091714286,0.978903147
170.363,-0.01962,-,6.091714286,0.978903147
170.462,-0.00981,-,6.091714286,0.978903147
170.561,-0.004905,-,6.091714286,0.978903147
170.659,-0.004905,-,6.091714286,0.978903147
170.759,-0.014715,-,6.091714286,0.978903147
170.857,-0.01962,-,6.091714286,0.978903147
170.955,-0.028449,-,6.091714286,0.978903147
171.054,-0.01962,-,6.091714286,0.978903147
171.164,-0.004905,-,6.091714286,0.978903147
171.252,-0.00981,-,6.091714286,0.978903147
171.351,0.01962,-,6.091714286,0.978903147
171.45,-0.004905,-,6.091714286,0.978903147
171.549,-0.023544,-,6.091714286,0.978903147
171.648,0,-,6.091714286,0.978903147
171.754,0.004905,-,6.091714286,0.978903147
171.845,-0.014715,-,6.091714286,0.978903147
171.966,0,-,6.091714286,0.978903147
172.043,0,-,6.091714286,0.978903147
172.141,0.00981,-,6.091714286,0.978903147
172.24,0.004905,-,6.091714286,0.978903147
172.344,-0.00981,-,6.091714286,0.978903147
172.437,-0.014715,-,6.091714286,0.978903147
172.564,-0.023544,-,6.091714286,0.978903147
172.635,-0.00981,-,6.091714286,0.978903147
172.734,-0.01962,-,6.091714286,0.978903147
172.832,0.00981,-,6.091714286,0.978903147
172.931,-0.01962,-,6.091714286,0.978903147
173.029,-0.00981,-,6.091714286,0.978903147
173.154,0.004905,-,6.091714286,0.978903147
173.227,-0.004905,-,6.091714286,0.978903147
173.326,-0.00981,-,6.091714286,0.978903147
173.425,-0.01962,-,6.091714286,0.978903147
173.537,-0.014715,-,6.091714286,0.978903147
173.623,-0.00981,-,6.091714286,0.978903147
173.757,-0.00981,-,6.091714286,0.978903147
173.819,0.004905,-,6.091714286,0.978903147
173.919,-0.014715,-,6.091714286,0.978903147
174.017,-0.014715,-,6.091714286,0.978903147
174.116,-0.01962,-,6.091714286,0.978903147
174.215,-0.023544,-,6.091714286,0.978903147
174.346,-0.004905,-,6.091714286,0.978903147
174.412,0,-,6.091714286,0.978903147
174.511,-0.004905,-,6.091714286,0.978903147
174.61,-0.014715,-,6.091714286,0.978903147
174.709,-0.004905,-,6.091714286,0.978903147
174.807,-0.004905,-,6.091714286,0.978903147
174.906,-0.00981,-,6.091714286,0.978903147
175.006,-0.004905,-,6.091714286,0.978903147
175.103,-0.00981,-,6.091714286,0.978903147
175.216,-0.004905,-,6.091714286,0.978903147
175.301,-0.00981,-,6.091714286,0.978903147
175.436,-0.004905,-,6.091714286,0.978903147
175.498,0,-,6.091714286,0.978903147
175.597,-0.00981,-,6.091714286,0.978903147
175.695,0,-,6.091714286,0.978903147
175.82,-0.00981,-,6.091714286,0.978903147
175.893,0,-,6.091714286,0.978903147
175.992,-0.004905,-,6.091714286,0.978903147
176.091,-0.014715,-,6.091714286,0.978903147
176.193,-0.00981,-,6.091714286,0.978903147
176.288,-0.004905,-,6.091714286,0.978903147
176.416,-0.00981,-,6.091714286,0.978903147
176.485,-0.004905,-,6.091714286,0.978903147
176.584,-0.004905,-,6.091714286,0.978903147
176.683,-0.004905,-,6.091714286,0.978903147
176.781,-0.00981,-,6.091714286,0.978903147
176.881,-0.023544,-,6.091714286,0.978903147
177.006,-0.004905,-,6.091714286,0.978903147
177.079,-0.023544,-,6.091714286,0.978903147
177.177,-0.01962,-,6.091714286,0.978903147
177.275,-0.023544,-,6.091714286,0.978903147
177.374,-0.00981,-,6.091714286,0.978903147
177.473,0.004905,-,6.091714286,0.978903147
177.61,-0.004905,-,6.091714286,0.978903147
177.671,0.004905,-,6.091714286,0.978903147
177.769,-0.014715,-,6.091714286,0.978903147
177.867,0.004905,-,6.091714286,0.978903147
177.967,-0.004905,-,6.091714286,0.978903147
178.065,-0.033354,-,6.091714286,0.978903147
178.164,-0.004905,-,6.091714286,0.978903147
178.287,0.014715,-,6.091714286,0.978903147
178.361,-0.023544,-,6.091714286,0.978903147
178.461,-0.01962,-,6.091714286,0.978903147
178.559,-0.014715,-,6.091714286,0.978903147
178.691,0.01962,-,6.091714286,0.978903147
178.756,-0.00981,-,6.091714286,0.978903147
178.854,0,-,6.091714286,0.978903147
178.954,-0.004905,-,6.091714286,0.978903147
179.076,-0.014715,-,6.091714286,0.978903147
179.151,-0.023544,-,6.091714286,0.978903147
179.25,-0.00981,-,6.091714286,0.978903147
179.349,0.004905,-,6.091714286,0.978903147
179.447,-0.01962,-,6.091714286,0.978903147
179.547,-0.00981,-,6.091714286,0.978903147
179.66,-0.004905,-,6.091714286,0.978903147
179.744,0,-,6.091714286,0.978903147
179.883,-0.00981,-,6.091714286,0.978903147
179.941,-0.023544,-,6.091714286,0.978903147
180.04,-0.01962,-,6.091714286,0.978903147
180.139,-0.028449,-,6.091714286,0.978903147
180.256,-0.00981,-,6.091714286,0.978903147
180.336,0.004905,-,6.091714286,0.978903147
180.472,-0.01962,-,6.091714286,0.978903147
180.534,-0.01962,-,6.091714286,0.978903147
180.633,0,-,6.091714286,0.978903147
180.731,-0.01962,-,6.091714286,0.978903147
180.83,-0.014715,-,6.091714286,0.978903147
180.929,-0.00981,-,6.091714286,0.978903147
181.059,-0.014715,-,6.091714286,0.978903147
181.126,-0.00981,-,6.091714286,0.978903147
181.224,-0.01962,-,6.091714286,0.978903147
181.323,-0.014715,-,6.091714286,0.978903147
181.422,0,-,6.091714286,0.978903147
181.521,-0.014715,-,6.091714286,0.978903147
181.62,-0.014715,-,6.091714286,0.978903147
181.73,-0.01962,-,6.091714286,0.978903147
181.817,-0.014715,-,6.091714286,0.978903147
181.916,0,-,6.091714286,0.978903147
182.015,0,-,6.091714286,0.978903147
182.122,-0.038259,-,6.091714286,0.978903147
182.212,-0.014715,-,6.091714286,0.978903147
182.311,0,-,6.091714286,0.978903147
182.409,-0.00981,-,6.091714286,0.978903147
182.508,-0.014715,-,6.091714286,0.978903147
182.607,-0.00981,-,6.091714286,0.978903147
182.726,-0.014715,-,6.091714286,0.978903147
182.805,-0.043164,-,6.091714286,0.978903147
182.903,-0.023544,-,6.091714286,0.978903147
183.002,-0.004905,-,6.091714286,0.978903147
183.11,-0.004905,-,6.091714286,0.978903147
183.2,-0.028449,-,6.091714286,0.978903147
183.297,-0.014715,-,6.091714286,0.978903147
183.397,-0.014715,-,6.091714286,0.978903147
183.496,-0.004905,-,6.091714286,0.978903147
183.594,-0.014715,-,6.091714286,0.978903147
183.717,-0.01962,-,6.091714286,0.978903147
183.791,-0.00981,-,6.091714286,0.978903147
183.89,-0.023544,-,6.091714286,0.978903147
183.989,-0.00981,-,6.091714286,0.978903147
184.088,-0.00981,-,6.091714286,0.978903147
184.186,-0.00981,-,6.091714286,0.978903147
184.323,-0.00981,-,6.091714286,0.978903147
184.384,-0.014715,Up,6.091714286,0.978903147
184.483,-0.004905,-,6.091714286,0.978903147
184.582,0.129492,-,6.091714286,0.978903147
184.68,0.229554,-,6.091714286,0.978903147
184.779,0.320787,-,6.091714286,0.978903147
184.878,0.488538,-,6.091714286,0.978903147
184.977,0.555246,-,6.091714286,0.978903147
185.076,0.62784,-,6.091714286,0.978903147
185.175,0.694548,-,6.091714286,0.978903147
185.273,0.727902,-,6.091714286,0.978903147
185.372,0.646479,-,6.091714286,0.978903147
185.47,0.727902,-,6.091714286,0.978903147
185.575,0.661194,-,6.091714286,0.978903147
185.668,0.679833,-,6.091714286,0.978903147
185.795,0.684738,-,6.091714286,0.978903147
185.866,0.694548,-,6.091714286,0.978903147
185.965,0.61803,-,6.091714286,0.978903147
186.064,0.445374,-,6.091714286,0.978903147
186.166,0.340407,-,6.091714286,0.978903147
186.261,0.307053,-,6.091714286,0.978903147
186.385,0.162846,-,6.091714286,0.978903147
186.459,0.043164,-,6.091714286,0.978903147
186.558,0.00981,-,6.091714286,0.978903147
186.657,-0.023544,-,6.091714286,0.978903147
186.767,0.023544,-,6.091714286,0.978903147
186.855,-0.014715,-,6.091714286,0.978903147
186.99,-0.043164,-,6.091714286,0.978903147
187.052,0.023544,-,6.091714286,0.978903147
187.15,-0.014715,-,6.091714286,0.978903147
187.249,0.071613,-,6.091714286,0.978903147
187.381,-0.057879,-,6.091714286,0.978903147
187.448,0.00981,-,6.091714286,0.978903147
187.546,-0.023544,-,6.091714286,0.978903147
187.645,-0.01962,-,6.091714286,0.978903147
187.744,-0.00981,-,6.091714286,0.978903147
187.842,-0.028449,-,6.091714286,0.978903147
187.981,-0.00981,-,6.091714286,0.978903147
188.04,0,-,6.091714286,0.978903147
188.139,-0.01962,Brake,6.091714286,0.978903147
188.238,0,-,6.091714286,0.978903147
188.363,-0.048069,-,6.091714286,0.978903147
188.435,-0.114777,-,6.091714286,0.978903147
188.534,-0.258984,-,6.091714286,0.978903147
188.633,-0.363951,-,6.091714286,0.978903147
188.731,-0.464994,-,6.091714286,0.978903147
188.83,-0.555246,-,6.091714286,0.978903147
188.929,-0.679833,-,6.091714286,0.978903147
189.034,-0.709263,-,6.091714286,0.978903147
189.127,-0.727902,-,6.091714286,0.978903147
189.225,-0.699453,-,6.091714286,0.978903147
189.325,-0.761256,-,6.091714286,0.978903147
189.424,-0.684738,-,6.091714286,0.978903147
189.522,-0.709263,-,6.091714286,0.978903147
189.643,-0.756351,-,6.091714286,0.978903147
189.719,-0.613125,-,6.091714286,0.978903147
189.818,-0.455184,-,6.091714286,0.978903147
189.917,-0.440469,-,6.091714286,0.978903147
190.026,-0.287433,-,6.091714286,0.978903147
190.115,-0.244269,-,6.091714286,0.978903147
190.243,-0.109872,-,6.091714286,0.978903147
190.312,-0.004905,-,6.091714286,0.978903147
190.411,0.004905,Arrival,6.083625,0.977603246
190.511,-0.028449,-,6.083625,0.977603246
190.627,-0.023544,-,6.083625,0.977603246
190.708,0.014715,-,6.083625,0.977603246
190.846,-0.014715,-,6.083625,0.977603246
190.906,-0.043164,-,6.083625,0.977603246
191.004,-0.014715,-,6.083625,0.977603246
191.103,-0.00981,-,6.083625,0.977603246
191.241,0.01962,-,6.083625,0.977603246
191.301,-0.028449,-,6.083625,0.977603246
191.399,-0.066708,-,6.083625,0.977603246
191.497,0.023544,-,6.083625,0.977603246
191.625,0,-,6.083625,0.977603246
191.695,-0.01962,-,6.083625,0.977603246
191.794,-0.038259,-,6.083625,0.977603246
191.893,0.00981,-,6.083625,0.977603246
191.992,0.004905,-,6.083625,0.977603246
192.091,-0.038259,-,6.083625,0.977603246
192.189,-0.014715,-,6.083625,0.977603246
192.288,-0.028449,-,6.083625,0.977603246
192.387,0.057879,-,6.083625,0.977603246
192.497,-0.033354,-,6.083625,0.977603246
192.584,-0.00981,-,6.083625,0.977603246
192.683,-0.028449,-,6.083625,0.977603246
192.782,0.00981,-,6.083625,0.977603246
192.881,-0.043164,-,6.083625,0.977603246
192.979,-0.167751,-,6.083625,0.977603246
193.083,-0.244269,-,6.083625,0.977603246
193.177,-0.157941,-,6.083625,0.977603246
193.275,-0.139302,-,6.083625,0.977603246
193.374,-0.01962,-,6.083625,0.977603246
193.473,-0.023544,-,6.083625,0.977603246
193.571,-0.004905,-,6.083625,0.977603246
193.696,-0.004905,-,6.083625,0.977603246
