timestamp(s),accel(m/s2)
0,-0.004905
0.131,0.00981
0.197,0
0.297,-0.00981
0.395,0.004905
0.494,0
0.597,0
0.691,0
0.79,0.004905
0.89,0.00981
0.988,0.00981
1.086,-0.004905
1.195,0
1.284,0
1.383,0.004905
1.481,0
1.581,0.00981
1.679,0.004905
1.786,0
1.877,0
2.012,0
2.075,0.004905
2.175,0.00981
2.272,-0.004905
2.393,0.004905
2.47,0
2.568,-0.004905
2.668,-0.004905
2.766,0.004905
2.865,0.004905
2.985,0.014715
3.062,0
3.206,-0.004905
3.26,0.004905
3.359,0
3.458,0
3.59,-0.004905
3.655,0
3.754,0.00981
3.853,0.00981
3.952,0.004905
4.051,0
4.15,0
4.268,0
4.347,0.004905
4.446,0.004905
4.544,0
4.649,-0.004905
4.742,-0.004905
4.842,0.004905
4.941,0.004905
5.039,-0.004905
5.137,0.004905
5.236,0
5.335,0
5.447,0
5.532,-0.004905
5.668,0.004905
5.729,-0.004905
5.828,0
5.927,-0.004905
6.044,-0.004905
6.124,0.004905
6.223,-0.004905
6.322,-0.004905
6.429,-0.004905
6.52,-0.004905
6.632,-0.00981
6.718,-0.00981
6.85,-0.004905
6.915,-0.004905
7.014,-0.00981
7.112,0
7.211,-0.004905
7.31,0
7.409,0.004905
7.508,-0.004905
7.607,0.004905
7.705,-0.00981
7.844,0
7.903,-0.00981
8.003,0
8.101,0
8.199,0
8.298,-0.004905
8.397,-0.004905
8.509,-0.038259
8.595,0.004905
8.694,0.004905
8.792,0.00981
8.892,0.00981
8.99,-0.014715
9.102,0
9.188,0
9.321,0.004905
9.385,0.004905
9.484,-0.004905
9.583,-0.004905
9.722,-0.109872
9.78,-0.182466
9.879,-0.359046
9.978,-0.440469
10.077,-0.531702
10.176,-0.694548
10.305,-0.62784
10.373,-0.718092
10.473,-0.689643
10.572,-0.679833
10.671,-0.722997
10.769,-0.722997
10.867,-0.722997
10.966,-0.699453
11.065,-0.646479
11.164,-0.546417
11.263,-0.426735
11.361,-0.320787
11.461,-0.258984
11.563,-0.096138
11.658,-0.048069
11.788,-0.00981
11.856,-0.01962
11.955,0.01962
12.053,-0.052974
12.16,-0.004905
12.251,-0.01962
12.377,-0.014715
12.448,-0.004905
12.547,0.004905
12.646,0
12.753,0.004905
12.843,-0.004905
12.972,0.014715
13.041,0.043164
13.14,-0.033354
13.238,0.071613
13.359,-0.023544
13.436,0.004905
13.575,0.004905
13.634,0.023544
13.732,-0.014715
13.831,0.014715
13.966,0.033354
14.029,0.014715
14.127,0.043164
14.227,-0.043164
14.325,0.043164
14.424,0.014715
14.523,-0.043164
14.627,-0.052974
14.72,0.023544
14.819,-0.043164
14.918,-0.014715
15.019,-0.028449
15.116,0.028449
15.214,-0.038259
15.313,0.028449
15.412,-0.033354
15.51,-0.004905
15.609,-0.028449
15.708,-0.028449
15.825,0.028449
15.905,-0.066708
16.052,0.061803
16.103,-0.052974
16.217,0.081423
16.3,-0.004905
16.399,0.091233
16.497,-0.014715
16.619,-0.00981
16.696,0
16.794,0.00981
16.893,-0.028449
16.992,-0.033354
17.091,0.014715
17.217,0.014715
17.288,0.028449
17.387,-0.004905
17.486,0.023544
17.584,0.134397
17.684,0.254079
17.782,0.310977
17.881,0.440469
17.98,0.521892
18.078,0.656289
18.177,0.718092
18.276,0.684738
18.375,0.684738
18.473,0.656289
18.572,0.727902
18.671,0.699453
18.771,0.704358
18.889,0.60822
18.968,0.565056
19.067,0.397305
19.165,0.330597
19.264,0.20601
19.363,0.129492
19.516,-0.023544
19.559,0
19.722,-0.043164
19.764,0.048069
19.927,-0.00981
19.964,-0.023544
20.125,-0.004905
20.152,0.048069
20.354,-0.004905
20.355,0
20.458,-0.033354
20.547,0.048069
20.676,0.004905
20.744,-0.00981
20.844,-0.023544
20.942,0
21.065,0.028449
21.14,-0.014715
21.239,-0.00981
21.338,-0.028449
21.436,0.052974
21.536,-0.004905
21.634,-0.033354
21.733,-0.004905
21.832,0.014715
21.93,0.043164
22.03,0.071613
22.128,0.157941
22.228,0.239364
22.339,0.153036
22.425,0.066708
22.523,-0.004905
22.623,-0.014715
22.721,-0.004905
22.821,0
22.938,0
