mad_temperature(degrees),mad_timestamp(s),low,init_gap,cont_gap,frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots
0.1,0.1,1,-3.0,-2.0,0.09934773999999891,0.09934773999999891,1.84,1.9734234213670416,46,25,0.03130788881751817,0.02496871726196778,0.09934773999999891,0.03130788881751817,0.02496871726196778,0.09934773999999891,2.319357716324717,61.10615521855486,36.57448706512042
0.1,0.1,1,-3.0,-1.9,0.09934773999999891,0.09934773999999891,1.8148148148148149,1.9058785674472012,49,27,0.03139687514204544,0.024932879025922665,0.09934773999999891,0.03139687514204544,0.024932879025922665,0.09934773999999891,2.4977698483496837,62.801070472792155,34.70115967885816
0.1,0.1,1,-3.0,-1.7999999999999998,0.09934773999999891,0.09934773999999891,1.7857142857142858,1.8776342040135594,50,28,0.03155332188811187,0.02484973037006897,0.09934773999999891,0.03155332188811187,0.02484973037006897,0.09934773999999891,2.5869759143621778,63.782337198929525,33.6306868867083
0.1,0.1,1,-3.0,-1.6999999999999997,0.09934773999999891,0.09934773999999891,1.8,1.851125783588643,54,30,0.030837914559228623,0.02439313455970213,0.09934773999999891,0.030837914559228623,0.02439313455970213,0.09934773999999891,2.7653880463871587,64.7636039250669,32.47100802854594
0.1,0.1,1,-3.0,-1.5999999999999996,0.09934773999999891,0.09934773999999891,1.8125,1.8445443204217133,58,32,0.030690462277628016,0.024328182790996612,0.09934773999999891,0.030690462277628016,0.024328182790996612,0.09934773999999891,2.943800178412122,66.19090098126674,30.86529884032114
0.1,0.1,1,-3.0,-1.4999999999999996,0.09934773999999891,0.09934773999999891,1.8125,1.8445443204217133,58,32,0.030690462277628016,0.024328182790996612,0.09934773999999891,0.030690462277628016,0.024328182790996612,0.09934773999999891,2.943800178412122,66.19090098126674,30.86529884032114
0.1,0.1,1,-3.0,-1.3999999999999995,0.09934773999999891,0.09934773999999891,1.7837837837837838,1.890733235934346,66,37,0.029485814647519534,0.023512781846996636,0.09934773999999891,0.029485814647519534,0.023512781846996636,0.09934773999999891,3.300624442462098,68.33184656556645,28.36752899197145
0.1,0.1,1,-3.0,-1.2999999999999994,0.09934773999999891,0.09934773999999891,1.7837837837837838,1.890733235934346,66,37,0.029485814647519534,0.023512781846996636,0.09934773999999891,0.029485814647519534,0.023512781846996636,0.09934773999999891,3.300624442462098,68.33184656556645,28.36752899197145
0.1,0.1,1,-3.0,-1.1999999999999993,0.09934773999999891,0.09934773999999891,1.7894736842105263,1.9078493642517742,68,38,0.02927326913212429,0.023330292738029144,0.09934773999999891,0.02927326913212429,0.023330292738029144,0.09934773999999891,3.3898305084745814,68.86708296164139,27.74308652988403
0.1,0.1,1,-3.0,-1.0999999999999992,0.09934773999999891,0.09934773999999891,1.794871794871795,1.9372130017973437,70,39,0.029240233196405584,0.023440931142659313,0.09934773999999891,0.029240233196405584,0.023440931142659313,0.09934773999999891,3.4790365744870613,69.49152542372882,27.029438001784122
