mad_temperature(degrees),mad_timestamp(s),low,init_gap,cont_gap,frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots
0.1,0.1,1,-3.0,-2.0,0.09183722000000216,0.09183722000000216,0.0,0.0,0,0,0.041476404999999786,0.028102467156549203,0.09183722000000216,0.041476404999999786,0.028102467156549203,0.09183722000000216,0.08920606601249403,3.568242640499554,96.34255129348796
0.1,0.1,1,-3.0,-1.9,0.09183722000000216,0.09183722000000216,0.0,0.0,0,0,0.041476404999999786,0.028102467156549203,0.09183722000000216,0.041476404999999786,0.028102467156549203,0.09183722000000216,0.08920606601249403,3.568242640499554,96.34255129348796
0.1,0.1,1,-3.0,-1.7999999999999998,0.09183722000000216,0.09183722000000216,0.0,0.0,0,0,0.041476404999999786,0.028102467156549203,0.09183722000000216,0.041476404999999786,0.028102467156549203,0.09183722000000216,0.08920606601249403,3.568242640499554,96.34255129348796
0.1,0.1,1,-3.0,-1.6999999999999997,0.09381473999999912,0.09381473999999912,1.875,2.2325713874364688,30,16,0.03669710557046972,0.025144171588453144,0.09381473999999912,0.03669710557046972,0.025144171588453144,0.09381473999999912,1.4272970561998193,13.291703835860838,85.28099910793934
0.1,0.1,1,-3.0,-1.5999999999999996,0.09381473999999912,0.09381473999999912,1.875,2.2325713874364688,30,16,0.03669710557046972,0.025144171588453144,0.09381473999999912,0.03669710557046972,0.025144171588453144,0.09381473999999912,1.4272970561998193,13.291703835860838,85.28099910793934
0.1,0.1,1,-3.0,-1.4999999999999996,0.09381473999999912,0.09381473999999912,1.875,2.2325713874364688,30,16,0.03669710557046972,0.025144171588453144,0.09381473999999912,0.03669710557046972,0.025144171588453144,0.09381473999999912,1.4272970561998193,13.291703835860838,85.28099910793934
0.1,0.1,1,-3.0,-1.3999999999999995,0.09381473999999912,0.09381473999999912,1.875,2.2325713874364688,30,16,0.03669710557046972,0.025144171588453144,0.09381473999999912,0.03669710557046972,0.025144171588453144,0.09381473999999912,1.4272970561998193,13.291703835860838,85.28099910793934
0.1,0.1,1,-3.0,-1.2999999999999994,0.09381473999999912,0.09381473999999912,1.875,2.2325713874364688,30,16,0.03669710557046972,0.025144171588453144,0.09381473999999912,0.03669710557046972,0.025144171588453144,0.09381473999999912,1.4272970561998193,13.291703835860838,85.28099910793934
0.1,0.1,1,-3.0,-1.1999999999999993,0.09381473999999912,0.09381473999999912,1.875,2.2325713874364688,30,16,0.03669710557046972,0.025144171588453144,0.09381473999999912,0.03669710557046972,0.025144171588453144,0.09381473999999912,1.4272970561998193,13.291703835860838,85.28099910793934
0.1,0.1,1,-3.0,-1.0999999999999992,0.09381473999999912,0.09381473999999912,1.875,2.2325713874364688,30,16,0.03669710557046972,0.025144171588453144,0.09381473999999912,0.03669710557046972,0.025144171588453144,0.09381473999999912,1.4272970561998193,13.291703835860838,85.28099910793934
