mad_temperature(degrees),mad_timestamp(s),low,init_gap,cont_gap,frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots
0.1,0.1,1,0.0,-2.0,0.0981976600000003,0.0981976600000003,1.236842105263158,0.9849982774848896,47,38,0.02042791491712714,0.022010884039959516,0.0981976600000003,0.02042791491712714,0.022010884039959516,0.0981976600000003,3.3707865168539257,36.97650663942799,59.652706843718086
0.1,0.1,1,0.0,-1.9,0.0981976600000003,0.0981976600000003,1.236842105263158,0.9849982774848896,47,38,0.02042791491712714,0.022010884039959516,0.0981976600000003,0.02042791491712714,0.022010884039959516,0.0981976600000003,3.3707865168539257,36.97650663942799,59.652706843718086
0.1,0.1,1,0.0,-1.7999999999999998,0.0981976600000003,0.0981976600000003,1.2564102564102564,0.979742214079118,49,39,0.020057430191780887,0.02165381147607709,0.0981976600000003,0.020057430191780887,0.02165381147607709,0.0981976600000003,3.4729315628191983,37.2829417773238,59.244126659857
0.1,0.1,1,0.0,-1.6999999999999997,0.0981976600000003,0.0981976600000003,1.3555555555555556,1.35245547152915,61,45,0.019100427260981948,0.020959180511666384,0.0981976600000003,0.019100427260981948,0.020959180511666384,0.0981976600000003,4.085801838610827,39.530132788559754,56.38406537282942
0.1,0.1,1,0.0,-1.5999999999999996,0.0981976600000003,0.0981976600000003,1.3695652173913044,1.4500179257088954,63,46,0.019079068900255795,0.021273740129518763,0.0981976600000003,0.019079068900255795,0.021273740129518763,0.0981976600000003,4.1879468845760925,39.93871297242084,55.87334014300307
0.1,0.1,1,0.0,-1.4999999999999996,0.09796633999999926,0.09796633999999926,1.38,1.412657070912824,69,50,0.0187345982793018,0.020920082852777896,0.09957571999999715,0.0187345982793018,0.020920082852777896,0.09957571999999715,4.4943820224719175,40.96016343207354,54.54545454545454
0.1,0.1,1,0.0,-1.3999999999999995,0.09945751999999786,0.09945751999999786,1.4230769230769231,1.832885008837516,74,52,0.017398119580246944,0.019372192236413874,0.09945751999999786,0.017398119580246944,0.019372192236413874,0.09945751999999786,4.800817160367728,41.368743615934626,53.830439223697645
0.1,0.1,1,0.0,-1.2999999999999994,0.09945751999999786,0.09945751999999786,1.5217391304347827,3.048443155297062,140,92,0.016854038183593816,0.01882864704104894,0.09945751999999786,0.016854038183593816,0.01882864704104894,0.09945751999999786,8.171603677221654,52.29826353421859,39.530132788559754
0.1,0.1,1,0.0,-1.1999999999999993,0.0977290900000014,0.0977290900000014,1.6,3.4473822596927715,216,135,0.015093650424836675,0.016742122249183523,0.0977290900000014,0.015093650424836675,0.016742122249183523,0.0977290900000014,12.053115423901943,62.512768130745656,25.4341164453524
0.1,0.1,1,0.0,-1.0999999999999992,0.0977290900000014,0.0977290900000014,1.5971223021582734,3.4965953110439942,222,139,0.014935460403877311,0.016638031231503127,0.0977290900000014,0.014935460403877311,0.016638031231503127,0.0977290900000014,12.359550561797757,63.22778345250255,24.412665985699693
