epsilon,normalized_score,score,execution_time,process_time,trace_length
0.5,0.9568,4784.0,121.24486994743347,121.23871512099868,5000
0.5,0.9568,4784.0,121.35090684890747,121.3447719600008,5000
0.5,0.9568,4784.0,121.33063387870789,121.32408821499848,5000
0.5,0.9568,4784.0,120.47457933425903,120.4684126300017,5000
0.5,0.9568,4784.0,121.04067921638489,121.03450466100185,5000
