epsilon,normalized_score,score,execution_time,process_time,trace_length
0.5,0.952,4284.0,105.2882285118103,105.2831905230014,4500
0.5,0.952,4284.0,104.22847247123718,104.22344240600069,4500
0.5,0.952,4284.0,105.5097439289093,105.5046420180006,4500
0.5,0.952,4284.0,105.5376501083374,105.53261994100103,4500
0.5,0.952,4284.0,105.82396721839905,105.81867552800031,4500
