epsilon,normalized_score,score,execution_time,process_time,trace_length
0.5,0.985,197.0,0.06290578842163086,0.06289862300036475,200
0.5,0.985,197.0,0.062297821044921875,0.06229082500067307,200
0.5,0.985,197.0,0.06267666816711426,0.06267012199896271,200
0.5,0.985,197.0,0.06299710273742676,0.06297116099813138,200
0.5,0.985,197.0,0.06122899055480957,0.061222345000714995,200
