epsilon,normalized_score,score,execution_time,process_time,trace_length
0.5,0.96,8640.0,375.6325132846832,375.6140658510012,9000
0.5,0.96,8640.0,373.08565950393677,373.06629855199935,9000
0.5,0.96,8640.0,375.7752118110657,375.75320966399886,9000
0.5,0.96,8640.0,374.34017515182495,374.3180899279978,9000
0.5,0.96,8640.0,376.89355874061584,376.8730201270009,9000
