epsilon,normalized_score,score,execution_time,process_time,trace_length
0.5,0.964,3856.0,72.6824643611908,72.67900907399962,4000
0.5,0.964,3856.0,72.54200220108032,72.53855731099975,4000
0.5,0.964,3856.0,73.2574417591095,73.25409803100047,4000
0.5,0.964,3856.0,72.52960348129272,72.52588336599729,4000
0.5,0.964,3856.0,73.19490456581116,73.1912285440012,4000
