epsilon,normalized_score,score,execution_time,process_time,trace_length
0.5,0.82,328.0,1.3691396713256836,1.369067522999103,400
0.5,0.82,328.0,1.3808605670928955,1.3807673289993545,400
0.5,0.82,328.0,1.3560748100280762,1.3560104659991339,400
0.5,0.82,328.0,1.3887271881103516,1.3886430649981776,400
0.5,0.82,328.0,1.3737194538116455,1.3735378989986202,400
