epsilon,normalized_score,score,execution_time,process_time,trace_length
0.5,0.964,7712.0,292.4892249107361,292.4741743119994,8000
0.5,0.964,7712.0,292.08089447021484,292.0660421959983,8000
0.5,0.964,7712.0,290.4164113998413,290.402077904997,8000
0.5,0.964,7712.0,293.827730178833,293.81227170499915,8000
0.5,0.964,7712.0,293.9352693557739,293.92039367399775,8000
