delta,normalized_score,score,execution_time,process_time,trace_length
6.0,0.026857142857142857,94.0,220.49940466880798,220.4848131499998,3500
6.0,0.026857142857142857,94.0,217.08451676368713,217.07123555599992,3500
6.0,0.026857142857142857,94.0,217.82723999023438,217.81412728799978,3500
6.0,0.026857142857142857,94.0,219.87549495697021,219.860307379,3500
6.0,0.026857142857142857,94.0,219.69036054611206,219.67467698100018,3500
