delta,normalized_score,score,execution_time,process_time,trace_length
6.0,0.0,0.0,0.0008552074432373047,0.0008485180005664006,3
6.0,0.0,0.0,0.0008192062377929688,0.0008130550013447646,3
6.0,0.0,0.0,0.0007765293121337891,0.0007701190006628167,3
6.0,0.0,0.0,0.00084686279296875,0.0008400780025112908,3
6.0,0.0,0.0,0.000888824462890625,0.0008818839996820316,3
