delta,normalized_score,score,execution_time,process_time,trace_length
6.0,1,0,0.0006098747253417969,0.0006037249986547977,3
6.0,1,0,0.0005838871002197266,0.0005779690000053961,3
6.0,1,0,0.0006372928619384766,0.0006311860015557613,3
6.0,1,0,0.0006265640258789062,0.0006201949981914368,3
6.0,1,0,0.0006017684936523438,0.0005960520029475447,3
