delta,normalized_score,score,execution_time,process_time,trace_length
6.0,0.024,60.0,110.28381943702698,110.28242500099998,2500
6.0,0.024,60.0,111.89875650405884,111.89484750100007,2500
6.0,0.024,60.0,112.343674659729,112.33574619000001,2500
6.0,0.024,60.0,110.57438898086548,110.56795938300002,2500
6.0,0.024,60.0,112.0159342288971,112.00825772000007,2500
