delta,normalized_score,score,execution_time,process_time,trace_length
6.0,0.02,2.0,0.17058849334716797,0.17057928399999955,100
6.0,0.02,2.0,0.17325329780578613,0.17324111199999948,100
6.0,0.02,2.0,0.17119741439819336,0.17117473400000005,100
6.0,0.02,2.0,0.17339110374450684,0.17338327699999923,100
6.0,0.02,2.0,0.17419171333312988,0.17418362199999926,100
