delta,normalized_score,score,execution_time,process_time,trace_length
6.0,0.029666666666666668,178.0,646.4104619026184,646.3684463319987,6000
6.0,0.029666666666666668,178.0,640.5182704925537,640.4755911619995,6000
6.0,0.029666666666666668,178.0,637.8606865406036,637.822593031,6000
6.0,0.029666666666666668,178.0,637.2254838943481,637.1900622859994,6000
6.0,0.029666666666666668,178.0,640.9653010368347,640.9308065860005,6000
