init_gap,cont_gap,low,mad_accel(m/s2),frechet_euclidean,frechet_manhattan,frechet_lca_euclidean,frechet_lca_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,p2p_mean_lca_euclidean_mean,p2p_mean_lca_euclidean_std,p2p_mean_lca_euclidean_max,p2p_mean_lca_manhattan_mean,p2p_mean_lca_manhattan_std,p2p_mean_lca_manhattan_max,percentage_gaps,percentage_gaps_lca,percentage_matched_snapshots,percentage_matched_snapshots_lca,percentage_mismatched_snapshots,percentage_mismatched_snapshots_lca,execution_time,process_time,trace_length
-1.0,-0.1,200,0.15,0.111111,0.111111,0.114777,0.114777,6.379310344827586,14.575401557379424,185,29,0.019051713756613756,0.018560771696494397,0.14641700000000002,0.019051713756613756,0.018560771696494397,0.14641700000000002,0.03609428125,0.028571253276167264,0.14641700000000002,0.03609428125,0.028571253276167264,0.14641700000000002,4.689863842662632,1.6897081413210486,95.31013615733737,98.31029185867895,0.0,0.0,34.70708680152893,34.70658579999997,1983
