dt-timestamp(s),dt-accel(m/s2),pt-timestamp(s),pt-accel(m/s2),operation
36.8,0.0,36.382999999994354,0.0098099999999989,Match
36.9,0.0,36.48099999999977,-0.00981,Match
37.0,0.0,36.58099999999831,-0.0147149999999994,Match
37.1,0.0,36.67899999999645,-0.0049049999999994,Match
