init_gap,cont_gap,low,mad_accel(m/s2),frechet_euclidean,frechet_manhattan,frechet_lca_euclidean,frechet_lca_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,p2p_mean_lca_euclidean_mean,p2p_mean_lca_euclidean_std,p2p_mean_lca_euclidean_max,p2p_mean_lca_manhattan_mean,p2p_mean_lca_manhattan_std,p2p_mean_lca_manhattan_max,percentage_gaps,percentage_gaps_lca,percentage_matched_snapshots,percentage_matched_snapshots_lca,percentage_mismatched_snapshots,percentage_mismatched_snapshots_lca,execution_time,process_time,trace_length
-1.0,-0.1,200,0.15,0.14835799999999977,0.14835799999999977,0.14835799999999977,0.14835799999999977,10.909090909090908,15.204392579745114,120,11,0.027726788709677187,0.030813744206046875,0.14835799999999977,0.027726788709677187,0.030813744206046875,0.14835799999999977,0.0778352054794521,0.045731131950247285,0.14835799999999977,0.0778352054794521,0.045731131950247285,0.14835799999999977,8.645533141210368,3.614457831325309,89.33717579250721,87.95180722891565,2.0172910662824206,8.433734939759036,4.010248184204102,4.010077300000006,694
