init_gap,cont_gap,low,mad_accel(m/s2),frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots,execution_time,process_time,trace_length
-1.0,-0.1,200,0.15,0.148131,0.148131,3.3548387096774195,5.270418891944556,104,31,0.02237002040816306,0.022892520087650498,0.148131,0.02237002040816306,0.022892520087650498,0.148131,7.492795389048988,91.78674351585015,0.7204610951008645,1.6103863716125488,1.6103363000000002,694
