init_gap,cont_gap,low,mad_accel(m/s2),frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots,execution_time,process_time,trace_length
-1.0,-0.1,200,0.15,0.114777,0.114777,5.904761904761905,7.86132644753665,124,21,0.02143598392282958,0.021923862350266644,0.128571,0.02143598392282958,0.021923862350266644,0.128571,8.933717579250729,89.62536023054754,1.440922190201729,1.645552635192871,1.645524299999991,694
